developer-agreement,organisation,entry-date,start-date,end-date,planning-application,document-url,developer-agreement-type
2356/19/OPA-IFSDA,local-authority-eng:WDE,17/03/20,17/03/20,,2356/19/OPA,http://apps.southhams.gov.uk/PlanningSearchMVC/Home/Details/192356 ,S106
1484/17/OPA-IFSDA,local-authority-eng:WDE,13/12/19,13/12/19,,1484/17/OPA,http://apps.southhams.gov.uk/PlanningSearchMVC/Home/Details/171484,S106
2353/18/OPA-IFSDA,local-authority-eng:WDE,12/12/19,12/12/19,,2353/18/OPA,http://apps.southhams.gov.uk/PlanningSearchMVC/Home/Details/182353 ,S106
0121/19/OPA-IFSDA,local-authority-eng:WDE,06/11/19,06/11/19,,0121/19/OPA,http://apps.southhams.gov.uk/PlanningSearchMVC/Home/Details/190121 ,S106
1794/18/FUL-IFSDA,local-authority-eng:WDE,17/09/19,17/09/19,,1794/18/Ful,http://apps.southhams.gov.uk/PlanningSearchMVC/Home/Details/181794 ,S106
1635/18/OPA-IFSDA,local-authority-eng:WDE,26/07/19,26/07/19,,1635/18/OPA,http://apps.southhams.gov.uk/PlanningSearchMVC/Home/Details/181635 ,S106
1549/18/FUL-IFSDA,local-authority-eng:WDE,25/06/19,25/06/19,,1549/18/FUL,http://apps.southhams.gov.uk/PlanningSearchMVC/Home/Details/181549 ,S106
