resource,bytes,organisations,endpoints,start-date,end-date
0042ac514ca21114b3c9ddeba39da153305ecc63bacc9795af60cbcf833c1920,4520,local-authority-eng:NFK,6be19907e749ccaecea92d9a0819172bc0892b60d8ff2eedfa7adeb70486172e,2021-03-25,
01e0140a6d4dd19f9be9bf4b67a9e60c2f27c7f290032e1be7d3d2b4842b32c1,6437,local-authority-eng:WOT,acc64c0dfd7cb892710745cc128c5a52c05c5219274baf6fc04c615caa343203,2021-03-25,
02630d89581c914e9b79a34551d5affbe41acdbbbbdeeb7ad409cff5ce29a796,4341,local-authority-eng:NEA,fbdee5b9c7eb6f2c9335cb363d04df487767f13ad06348a05fe03563f13a7dca,2021-03-25,2021-09-07
02fe4e8ebb24587dcbabb55a518a2a0f6b28d11cf6521e67ad1b69f6d48a58e0,2617,local-authority-eng:TON,226e672cfb5e9baebef7d6a0a16e30a61e09a18d6f6d4a2dac1afd81e811697c,2021-04-09,2021-07-13
03d1d1d57f17a930761ccc80fe3ac5b839d1c4b4bd0f3c46e4af535c7bcb30e0,5538,local-authority-eng:SLF,ea306a1820af9ac94bbf75ae6de68a40a8446d1c1988a8ff2f4956dda6080196,2021-03-25,
086e6915b73fd852feb3e41a831dae51aace6331e12b2e8a0de8a8f5958d02cd,25776,local-authority-eng:IOW,0a9a3c4904e8eb53d4e6dc90ab208b93209c930e3a1ef2d3ed9f903c3ef7f482,2021-03-31,2021-04-12
08711612fcde44985ba344127826cadf611dacf65716c3f6ca8b97b8cb8db07e,13767,local-authority-eng:EPS,e08f600e90eb62a72fe50b79d49681b2d64a966df97fc77dc6c20a8a8a09f43e,2021-03-25,
09a29f9bc4cfed659c732f5ce2a7595ac827606a48862f4c8c8897d109be2ef9,1420,local-authority-eng:ADU,675f65fd59ba990515e78f92aaf5394fa9442c2a6af1e4f99882ff953279f474,2021-03-25,
0e3eb04edb0e4d864de1a8979dd9b703a43af5631159e1c3ad4a243e034ab8e8,21220,local-authority-eng:NLN,8e78089325ae9aa83ac898bdac70b13f48c3867b3d310af4a9016b29c70c8c35,2021-03-25,
0e4e4920dae85cfbc313362b9e39b11572f165d113d949ec87d7024a5d60e881,385,local-authority-eng:NEA,bc0800197b172da0af614ad9953ccffd120fd871ce7c3a92bab785f6769ab1dd,2021-03-25,2021-09-07
0fd81d6f28df754333964c21dc122fe8a63ba8291de4cd7e4e37e2f11b8d06f8,10029,local-authority-eng:BOL,2e23473d44aeb29a9fab2502f2da4710fe760574abfefded48f2f211f7e195ee,2021-03-25,
1130856d472532d7d15b2160b8fb84665e0dd8c093f7513044f19f32684c05a3,20135,local-authority-eng:IOW,ab5f9891cd4f8fdb4b5a70b17c6b5134d5a5de750f751f039de1000a2931cb95,2021-08-27,2021-09-06
1185abfc82b22f7964c9db5c45eb0bdc59f880cbf06fe76699ff4f44d413c37e,5416,local-authority-eng:CHT,871a30878a9f39e64c8f27a2d6eb63b1445122df929388235dc6ad773fc87778,2021-03-25,
1a7662f136386bd8b30a7a31e11111559b0cb89a69c0fe5679d5948fb8e9c3c8,13974,local-authority-eng:HRT,96b7450b1f36e003fe640407e12ff8818015401412c3ec0bddcdba7afb369896,2021-03-25,
2249cfdc7f82639ab82ec43e8602bda1d2c824f7d91a0eb15296ad0b36852d39,3875,local-authority-eng:CHT,e4a3bbbdbc80d48650d16eb4c050c6530228118b0f0da133a3911b0d07795b4a,2021-03-25,
23a6b25c16ca0628675350e6b310d900e1be409aa5547a195309825ec01621f8,20842,local-authority-eng:NTY,058fc1d3ba3aedcb8c9b47648b8458804d51e98aebd6175846b8b40cf5ab900c,2021-03-25,
246652df4c3637f7d3e7b73ee7af6299e6a8c7f3a40ddedd6dd1cac48265f6e0,1958,local-authority-eng:NEA,b3fd56e66f51e1b601085e3db5a6735cde5fe19cb5bfe4ff59937a04b547b764,2021-03-25,2021-09-07
269fd2ad61475f9f76521ca8cbdd17b7e8f5f38bf96c1af70b13904aff0107ac,19768,local-authority-eng:IOW,ab5f9891cd4f8fdb4b5a70b17c6b5134d5a5de750f751f039de1000a2931cb95,2021-06-05,2021-06-07
2a0d245b5bdf9a95665cafe11e0823698ca2edc099d2d8a1ecabf465269e38c2,463,government-organisation:D4,607eb93bad47b5d4ea3364ec0fe4c4ce09d9e83674cceb559ccd0faf40c935db,2021-03-25,
2a267c32d0febdf7a8f7a4cb6d6f12f0c1f4e38270c78d0a71dfa3eac699c7ee,18428,local-authority-eng:IOW,ab5f9891cd4f8fdb4b5a70b17c6b5134d5a5de750f751f039de1000a2931cb95,2021-03-25,2021-03-29
31e233319b082fed11b3e2336c51d757a8a121ac7c6caf8a97f3cbe8ee411a76,2652,local-authority-eng:SNR,f6f0f76c3e0c963b8899b552fae0ec4ee8c1c8119210faa10f238dc2bbdf08b9,2021-03-25,
3627eee409268e96dde71b17a368f269f6d15b837d5d487febe86716c5cde210,8173,local-authority-eng:SLA,74e6ad20eeb23e7d21a942fcad5316e140e050f36da8247778de46f9f576b6b7,2021-03-25,
3774a32b87e3c475ad3ca6d7bea7041d31e9ac8a3cb209b46a623bee44f88330,26444,local-authority-eng:IOW,0a9a3c4904e8eb53d4e6dc90ab208b93209c930e3a1ef2d3ed9f903c3ef7f482,2021-06-04,2021-06-04
38ccf2fb3a861b32780e0e96c5ff7c9de2953111b4c40b238462c1846677f957,19986,local-authority-eng:IOW,ab5f9891cd4f8fdb4b5a70b17c6b5134d5a5de750f751f039de1000a2931cb95,2021-07-02,2021-07-30
39993d6037d10b5798f09cd74eed58ca6536808bab6c398748928bd876e26a54,492,local-authority-eng:WDE,455a640f3c8e3f305cf00b4d8c7d89d87e7878badee030c3d96fe2771a1c777b,2021-03-25,
3a60c2546d08242f531946e2001f0b654354131e67b09cdad871b66b71ef6847,3246,local-authority-eng:SLF,9433a80b62706e6d39bb1145f9452dc818594dcd061948dd7437b07d7ad7fe37,2021-03-25,
3b2b2840f5d22b045794f23e9b9c4bda1571217fb5aad71e22a4f44a0ff2d20b,2684,local-authority-eng:EPS,0f37f19b0d3d5eb42ddb18862639cf23cf1456963ab264a37710b8ebb0c8526e,2021-03-25,
3eeb367706ed642d8ee96b78eb41b199625e81ba5fbd4df96ffe5c9928964d4b,2464,local-authority-eng:CMA,67f61203894882a61ed0df22dc6bb5867051d82111b3cd2f907d7f702cbdf0fe,2021-03-25,
4040b7684b6073a8f5d209f62b20af04fba7e19f6e35002debd1bf148c25a87e,41424,local-authority-eng:WIL,914e84dd87312abf478d67da171e8dc5c8e6946ce7ad0d32737dab75f5530698,2021-03-25,
40641c8c87cf5b62ad9baffb0bdcdbfc66639a893fde0dcfdfd73cb51ed1c89b,9172,national-park-authority:Q72617158,6f317f7a4ab4c81d06eaa7e6b8551f8d0ad08a8385bea5a86f03475caa0b9fc3,2021-03-25,
4579e644c2aae3f294119f87085abdf28d64749d8c56c08fc824497ade34f74d,6334,local-authority-eng:NFK,ea080017f5b7e966e610a093053208abc19117506eca678fd3532938502e519d,2021-03-25,
4625debf30f73d5156252ce9f03a89ea60296c2578e910074aa62e26fa09057c,1462,local-authority-eng:GOS,afa0b3273bbb7e19c233af9c5dd16bbcbf4091ba69e1909e5a840e3586668f0b,2021-03-25,
47954de78d3db7e1e42d25de880fd8bff8f74cb343d34c9d341f5736ff7a265c,26968,local-authority-eng:IOW,0a9a3c4904e8eb53d4e6dc90ab208b93209c930e3a1ef2d3ed9f903c3ef7f482,2021-07-02,2021-08-26
47e2252dfb25627a65206330ec2454d9e5673150ef414f0e3b0c54eb123ebce7,6554,local-authority-eng:EST,9809aa11e4f0536e21649e94552180ed717befe3b712649f2275528970f3a8d9,2021-03-25,
48fb3137be30ce173c3869f9f0278ae5a29d1b72266ce035f4e80e4739d0131a,2854,local-authority-eng:CMA,d4a0f3d0aca376b252ee34333f42c335a97c158c79278ecceb82a7da1b21979d,2021-03-25,
4df67ee29395ec1d8c5e5cbf1fef94636010668ecab77fdfa2b809188454a9a2,9291,local-authority-eng:NLN,98ba431e657f89a7ab7d4994348e09c9d4b55619ab7c9525fd6f7e13c3d915ca,2021-03-25,
50ce3623172e4c8b8a900426d17614f9e7010145cb140c7a699b9fdd11a9cdd5,2279,government-organisation:D4,05762a3af6634daaa28f3f0c1480b40db9d965c5b798361602ee9b86d4a84490,2021-03-25,
5271fcd3ee120860e43f9384540f0b571450a9a309312b6e2e94931757a3bb6f,44181,local-authority-eng:WIL,ce072807557931174a3d22121fd8ac962008181474e5e98d67ac015c624d74ae,2021-03-25,
5511d62e32ffa237fb161d4b3cfce14e78a2bd8dddb3349f03b3399683dda1da,963,local-authority-eng:EST,5a43596efd483ce830f6e8fc9b40645f7e3829b8c829ea5d4d4bf96a4bb73088,2021-03-25,
