developer-agreement,developer-agreement-type,planning-application,document-url,organisation,entry-date,start-date,end-date,slug
20030860-da,Section 106 agreement,PA/2003/0860,,local-authority-eng:NLN,2020-10-26,2005-07-04,2007-07-06,/developer-agreement/local-authority-eng/NLN/20030860-da
20030860V-da,Section 106 agreement,PA/2003/0860,,local-authority-eng:NLN,2020-10-26,2007-07-04,,/developer-agreement/local-authority-eng/NLN/20030860V-da
20031575-da,Section 106 agreement,PA/2003/1575,,local-authority-eng:NLN,2020-10-26,2006-03-15,,/developer-agreement/local-authority-eng/NLN/20031575-da
20041114-da,Section 106 agreement,PA/2004/1114,,local-authority-eng:NLN,2020-10-26,2005-12-09,,/developer-agreement/local-authority-eng/NLN/20041114-da
20050803-da,Section 106 agreement,PA/2005/0803,,local-authority-eng:NLN,2020-10-26,2005-11-14,,/developer-agreement/local-authority-eng/NLN/20050803-da
20050879-da,Section 106 agreement,PA/2005/0879,,local-authority-eng:NLN,2020-10-26,2006-02-21,,/developer-agreement/local-authority-eng/NLN/20050879-da
20060782-da,Section 106 agreement,PA/2006/0782,,local-authority-eng:NLN,2020-10-26,2007-01-30,,/developer-agreement/local-authority-eng/NLN/20060782-da
20071970-da,Section 106 agreement,PA/2007/1970,,local-authority-eng:NLN,2020-10-26,2008-03-03,,/developer-agreement/local-authority-eng/NLN/20071970-da
20080338-da,Section 106 agreement,PA/2008/0338,,local-authority-eng:NLN,2020-10-26,2011-08-23,,/developer-agreement/local-authority-eng/NLN/20080338-da
20090334-da,Section 106 agreement,PA/2009/0334,,local-authority-eng:NLN,2020-10-27,2011-08-08,,/developer-agreement/local-authority-eng/NLN/20090334-da
20110802-da,Section 106 agreement,PA/2011/0802,,local-authority-eng:NLN,2020-10-27,2012-04-30,,/developer-agreement/local-authority-eng/NLN/20110802-da
20111110-da,Section 106 agreement,PA/2011/1110,,local-authority-eng:NLN,2020-10-26,2012-03-26,,/developer-agreement/local-authority-eng/NLN/20111110-da
20111464-da,Section 106 agreement,PA/2011/1464,,local-authority-eng:NLN,2020-10-26,2012-07-30,,/developer-agreement/local-authority-eng/NLN/20111464-da
20121288-da,Section 106 agreement,PA/2012/1288,,local-authority-eng:NLN,2020-10-26,2013-02-28,,/developer-agreement/local-authority-eng/NLN/20121288-da
20121303-da,Section 106 agreement,PA/2012/1303,,local-authority-eng:NLN,2020-10-26,2014-08-19,,/developer-agreement/local-authority-eng/NLN/20121303-da
20130643-da,Section 106 agreement,PA/2013/0643,,local-authority-eng:NLN,2020-10-26,2014-05-07,,/developer-agreement/local-authority-eng/NLN/20130643-da
20130734-da,Section 106 agreement,PA/2013/0734,,local-authority-eng:NLN,2020-10-26,2014-11-04,,/developer-agreement/local-authority-eng/NLN/20130734-da
20131578-da,Section 106 agreement,PA/2013/1578,,local-authority-eng:NLN,2020-10-26,2014-06-05,,/developer-agreement/local-authority-eng/NLN/20131578-da
20140196-da,Section 106 agreement,PA/2014/0196,,local-authority-eng:NLN,2020-10-26,2014-06-13,2017-10-24,/developer-agreement/local-authority-eng/NLN/20140196-da
20140249-da,Section 106 agreement,PA/2014/0249,,local-authority-eng:NLN,2020-10-26,2014-06-13,,/developer-agreement/local-authority-eng/NLN/20140249-da
20140881-da,Section 106 agreement,PA/2014/0881,,local-authority-eng:NLN,2020-10-26,2015-06-03,,/developer-agreement/local-authority-eng/NLN/20140881-da
