developer-agreement,developer-agreement-type,planning-application,document-url,organisation,entry-date,start-date,end-date,slug
20/01773/S106,section-106,20/00696/FUL,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=QBGJ0FBHIK900,local-authority-eng:NTY,2020-12-08,2020-12-09,,/developer-agreement/local-authority-eng/NTY/20-01773-S106
20/01576/S106,section-106,20/00681/FUL,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=QBC62FBHIHC00,local-authority-eng:NTY,2020-10-05,2020-10-05,,/developer-agreement/local-authority-eng/NTY/20-01576-S106
20/01258/S106,section-106,20/00252/FUL,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=Q5Y3XRBHFJA00,local-authority-eng:NTY,2020-09-09,2020-09-09,,/developer-agreement/local-authority-eng/NTY/20-01258-S106
20/01259/S106,section-106,20/00368/FUL,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=Q70OSTBHG9800,local-authority-eng:NTY,2020-09-07,2020-09-07,,/developer-agreement/local-authority-eng/NTY/20-01259-S106
20/01316/S106,section-106,20/00683/OUT,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=QBCHEHBHIHO00,local-authority-eng:NTY,2020-09-16,2020-09-16,,/developer-agreement/local-authority-eng/NTY/20-01316-S106
20/01066/S106,section-106,19/01272/FUL,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=PYA4TFBH0MJ00,local-authority-eng:NTY,2020-03-03,2020-03-03,,/developer-agreement/local-authority-eng/NTY/20-01066-S106
20/01140/S106,section-106,19/01280/FUL,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=PYCB0WBHIHJ00,local-authority-eng:NTY,2020-08-12,2020-08-12,,/developer-agreement/local-authority-eng/NTY/20-01140-S106
20/01146/S106,section-106,20/00116/FUL,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=Q4TC94BH0GZ00,local-authority-eng:NTY,2020-08-20,2020-08-20,,/developer-agreement/local-authority-eng/NTY/20-01146-S106
20/00997/S106,section-106,19/01388/FUL,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=PZH344BHJ7N00,local-authority-eng:NTY,2020-06-17,2020-06-17,,/developer-agreement/local-authority-eng/NTY/20-00997-S106
20/00033/S106,section-106,16/01889/FUL,https://idoxpublicaccess.northtyneside.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OH7ETDBHHYI00,local-authority-eng:NTY,2017-04-27,2017-04-27,,/developer-agreement/local-authority-eng/NTY/20-00033-S106
