developer-agreement,developer-agreement-type,planning-application,document-url,organisation,entry-date,start-date,end-date,slug
07/18/0363/F-da,section-106,07/18/0363/F,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/18/0363/F&viewdocs=true,local-authority-eng:BRX,2020-11-23,2019-07-09,,/developer-agreement/local-authority-eng/BRX/07-18-0363-F-da
07/19/0164/F-da,section-106,07/19/0164/F,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/19/0164/F&viewdocs=true,local-authority-eng:BRX,2020-11-23,2019-12-03,,/developer-agreement/local-authority-eng/BRX/07-19-0164-F-da
07/16/0166/F-da,section-106,07/16/0166/F,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/16/0166/F&viewdocs=true,local-authority-eng:BRX,2020-11-23,2016-10-10,,/developer-agreement/local-authority-eng/BRX/07-16-0166-F-da
07/13/0158/O-da,section-106,07/13/0158/O,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/13/0158/O&viewdocs=true,local-authority-eng:BRX,2020-11-23,2015-09-08,,/developer-agreement/local-authority-eng/BRX/07-13-0158-O-da
07/14/0904/F-da,section-106,07/14/0904/F,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/14/0904/F&viewdocs=true,local-authority-eng:BRX,2020-11-23,2015-10-14,,/developer-agreement/local-authority-eng/BRX/07-14-0904-F-da
07/14/0076/F-da,section-106,07/14/0076/F,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/14/0076/F&viewdocs=true,local-authority-eng:BRX,2020-12-10,2015-01-06,,/developer-agreement/local-authority-eng/BRX/07-14-0076-F-da
07/09/0765/F-da,section-106,07/09/0765/F,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/09/0765/F&viewdocs=true,local-authority-eng:BRX,2020-12-10,2010-05-11,,/developer-agreement/local-authority-eng/BRX/07-09-0765-F-da
07/13/0389/F-da,section-106,07/13/0389/F,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/13/0389/F&viewdocs=true,local-authority-eng:BRX,2020-12-10,2013-09-02,,/developer-agreement/local-authority-eng/BRX/07-13-0389-F-da
07/12/0576/F-da,section-106,07/12/0576/F,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/12/0576/F&viewdocs=true,local-authority-eng:BRX,2020-12-10,2012-09-05,,/developer-agreement/local-authority-eng/BRX/07-12-0576-F-da
07/12/0524/O-da,section-106,07/12/0524/O,https://planning.broxbourne.gov.uk/Planning/dialog.page?org.apache.shale.dialog.DIALOG_NAME=gfplanningsearch&Param=lg.Planning&ref_no=07/12/0524/O&viewdocs=true,local-authority-eng:BRX,2020-12-10,2013-07-10,,/developer-agreement/local-authority-eng/BRX/07-12-0524-O-da
