developer-agreement,developer-agreement-type,planning-application,document-url,organisation,entry-date,start-date,end-date,slug
09/93881-da,section-106,09/93881,https://publicaccess.newforestnpa.gov.uk/online-applications/,national-park-authority:Q72617158,2020-12-18,2009-05-05,,/developer-agreement/national-park-authority/Q72617158/09-93881-da
08/93421-da,section-106,08/93421,https://publicaccess.newforestnpa.gov.uk/online-applications/,national-park-authority:Q72617158,2020-12-18,2008-12-17,,/developer-agreement/national-park-authority/Q72617158/08-93421-da
07/91625-da,section-106,07/91625,https://publicaccess.newforestnpa.gov.uk/online-applications/,national-park-authority:Q72617158,2020-12-18,2007-09-17,,/developer-agreement/national-park-authority/Q72617158/07-91625-da
10/94877-da,section-106,10/94877,https://publicaccess.newforestnpa.gov.uk/online-applications/,national-park-authority:Q72617158,2020-12-18,2010-06-22,,/developer-agreement/national-park-authority/Q72617158/10-94877-da
10/95600-da,section-106,10/95600,https://publicaccess.newforestnpa.gov.uk/online-applications/,national-park-authority:Q72617158,2020-12-18,2011-07-11,,/developer-agreement/national-park-authority/Q72617158/10-95600-da
08/92688-da,section-106,08/92688,https://publicaccess.newforestnpa.gov.uk/online-applications/,national-park-authority:Q72617158,2020-12-18,2008-05-07,,/developer-agreement/national-park-authority/Q72617158/08-92688-da
08/93051-da,section-106,08/93051,https://publicaccess.newforestnpa.gov.uk/online-applications/,national-park-authority:Q72617158,2020-12-18,2008-09-16,,/developer-agreement/national-park-authority/Q72617158/08-93051-da
05/85676-da,section-106,05/85676,https://publicaccess.newforestnpa.gov.uk/online-applications/,national-park-authority:Q72617158,2020-12-18,2007-01-15,,/developer-agreement/national-park-authority/Q72617158/05-85676-da
11/96826-da,section-106,11/96826,https://publicaccess.newforestnpa.gov.uk/online-applications/,national-park-authority:Q72617158,2020-12-18,2012-03-22,,/developer-agreement/national-park-authority/Q72617158/11-96826-da
13/98880-da,section-106,13/98880,https://publicaccess.newforestnpa.gov.uk/online-applications/,national-park-authority:Q72617158,2020-12-18,2013-11-19,,/developer-agreement/national-park-authority/Q72617158/13-98880-da
13/98701-da,section-106,13/98701,https://publicaccess.newforestnpa.gov.uk/online-applications/,national-park-authority:Q72617158,2020-12-18,2013-11-11,,/developer-agreement/national-park-authority/Q72617158/13-98701-da
12/97325-da,section-106,12/97325,https://publicaccess.newforestnpa.gov.uk/online-applications/,national-park-authority:Q72617158,2020-12-18,2012-08-08,,/developer-agreement/national-park-authority/Q72617158/12-97325-da
11/96907-da,section-106,11/96907,https://publicaccess.newforestnpa.gov.uk/online-applications/,national-park-authority:Q72617158,2020-12-18,2012-03-15,,/developer-agreement/national-park-authority/Q72617158/11-96907-da
