developer-agreement,developer-agreement-type,planning-application,document-url,organisation,entry-date,start-date,end-date,slug
19/00000/FUL/CIL (Unique ref no),,PP-07496320,,local-authority-eng:EPS,2021-03-25,,,/developer-agreement/local-authority-eng/EPS/19-00000-FUL-CIL--Unique-ref-no-
17/01853/FUL/CIL,,PP-06825286,,local-authority-eng:EPS,2019-09-18,2019-09-03,,/developer-agreement/local-authority-eng/EPS/17-01853-FUL-CIL
18/00743/FUL/CIL,,PP-07211878,,local-authority-eng:EPS,2019-09-18,2019-09-12,,/developer-agreement/local-authority-eng/EPS/18-00743-FUL-CIL
18/01383/FUL/CIL,,PP-07496320,,local-authority-eng:EPS,2019-09-25,2019-09-12,,/developer-agreement/local-authority-eng/EPS/18-01383-FUL-CIL
19/00303/FLH/CIL,,PP-07732718,,local-authority-eng:EPS,2019-09-25,2019-09-18,,/developer-agreement/local-authority-eng/EPS/19-00303-FLH-CIL
19/00681/FUL/CIL,,PP-07877769,,local-authority-eng:EPS,2019-09-25,2019-10-07,,/developer-agreement/local-authority-eng/EPS/19-00681-FUL-CIL
16/00712/FUL/CIL,,PP-05405224,,local-authority-eng:EPS,2019-10-15,2019-10-14,,/developer-agreement/local-authority-eng/EPS/16-00712-FUL-CIL
19/00622/FUL/CIL,,PP-07879352,,local-authority-eng:EPS,2019-10-23,2019-10-16,,/developer-agreement/local-authority-eng/EPS/19-00622-FUL-CIL
18/01018/REM/S106,,PP-07344351,,local-authority-eng:EPS,2019-10-23,2019-10-04,,/developer-agreement/local-authority-eng/EPS/18-01018-REM-S106
15/00845/FUL/s106,,PP-04371491,,local-authority-eng:EPS,2019-10-30,2019-10-01,,/developer-agreement/local-authority-eng/EPS/15-00845-FUL-s106
17/01586/FUL/S106,,PP-06559683,,local-authority-eng:EPS,2019-10-30,2019-10-15,,/developer-agreement/local-authority-eng/EPS/17-01586-FUL-S106
17/01760/FUL/S106,,PP-06759551,,local-authority-eng:EPS,2019-10-30,2019-10-22,,/developer-agreement/local-authority-eng/EPS/17-01760-FUL-S106
19/00538/RES/CIL,,PP-07836913,,local-authority-eng:EPS,2019-10-30,2019-10-30,,/developer-agreement/local-authority-eng/EPS/19-00538-RES-CIL
17/01419/FUL/CIL,,PP-06561010,,local-authority-eng:EPS,2019-11-05,2019-10-30,,/developer-agreement/local-authority-eng/EPS/17-01419-FUL-CIL
19/00768/FUL/CIL,,PP-07947709,,local-authority-eng:EPS,2019-11-05,2019-11-05,,/developer-agreement/local-authority-eng/EPS/19-00768-FUL-CIL
19/00079/FUL/CIL,,19/00079/FUL,,local-authority-eng:EPS,2019-11-13,2019-11-13,,/developer-agreement/local-authority-eng/EPS/19-00079-FUL-CIL
18/00486/FUL/CIL,,PP-07091436,,local-authority-eng:EPS,2019-11-25,2019-11-25,,/developer-agreement/local-authority-eng/EPS/18-00486-FUL-CIL
18/01264/FUL /CIL,,PP-07429190,,local-authority-eng:EPS,2020-02-19,2020-01-13,,/developer-agreement/local-authority-eng/EPS/18-01264-FUL--CIL
19/00577/FUL/CIL,,PP-07860267,,local-authority-eng:EPS,2020-02-19,2020-02-10,,/developer-agreement/local-authority-eng/EPS/19-00577-FUL-CIL
19/01382/REM/CIL,,19/00494/FUL,,local-authority-eng:EPS,2020-03-12,2020-02-25,,/developer-agreement/local-authority-eng/EPS/19-01382-REM-CIL
19/01079/FUL/CIL,,PP-08095983,,local-authority-eng:EPS,2020-03-12,2020-02-03,,/developer-agreement/local-authority-eng/EPS/19-01079-FUL-CIL
18/01298/FUL/CIL,,PP-07446669,,local-authority-eng:EPS,2020-03-12,2020-02-26,,/developer-agreement/local-authority-eng/EPS/18-01298-FUL-CIL
19/00696/COND/CIL,,PP-07913307,,local-authority-eng:EPS,2020-03-12,2020-02-27,,/developer-agreement/local-authority-eng/EPS/19-00696-COND-CIL
19/00062/FUL/CIL,,PP-07553586,,local-authority-eng:EPS,2020-03-12,2020-02-25,,/developer-agreement/local-authority-eng/EPS/19-00062-FUL-CIL
19/01592/REM/CIL,,PP-08337970,,local-authority-eng:EPS,2020-03-12,2020-02-27,,/developer-agreement/local-authority-eng/EPS/19-01592-REM-CIL
18/01559/REM/CIL,,PP-07575414,,local-authority-eng:EPS,2020-03-12,2020-03-11,,/developer-agreement/local-authority-eng/EPS/18-01559-REM-CIL
18/01360/FUL /S106,,PP-07405146,,local-authority-eng:EPS,2020-03-12,2020-01-10,,/developer-agreement/local-authority-eng/EPS/18-01360-FUL--S106
17/01755/FUL/S106,,PP-06588106,,local-authority-eng:EPS,2020-03-12,2020-01-17,,/developer-agreement/local-authority-eng/EPS/17-01755-FUL-S106
18/01559/REM/S106,,PP-07575414,,local-authority-eng:EPS,2020-03-12,2019-12-17,,/developer-agreement/local-authority-eng/EPS/18-01559-REM-S106
