developer-agreement,developer-agreement-type,planning-application,document-url,organisation,entry-date,start-date,end-date,slug
17/01595/OAEA_2,section-106,17/01595/OAEA,,developer-agreement:TBMC,2020-11-19,2020-08-05,,/developer-agreement/developer-agreement/TBMC/17-01595-OAEA-2
17/03350/FL_1,section-106,17/03350/FL,,developer-agreement:TBMC,2020-12-21,2019-01-21,,/developer-agreement/developer-agreement/TBMC/17-03350-FL-1
18/01013/OA_1,section-106,18/01013/OA,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=18/01013/OA.pdf,developer-agreement:TBMC,2020-12-21,2019-09-10,,/developer-agreement/developer-agreement/TBMC/18-01013-OA-1
18/02230/FL_1,section-106,18/02230/FL,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=18/02230/FL.pdf,developer-agreement:TBMC,2020-12-22,2019-03-29,,/developer-agreement/developer-agreement/TBMC/18-02230-FL-1
18/02488/FL_1,section-106,18/02488/FL,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=18/02488/FL.pdf,developer-agreement:TBMC,2020-11-17,2019-02-14,,/developer-agreement/developer-agreement/TBMC/18-02488-FL-1
18/03008/OA_1,section-106,18/03008/OA,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=18/03008/OA.pdf,developer-agreement:TBMC,2020-11-12,2020-05-22,,/developer-agreement/developer-agreement/TBMC/18-03008-OA-1
19/00162/FL_1,section-106,19/00162/FL,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=19/00162/FL.pdf,developer-agreement:TBMC,2020-10-26,2020-04-24,,/developer-agreement/developer-agreement/TBMC/19-00162-FL-1
19/00287/FL_1,section-106,19/00287/FL,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=19/00287/FL.pdf,developer-agreement:TBMC,2020-11-19,2019-11-18,,/developer-agreement/developer-agreement/TBMC/19-00287-FL-1
19/00287/FL_1,section-106,19/00287/FL,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=19/00287/FL.pdf,developer-agreement:TBMC,2020-11-17,2019-11-19,2020-11-19,/developer-agreement/developer-agreement/TBMC/19-00287-FL-1
19/00979/FL_1,section-106,19/00979/FL,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=19/00979/FL.pdf,developer-agreement:TBMC,2020-12-21,2019-12-10,,/developer-agreement/developer-agreement/TBMC/19-00979-FL-1
19/01251/FL_1,section-106,19/01251/FL,,developer-agreement:TBMC,2020-11-26,2020-11-26,,/developer-agreement/developer-agreement/TBMC/19-01251-FL-1
19/01531/OA_1,section-106,19/01531/OA,,developer-agreement:TBMC,2020-10-26,2020-09-16,,/developer-agreement/developer-agreement/TBMC/19-01531-OA-1
19/01632/FL_1,section-106,19/01632/FL,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=19/01632/FL.pdf,developer-agreement:TBMC,2020-10-27,2020-10-27,,/developer-agreement/developer-agreement/TBMC/19-01632-FL-1
19/01890/FL_1,section-106,19/01890/FL,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=19/01890/FL.pdf,developer-agreement:TBMC,2020-11-19,2020-01-20,,/developer-agreement/developer-agreement/TBMC/19-01890-FL-1
19/01979/FL_1,section-106,19/01979/FL,,developer-agreement:TBMC,2020-11-12,2020-05-21,,/developer-agreement/developer-agreement/TBMC/19-01979-FL-1
19/02047/FL_1,section-106,19/02047/FL,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=19/02047/FL.pdf,developer-agreement:TBMC,2020-11-17,2020-02-13,,/developer-agreement/developer-agreement/TBMC/19-02047-FL-1
19/02109/FL_1,section-106,19/02109/FL,,developer-agreement:TBMC,2020-11-17,2020-05-15,,/developer-agreement/developer-agreement/TBMC/19-02109-FL-1
19/02277/FL_1,section-106,19/02277/FL,,developer-agreement:TBMC,2020-11-17,2020-07-29,,/developer-agreement/developer-agreement/TBMC/19-02277-FL-1
19/02455/FL_1,section-106,19/02455/FL,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=19/02455/FL.pdf,developer-agreement:TBMC,2020-12-22,2020-12-08,,/developer-agreement/developer-agreement/TBMC/19-02455-FL-1
19/02589/FL_1,section-106,19/02589/FL,,developer-agreement:TBMC,2020-11-17,2020-10-20,,/developer-agreement/developer-agreement/TBMC/19-02589-FL-1
19/02743/FL_1,section-106,19/02743/FL,https://rest.tmbc.gov.uk/docs/planning/5/planning_obligation?file=19/02743/FL.pdf,developer-agreement:TBMC,2020-10-08,2020-03-05,,/developer-agreement/developer-agreement/TBMC/19-02743-FL-1
