developer-agreement,developer-agreement-type,planning-application,document-url,organisation,entry-date,start-date,end-date,slug
0514/0037/DA,Section-106,0514/0037,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2014-10-13,,/developer-agreement/local-authority-eng/ERE/0514-0037-DA
0512/0002/DA,Section-106,0512/0002,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2013-04-16,,/developer-agreement/local-authority-eng/ERE/0512-0002-DA
1118/0006/DA,Section-106,1118/0006,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2019-03-27,,/developer-agreement/local-authority-eng/ERE/1118-0006-DA
0417/0027/DA,Section-106,0417/0027,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2018-05-25,,/developer-agreement/local-authority-eng/ERE/0417-0027-DA
0117/0021/DA,Section-106,0117/0021,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2017-10-23,,/developer-agreement/local-authority-eng/ERE/0117-0021-DA
0115/0018/DA,Section-106,0115/0018,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2016-03-21,,/developer-agreement/local-authority-eng/ERE/0115-0018-DA
0516/0017/DA,Section-106,0516/0017,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2017-01-11,,/developer-agreement/local-authority-eng/ERE/0516-0017-DA
0919/0062/DA,Section-106,0919/0062,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2017-03-14,,/developer-agreement/local-authority-eng/ERE/0919-0062-DA
0402/0083/DA,Section-106,0402/0083,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2015-12-23,,/developer-agreement/local-authority-eng/ERE/0402-0083-DA
0716/0012/DA,Section-106,0716/0012,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2015-12-10,,/developer-agreement/local-authority-eng/ERE/0716-0012-DA
0216/0012/DA,Section-106,0216/0012,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2014-03-26,,/developer-agreement/local-authority-eng/ERE/0216-0012-DA
1014/0006/DA,Section-106,1014/0006,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2015-10-29,,/developer-agreement/local-authority-eng/ERE/1014-0006-DA
0315/0034/DA,Section-106,0315/0034,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2015-10-27,,/developer-agreement/local-authority-eng/ERE/0315-0034-DA
0515/0017/DA,Section-106,0515/0017,https://register.civicacx.co.uk/Erewash/Planning/Search/BackToSearch?pcid=4f9f18d7-a64a-47c3-940c-826200e61ea4,local-authority-eng:ERE,2020-10-29,2015-11-23,,/developer-agreement/local-authority-eng/ERE/0515-0017-DA
