developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
09/93881-con1,22367,,affordable-housing,09/93881-da,national-park-authority:Q72617158,2020-12-18,2009-05-05,,/developer-agreement-contribution/national-park-authority/Q72617158/09-93881-con1
08/93421-con1,5500,,affordable-housing,08/93421-da,national-park-authority:Q72617158,2020-12-18,2008-12-17,,/developer-agreement-contribution/national-park-authority/Q72617158/08-93421-con1
07/91625-con1,52765.16,,affordable-housing,07/91625-da,national-park-authority:Q72617158,2020-12-18,2007-09-17,,/developer-agreement-contribution/national-park-authority/Q72617158/07-91625-con1
10/94877-con1,8610.5,,affordable-housing,10/94877-da,national-park-authority:Q72617158,2020-12-18,2010-06-22,,/developer-agreement-contribution/national-park-authority/Q72617158/10-94877-con1
10/95600-con1,85126,,affordable-housing,10/95600-da,national-park-authority:Q72617158,2020-12-18,2011-07-11,,/developer-agreement-contribution/national-park-authority/Q72617158/10-95600-con1
08/92688-con1,25000,,affordable-housing,08/92688-da,national-park-authority:Q72617158,2020-12-18,2008-05-07,,/developer-agreement-contribution/national-park-authority/Q72617158/08-92688-con1
08/93051-con1,22357,,affordable-housing,08/93051-da,national-park-authority:Q72617158,2020-12-18,2008-09-16,,/developer-agreement-contribution/national-park-authority/Q72617158/08-93051-con1
05/85676-con1,53105,,affordable-housing,05/85676-da,national-park-authority:Q72617158,2020-12-18,2007-01-15,,/developer-agreement-contribution/national-park-authority/Q72617158/05-85676-con1
11/96826-con1,10000,,affordable-housing,11/96826-da,national-park-authority:Q72617158,2020-12-18,2012-03-22,,/developer-agreement-contribution/national-park-authority/Q72617158/11-96826-con1
13/98880-con1,4232.18,,transport-and-travel,13/98880-da,national-park-authority:Q72617158,2020-12-18,2013-11-19,,/developer-agreement-contribution/national-park-authority/Q72617158/13-98880-con1
13/98701-con1,11827.75,,transport-and-travel,13/98701-da,national-park-authority:Q72617158,2020-12-18,2013-11-11,,/developer-agreement-contribution/national-park-authority/Q72617158/13-98701-con1
12/97325-con1,53000,,affordable-housing,12/97325-da,national-park-authority:Q72617158,2020-12-18,2012-08-08,,/developer-agreement-contribution/national-park-authority/Q72617158/12-97325-con1
11/96907-con1,34000,,affordable-housing,11/96907-da,national-park-authority:Q72617158,2020-12-18,2012-03-15,,/developer-agreement-contribution/national-park-authority/Q72617158/11-96907-con1
14/00139-con1,18200,,affordable-housing,14/00139-da,national-park-authority:Q72617158,2020-12-18,2014-05-22,,/developer-agreement-contribution/national-park-authority/Q72617158/14-00139-con1
14/00139-con2,1980,,transport-and-travel,14/00139-da,national-park-authority:Q72617158,2020-12-18,2014-05-22,,/developer-agreement-contribution/national-park-authority/Q72617158/14-00139-con2
14/00049-con1,3745,,transport-and-travel,14/00049-da,national-park-authority:Q72617158,2020-12-18,2014-04-03,,/developer-agreement-contribution/national-park-authority/Q72617158/14-00049-con1
14/00049-con2,3505,,open-space-and-leisure,14/00049-da,national-park-authority:Q72617158,2020-12-18,2014-04-03,,/developer-agreement-contribution/national-park-authority/Q72617158/14-00049-con2
10/95881-con1,93130,,affordable-housing,10/95881-da,national-park-authority:Q72617158,2020-12-18,2011-10-25,,/developer-agreement-contribution/national-park-authority/Q72617158/10-95881-con1
10/95881-con2,11683,,open-space-and-leisure,10/95881-da,national-park-authority:Q72617158,2020-12-18,2011-10-25,,/developer-agreement-contribution/national-park-authority/Q72617158/10-95881-con2
13/98485-con1,5520,,transport-and-travel,13/98485-da,national-park-authority:Q72617158,2020-12-18,2013-09-09,,/developer-agreement-contribution/national-park-authority/Q72617158/13-98485-con1
14/00664-con1,7010,,open-space-and-leisure,14/00664-da,national-park-authority:Q72617158,2020-12-18,2014-10-21,,/developer-agreement-contribution/national-park-authority/Q72617158/14-00664-con1
14/00664-con2,3745,,transport-and-travel,14/00664-da,national-park-authority:Q72617158,2020-12-18,2014-10-21,,/developer-agreement-contribution/national-park-authority/Q72617158/14-00664-con2
15/00735-con1,43650,,affordable-housing,15/00735-da,national-park-authority:Q72617158,2020-12-18,2016-02-05,,/developer-agreement-contribution/national-park-authority/Q72617158/15-00735-con1
15/00735-con2,5457,,transport-and-travel,15/00735-da,national-park-authority:Q72617158,2020-12-18,2016-02-05,,/developer-agreement-contribution/national-park-authority/Q72617158/15-00735-con2
15/00376-con1,5107.31,,other,15/00376-da,national-park-authority:Q72617158,2020-12-18,2015-07-15,,/developer-agreement-contribution/national-park-authority/Q72617158/15-00376-con1
13/99091-con1,5149,,affordable-housing,13/99091-da,national-park-authority:Q72617158,2020-12-18,2014-05-22,,/developer-agreement-contribution/national-park-authority/Q72617158/13-99091-con1
13/99091-con2,2500,,other,13/99091-da,national-park-authority:Q72617158,2020-12-18,2014-05-22,,/developer-agreement-contribution/national-park-authority/Q72617158/13-99091-con2
