developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
SL/2015/0733-con,21994.27,,open-space-and-leisure,SL/2015/0733-da,local-authority-eng:SLA,2020-12-09,2017-02-20,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2015-0733-con
SL/2016/0528-con,9426.12,,open-space-and-leisure,SL/2016/0528-da,local-authority-eng:SLA,2020-12-09,2016-10-20,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-0528-con
SL/2017/0841-con1,288360,,education-primary,SL/2017/0841-da,local-authority-eng:SLA,2020-12-09,2019-07-18,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2017-0841-con1
SL/2017/0841-con2,72150,,transport,SL/2017/0841-da,local-authority-eng:SLA,2020-12-09,2019-07-18,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2017-0841-con2
SL/2017/0841-con3,36000,,open-space-and-leisure,SL/2017/0841-da,local-authority-eng:SLA,2020-12-09,2019-07-18,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2017-0841-con3
SL/2017/0841-con4,,37,affordable-housing,SL/2017/0841-da2,local-authority-eng:SLA,2020-12-17,2019-07-18,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2017-0841-con4
SL/2017/0992-con,10229.54,,highways,SL/2017/0992-da,local-authority-eng:SLA,2020-12-09,2019-11-22,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2017-0992-con
CU/2018/0005-con,17594.02,,community-infrastructure-levy,CU/2018/0005-da,local-authority-eng:SLA,2020-12-10,2018-08-25,,/developer-agreement-contribution/local-authority-eng/SLA/CU-2018-0005-con
SL/2015/1012-con,1416,,community-infrastructure-levy,SL/2015/1012-da,local-authority-eng:SLA,2020-12-10,2019-06-28,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2015-1012-con
SL/2015/1052-con,6056,,community-infrastructure-levy,SL/2015/1052-da,local-authority-eng:SLA,2020-12-10,2019-10-23,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2015-1052-con
SL/2015/1092-con,2097.5,,community-infrastructure-levy,SL/2015/1092-da,local-authority-eng:SLA,2020-12-10,2019-06-20,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2015-1092-con
SL/2016/0244-con,8183.61,,community-infrastructure-levy,SL/2016/0244-da,local-authority-eng:SLA,2020-12-10,2019-10-30,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-0244-con
SL/2016/0250-con,1202.9,,community-infrastructure-levy,SL/2016/0250-da,local-authority-eng:SLA,2020-12-10,2019-07-16,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-0250-con
SL/2016/0602-con1,566768.66,,community-infrastructure-levy,SL/2016/0602-da,local-authority-eng:SLA,2020-12-10,2019-09-18,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-0602-con1
SL/2016/0602-con2,,60,affordable-housing,SL/2016/0602-da2,local-authority-eng:SLA,2020-12-17,2019-09-09,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-0602-con2
SL/2016/1015(1)-con1,239809.89,,community-infrastructure-levy,SL/2016/1015(1)-da,local-authority-eng:SLA,2020-12-10,2019-01-25,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-1015-1--con1
SL/2016/1015(2)-con,188570.08,,community-infrastructure-levy,SL/2016/1015(2)-da,local-authority-eng:SLA,2020-12-10,2020-02-03,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-1015-2--con
SL/2016/1109-con,168787.7,,community-infrastructure-levy,SL/2016/1109-da,local-authority-eng:SLA,2020-12-10,2019-01-24,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-1109-con
SL/2017/0282-con,5435.12,,community-infrastructure-levy,SL/2017/0282-da,local-authority-eng:SLA,2020-12-10,2018-04-05,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2017-0282-con
SL/2017/0605-con,9255.63,,community-infrastructure-levy,SL/2017/0605-da,local-authority-eng:SLA,2020-12-10,2019-06-19,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2017-0605-con
SL/2017/0776-con,15305.47,,community-infrastructure-levy,SL/2017/0776-da,local-authority-eng:SLA,2020-12-10,2018-09-13,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2017-0776-con
SL/2017/1092-con,25394.57,,community-infrastructure-levy,SL/2017/1092-da,local-authority-eng:SLA,2020-12-10,2019-01-11,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2017-1092-con
SL/2018/0383-con,3888.05,,community-infrastructure-levy,SL/2018/0383-da,local-authority-eng:SLA,2020-12-10,2018-11-16,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-0383-con
SL/2018/0478-con,4450.47,,community-infrastructure-levy,SL/2018/0478-da,local-authority-eng:SLA,2020-12-10,2018-08-22,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-0478-con
SL/2018/0608-con,67699.22,,community-infrastructure-levy,SL/2018/0608-da,local-authority-eng:SLA,2020-12-10,2019-02-15,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-0608-con
SL/2018/0707-con,150570.12,,community-infrastructure-levy,SL/2018/0707-da,local-authority-eng:SLA,2020-12-10,2019-08-09,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-0707-con
SL/2018/0800-con,16881.33,,community-infrastructure-levy,SL/2018/0800-da,local-authority-eng:SLA,2020-12-10,2019-01-22,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-0800-con
SL/2018/0812-con,515716.41,,community-infrastructure-levy,SL/2018/0812-da,local-authority-eng:SLA,2020-12-10,2019-01-22,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-0812-con
SL/2018/0814-con1,144888.75,,community-infrastructure-levy,SL/2018/0814-da,local-authority-eng:SLA,2020-12-10,2019-05-03,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-0814-con1
SL/2018/0814-con2,,6,affordable-housing,SL/2018/0814-da2,local-authority-eng:SLA,2020-12-17,2019-04-25,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-0814-con2
SL/2018/0996-con,12422.2,,community-infrastructure-levy,SL/2018/0996-da,local-authority-eng:SLA,2020-12-10,2019-04-16,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-0996-con
SL/2018/1006-con,15842.56,,community-infrastructure-levy,SL/2018/1006-da,local-authority-eng:SLA,2020-12-10,2019-06-20,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2018-1006-con
SL/2019/0300-con,99.38,,community-infrastructure-levy,SL/2019/0300-da,local-authority-eng:SLA,2020-12-10,2019-08-21,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2019-0300-con
SL/2019/0579-con,8384.77,,community-infrastructure-levy,SL/2019/0579-da,local-authority-eng:SLA,2020-12-10,2020-01-13,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2019-0579-con
SL/2019/0914-con,9524.22,,community-infrastructure-levy,SL/2019/0914-da,local-authority-eng:SLA,2020-12-10,2020-01-17,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2019-0914-con
SL/2013/1120-con1,170000,,transport-and-travel,SL/2013/1120-da,local-authority-eng:SLA,2020-12-14,2015-01-22,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2013-1120-con1
SL/2013/1120-con2,102939.5,,transport-and-travel,SL/2013/1120-da,local-authority-eng:SLA,2020-12-14,2015-01-22,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2013-1120-con2
SL/2013/1120-con3,5925.35,,bonds,SL/2013/1120-da,local-authority-eng:SLA,2020-12-14,2015-01-22,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2013-1120-con3
SL/2013/1120-con4,104832,,bonds,SL/2013/1120-da,local-authority-eng:SLA,2020-12-14,2015-01-22,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2013-1120-con4
SL/2013/1120-con5,208000,,transport-and-travel,SL/2013/1120-da,local-authority-eng:SLA,2020-12-14,2015-01-22,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2013-1120-con5
SL/2014/1036-con,,22,affordable-housing,SL/2014/1036-da,local-authority-eng:SLA,2020-12-18,2015-03-27,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2014-1036-con
SL/2016/0504-con,,9,affordable-housing,SL/2016/0504-da,local-authority-eng:SLA,2020-12-18,2016-10-25,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-0504-con
SL/2016/0888-con,,17,affordable-housing,SL/2016/0888-da,local-authority-eng:SLA,2020-12-18,2017-02-23,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-0888-con
SL/2016/1015(1)-con2,,21,affordable-housing,SL/2016/1015(1)-da2,local-authority-eng:SLA,2020-12-18,2017-11-16,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-1015-1--con2
SL/2012/0817-con,,3,affordable-housing,SL/2012/0817-da,local-authority-eng:SLA,2020-12-18,2015-08-26,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2012-0817-con
SL/2014/0506-con,16600,,open-space-and-leisure,SL/2014/0506-da,local-authority-eng:SLA,2020-12-18,2014-08-13,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2014-0506-con
SL/2016/0398-con,,49,affordable-housing,SL/2016/0398-da,local-authority-eng:SLA,2020-12-18,2018-12-14,,/developer-agreement-contribution/local-authority-eng/SLA/SL-2016-0398-con
