developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
Con_1,,60,affordable-housing,07/18/1146/F-da,local-authority-eng:BRX,2020-12-16,2020-03-23,,/developer-agreement-contribution/local-authority-eng/BRX/Con-1
Con_2,7002,,community-facilities,07/18/1146/F-da,local-authority-eng:BRX,2020-12-16,2020-03-23,,/developer-agreement-contribution/local-authority-eng/BRX/Con-2
Con_3,86675,,transport,07/18/1146/F-da,local-authority-eng:BRX,2020-12-16,2020-03-23,,/developer-agreement-contribution/local-authority-eng/BRX/Con-3
Con_4,56323,,community-facilities,07/18/1146/F-da,local-authority-eng:BRX,2020-12-16,2020-03-23,,/developer-agreement-contribution/local-authority-eng/BRX/Con-4
Con_5,,23,affordable-housing,07/19/0179/F-da,local-authority-eng:BRX,2020-12-16,2020-01-27,,/developer-agreement-contribution/local-authority-eng/BRX/Con-5
Con_6,,144,affordable-housing,07/17/0864/O-da,local-authority-eng:BRX,2020-12-16,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-6
Con_7,54000,,bonds,07/17/0864/O-da,local-authority-eng:BRX,2020-12-16,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-7
Con_8,114182.32,,transport,07/17/0864/O-da,local-authority-eng:BRX,2020-12-16,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-8
Con_9,229165.2,,health,07/17/0864/O-da,local-authority-eng:BRX,2020-12-16,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-9
Con_10,658537.2,,highways,07/17/0864/O-da,local-authority-eng:BRX,2020-12-16,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-10
Con_11,3209173,,education,07/17/0864/O-da,local-authority-eng:BRX,2020-12-16,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-11
Con_12,26324.66,,other,07/17/0864/O-da,local-authority-eng:BRX,2020-12-16,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-12
Con_13,1080000,,education,07/17/0864/O-da,local-authority-eng:BRX,2020-12-16,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-13
Con_14,2851902,,education,07/17/0864/O-da,local-authority-eng:BRX,2020-12-16,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-14
Con_15,900000,,open-space-and-leisure,07/17/0864/O-da,local-authority-eng:BRX,2020-12-16,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-15
Con_16,714895.37,,open-space,07/17/0864/O-da,local-authority-eng:BRX,2020-12-16,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-16
Con_17,503535.6,,transport,07/17/0864/O-da,local-authority-eng:BRX,2020-12-16,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-17
Con_18,219512,,other,07/17/0864/O-da,local-authority-eng:BRX,2020-12-16,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-18
Con_19,64179.18,,open-space,07/17/0864/O-da,local-authority-eng:BRX,2020-12-16,2020-01-22,,/developer-agreement-contribution/local-authority-eng/BRX/Con-19
Con_20,15000,,other,07/19/0164/F-da,local-authority-eng:BRX,2020-12-16,2019-12-03,,/developer-agreement-contribution/local-authority-eng/BRX/Con-20
Con_21,120000,,community-facilities,07/18/1039/F-da,local-authority-eng:BRX,2020-12-16,2020-10-20,,/developer-agreement-contribution/local-authority-eng/BRX/Con-21
Con_22,,32,affordable-housing,07/18/1097/O-da,local-authority-eng:BRX,2020-12-16,2019-10-16,,/developer-agreement-contribution/local-authority-eng/BRX/Con-22
Con_23,1414000,,education,07/18/1097/O-da,local-authority-eng:BRX,2020-12-16,2019-10-16,,/developer-agreement-contribution/local-authority-eng/BRX/Con-23
Con_24,50000,,health,07/18/1097/O-da,local-authority-eng:BRX,2020-12-16,2019-10-16,,/developer-agreement-contribution/local-authority-eng/BRX/Con-24
