developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
19/00014/FUL-1-1,346,,other,19/00014/FUL-1,local-authority-eng:IOW,2020-12-13,2019-08-07,,/developer-agreement-contribution/local-authority-eng/IOW/19-00014-FUL-1-1
19/00065/FUL-1-1,,,affordable-housing,19/00065/FUL-1,local-authority-eng:IOW,2020-12-16,2019-11-27,,/developer-agreement-contribution/local-authority-eng/IOW/19-00065-FUL-1-1
19/00065/FUL-1-2,1000,,other,19/00065/FUL-1,local-authority-eng:IOW,2020-12-16,2019-11-27,,/developer-agreement-contribution/local-authority-eng/IOW/19-00065-FUL-1-2
19/00068/HOU-1-1,337,,other,19/00068/HOU-1,local-authority-eng:IOW,2020-12-14,2019-07-31,,/developer-agreement-contribution/local-authority-eng/IOW/19-00068-HOU-1-1
19/00080/FUL-1-1,3806,,other,19/00080/FUL-1,local-authority-eng:IOW,2020-12-22,2019-12-23,,/developer-agreement-contribution/local-authority-eng/IOW/19-00080-FUL-1-1
19/00080/FUL-1-2,10000,,transport-and-travel,19/00080/FUL-1,local-authority-eng:IOW,2020-12-22,2019-12-23,,/developer-agreement-contribution/local-authority-eng/IOW/19-00080-FUL-1-2
19/00120/FUL-1-1,653,,other,19/00120/FUL-1,local-authority-eng:IOW,2020-12-11,2019-06-05,,/developer-agreement-contribution/local-authority-eng/IOW/19-00120-FUL-1-1
19/00120/FUL-2-1,,,affordable-housing,19/00120/FUL-2,local-authority-eng:IOW,2020-12-11,2019-06-13,,/developer-agreement-contribution/local-authority-eng/IOW/19-00120-FUL-2-1
19/00146/FUL-1-1,768,,other,19/00146/FUL-1,local-authority-eng:IOW,2020-12-13,2019-06-25,,/developer-agreement-contribution/local-authority-eng/IOW/19-00146-FUL-1-1
19/00149/RVC-1-1,,,affordable-housing,19/00149/RVC-1,local-authority-eng:IOW,2020-12-15,2020-02-26,,/developer-agreement-contribution/local-authority-eng/IOW/19-00149-RVC-1-1
19/00149/RVC-1-2,846,,other,19/00149/RVC-1,local-authority-eng:IOW,2020-12-15,2020-02-26,,/developer-agreement-contribution/local-authority-eng/IOW/19-00149-RVC-1-2
19/00174/FUL-1-1,,,affordable-housing,19/00174/FUL-1,local-authority-eng:IOW,2020-12-13,2019-07-09,,/developer-agreement-contribution/local-authority-eng/IOW/19-00174-FUL-1-1
19/00174/FUL-1-2,653,,other,19/00174/FUL-1,local-authority-eng:IOW,2020-12-13,2019-07-09,,/developer-agreement-contribution/local-authority-eng/IOW/19-00174-FUL-1-2
19/00200/FUL-1-1,,,affordable-housing,19/00200/FUL-1,local-authority-eng:IOW,2020-12-14,2019-10-17,,/developer-agreement-contribution/local-authority-eng/IOW/19-00200-FUL-1-1
19/00200/FUL-1-2,1306,,other,19/00200/FUL-1,local-authority-eng:IOW,2020-12-14,2019-10-17,,/developer-agreement-contribution/local-authority-eng/IOW/19-00200-FUL-1-2
19/00212/RVC-1-1,172,,other,19/00212/RVC-1,local-authority-eng:IOW,2020-12-13,2019-06-02,,/developer-agreement-contribution/local-authority-eng/IOW/19-00212-RVC-1-1
19/00272/FUL-1-1,346,,other,19/00272/FUL-1,local-authority-eng:IOW,2020-12-15,2019-12-10,,/developer-agreement-contribution/local-authority-eng/IOW/19-00272-FUL-1-1
19/00291/FUL-1-1,,,affordable-housing,19/00291/FUL-1,local-authority-eng:IOW,2020-12-13,2019-08-20,,/developer-agreement-contribution/local-authority-eng/IOW/19-00291-FUL-1-1
19/00291/FUL-1-2,692,,other,19/00291/FUL-1,local-authority-eng:IOW,2020-12-13,2019-08-20,,/developer-agreement-contribution/local-authority-eng/IOW/19-00291-FUL-1-2
19/00304/FUL-1-1,1730,,other,19/00304/FUL-1,local-authority-eng:IOW,2020-12-14,2019-08-28,,/developer-agreement-contribution/local-authority-eng/IOW/19-00304-FUL-1-1
19/00362/RVC-1-1,,,affordable-housing,19/00362/RVC-1,local-authority-eng:IOW,2020-12-23,2019-08-18,,/developer-agreement-contribution/local-authority-eng/IOW/19-00362-RVC-1-1
19/00362/RVC-1-2,653,,other,19/00362/RVC-1,local-authority-eng:IOW,2020-12-23,2019-08-18,,/developer-agreement-contribution/local-authority-eng/IOW/19-00362-RVC-1-2
