developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
0146/18/FUL,12920,,Off Site Play Contribution,0146/18/FUL-IFSDA,local-authority-eng:SHA,2019-12-20,2019-12-20,,/developer-agreement-contribution/local-authority-eng/SHA/0146-18-FUL
0548/20/FUL,1371.71,,Other,0548/20/FUL-IFSDA,local-authority-eng:SHA,2020-02-12,2020-02-12,,/developer-agreement-contribution/local-authority-eng/SHA/0548-20-FUL
1468/19/FUL,16575,,OSSR,1468/19/FUL-IFSDA,local-authority-eng:SHA,2019-11-21,2019-11-21,,/developer-agreement-contribution/local-authority-eng/SHA/1468-19-FUL
1554/17/OPA,24765,,OSSR,1554/17/OPA-IFSDA,local-authority-eng:SHA,2020-03-11,2020-03-11,,/developer-agreement-contribution/local-authority-eng/SHA/1554-17-OPA
1554/17/OPA,,6,Affordable Housing - Units On Site,1554/17/OPA-IFSDA,local-authority-eng:SHA,2020-03-11,2020-03-11,,/developer-agreement-contribution/local-authority-eng/SHA/1554-17-OPA
1954/18/OPA,5000,,Tramway Interpretation,1954/18/OPA-IFSDA,local-authority-eng:SHA,2019-06-19,2019-06-19,,/developer-agreement-contribution/local-authority-eng/SHA/1954-18-OPA
1954/18/OPA,83362.5,,OSSR,1954/18/OPA-IFSDA,local-authority-eng:SHA,2019-06-19,2019-06-19,,/developer-agreement-contribution/local-authority-eng/SHA/1954-18-OPA
1954/18/OPA,,11,Affordable Housing - Units On Site,1954/18/OPA -IFSDA,local-authority-eng:SHA,2019-06-19,2019-06-19,,/developer-agreement-contribution/local-authority-eng/SHA/1954-18-OPA
2101/19/FUL,15112.5,,OSSR,2101/19/FUL-IFSDA,local-authority-eng:SHA,2020-02-26,2020-02-26,,/developer-agreement-contribution/local-authority-eng/SHA/2101-19-FUL
2574/16/OPA,,3,Affordable Housing - Units On Site,2574/16/OPA-IFSDA,local-authority-eng:SHA,2019-05-17,2019-05-17,,/developer-agreement-contribution/local-authority-eng/SHA/2574-16-OPA
2873/18/FUL,8775,,OSSR,2873/18/FUL-IFSDA,local-authority-eng:SHA,2019-04-01,2019-04-01,,/developer-agreement-contribution/local-authority-eng/SHA/2873-18-FUL
3138/17/OPA,19743.75,,OSSR,3138/17/OPA-IFSDA,local-authority-eng:SHA,2019-08-28,2019-08-28,,/developer-agreement-contribution/local-authority-eng/SHA/3138-17-OPA
3138/17/OPA,171794,,Affordable Housing - Financial Contribution,3138/17/OPA-IFSDA,local-authority-eng:SHA,2019-08-28,2019-08-28,,/developer-agreement-contribution/local-authority-eng/SHA/3138-17-OPA
3475/17/OPA,,63,Affordable Housing - Units On Site,3475/17/OPA-IFSDA,local-authority-eng:SHA,2019-05-02,2019-05-02,,/developer-agreement-contribution/local-authority-eng/SHA/3475-17-OPA
3475/17/OPA,,1,LEAP,3475/17/OPA-IFSDA,local-authority-eng:SHA,2019-05-02,2019-05-02,,/developer-agreement-contribution/local-authority-eng/SHA/3475-17-OPA
3475/17/OPA,222579,,Other - Cirl Bunting,3475/17/OPA-IFSDA,local-authority-eng:SHA,2019-05-02,2019-05-02,,/developer-agreement-contribution/local-authority-eng/SHA/3475-17-OPA
3475/17/OPA,137096.4,,Sports Facilities Commuted Sum,3475/17/OPA-IFSDA,local-authority-eng:SHA,2019-05-02,2019-05-02,,/developer-agreement-contribution/local-authority-eng/SHA/3475-17-OPA
3475/17/OPA,181893.6,,Sports Facilities Contribution,3475/17/OPA-IFSDA,local-authority-eng:SHA,2019-05-02,2019-05-02,,/developer-agreement-contribution/local-authority-eng/SHA/3475-17-OPA
3552/18/FUL,9750,,OSSR,3552/18/FUL-IFSDA,local-authority-eng:SHA,2020-03-16,2020-03-16,,/developer-agreement-contribution/local-authority-eng/SHA/3552-18-FUL
3743/18/FUL,8287.5,,OSSR,3743/18/FUL-IFSDA,local-authority-eng:SHA,2019-11-21,2019-11-21,,/developer-agreement-contribution/local-authority-eng/SHA/3743-18-FUL
4302/17/OPA,,3,Affordable Housing - Units On Site,4302/17/OPA-IFSDA,local-authority-eng:SHA,2019-12-17,2019-12-17,,/developer-agreement-contribution/local-authority-eng/SHA/4302-17-OPA
4302/17/OPA,205701,,Affordable Housing - Financial Contribution,4302/17/OPA-IFSDA,local-authority-eng:SHA,2019-12-17,2019-12-17,,/developer-agreement-contribution/local-authority-eng/SHA/4302-17-OPA
4302/17/OPA,19318.5,,OSSR,4302/17/OPA-IFSDA,local-authority-eng:SHA,2019-12-17,2019-12-17,,/developer-agreement-contribution/local-authority-eng/SHA/4302-17-OPA
