developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
AWDM/0680/15-BusShelter,12000,,transport-and-travel,AWDM/0680/15-s106,local-authority-eng:WOT,2020-10-27,2015-09-14,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0680-15-BusShelter
AWDM/1542/16-AffHousing,25000,,affordable-housing,AWDM/1542/16-s106,local-authority-eng:WOT,2020-10-27,2017-04-20,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1542-16-AffHousing
AWDM/1075/17-AffHousing,70000,,affordable-housing,AWDM/1075/17-s106,local-authority-eng:WOT,2020-10-27,2017-12-12,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1075-17-AffHousing
AWDM/1409/17-TotalCIL,27900,,community-infrastructure-levy,AWDM/1409/17-CIL,local-authority-eng:WOT,2020-10-27,2019-02-07,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1409-17-TotalCIL
AWDM/1763/18-CarClub,,1,transport-and-travel,AWDM/1763/18-s106,local-authority-eng:WOT,2020-01-28,2019-05-01,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1763-18-CarClub
AWDM/1763/18-TravelPlan,,1,transport-and-travel,AWDM/1763/18-s106,local-authority-eng:WOT,2020-01-28,2019-05-01,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1763-18-TravelPlan
AWDM/1480/18-AffHousing,300000,,affordable-housing,AWDM/1480/18-s106,local-authority-eng:WOT,2020-01-28,2019-05-23,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1480-18-AffHousing
AWDM/1480/18-AffHousing2,297000,,affordable-housing,AWDM/1480/18-s106,local-authority-eng:WOT,2020-01-28,2019-05-23,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1480-18-AffHousing2
AWDM/1480/18-AffHousingUnits,,5,affordable-housing,AWDM/1480/18-s106,local-authority-eng:WOT,2020-01-28,2019-05-23,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1480-18-AffHousingUnits
AWDM/1480/18-CarClub,,1,transport-and-travel,AWDM/1480/18-s106,local-authority-eng:WOT,2020-01-28,2019-05-23,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1480-18-CarClub
AWDM/1480/18-EVChargingPoints,,21,transport-and-travel,AWDM/1480/18-s106,local-authority-eng:WOT,2020-01-28,2019-05-23,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1480-18-EVChargingPoints
AWDM/1480/18-ManagementCo,,1,other,AWDM/1480/18-s106,local-authority-eng:WOT,2020-01-30,2019-05-23,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1480-18-ManagementCo
AWDM/1480/18-TravelPlan,,1,transport-and-travel,AWDM/1480/18-s106,local-authority-eng:WOT,2020-01-28,2019-05-23,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1480-18-TravelPlan
AWDM/0303/19-AffHousing,8085,,affordable-housing,AWDM/0303/19-s106,local-authority-eng:WOT,2020-01-28,2019-06-20,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0303-19-AffHousing
AWDM/1176/17-TotalCIL,11300,,community-infrastructure-levy,AWDM/1176/17-CIL,local-authority-eng:WOT,2020-01-28,2019-07-18,2019-09-04,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1176-17-TotalCIL
AWDM/0038/18-TotalCIL,25839.99,,community-infrastructure-levy,AWDM/0038/18-CIL,local-authority-eng:WOT,2020-01-28,2019-08-13,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0038-18-TotalCIL
AWDM/0418/16-TotalCIL,11456.99,,community-infrastructure-levy,AWDM/0418/16-CIL,local-authority-eng:WOT,2020-01-28,2019-08-13,2019-09-10,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0418-16-TotalCIL
AWDM/0556/18-TotalCIL,17081.63,,community-infrastructure-levy,AWDM/0556/18-CIL,local-authority-eng:WOT,2020-01-28,2019-08-28,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0556-18-TotalCIL
AWDM/1176/17-TotalCIL2,12346.38,,community-infrastructure-levy,AWDM/1176/17-CIL2,local-authority-eng:WOT,2020-01-28,2019-09-04,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1176-17-TotalCIL2
AWDM/0418/16-TotalCIL2,10950,,community-infrastructure-levy,AWDM/0418/16-CIL2,local-authority-eng:WOT,2020-01-28,2019-09-10,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0418-16-TotalCIL2
AWDM/0827/15-TotalCIL,14941.16,,community-infrastructure-levy,AWDM/0827/15-CIL,local-authority-eng:WOT,2020-01-28,2019-09-11,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0827-15-TotalCIL
AWDM/1107/15-TotalCIL,7736,,community-infrastructure-levy,AWDM/1107/15-CIL,local-authority-eng:WOT,2020-01-28,2019-09-16,2019-11-07,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1107-15-TotalCIL
AWDM/0456/16-TotalCIL,8757.53,,community-infrastructure-levy,AWDM/0456/16-CIL,local-authority-eng:WOT,2020-01-28,2019-09-20,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0456-16-TotalCIL
AWDM/1909/16-TotalCIL,7489.77,,community-infrastructure-levy,AWDM/1909/16-CIL,local-authority-eng:WOT,2020-01-28,2019-09-20,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1909-16-TotalCIL
AWDM/0870/17-TotalCIL,5500,,community-infrastructure-levy,AWDM/0870/17-CIL,local-authority-eng:WOT,2020-01-28,2019-09-20,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0870-17-TotalCIL
AWDM/1174/16-TotalCIL,10880,,community-infrastructure-levy,AWDM/1174/16-CIL,local-authority-eng:WOT,2020-01-28,2019-09-20,2019-10-09,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1174-16-TotalCIL
AWDM/1520/17-TotalCIL,9046.73,,community-infrastructure-levy,AWDM/1520/17-CIL,local-authority-eng:WOT,2020-01-28,2019-09-26,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1520-17-TotalCIL
AWDM/1834/17-TotalCIL,24500,,community-infrastructure-levy,AWDM/1834/17-CIL,local-authority-eng:WOT,2020-04-02,2019-09-26,2019-10-02,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1834-17-TotalCIL
AWDM/1042/18-TotalCIL,56307.5,,community-infrastructure-levy,AWDM/1042/18-CIL,local-authority-eng:WOT,2020-01-28,2019-09-26,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1042-18-TotalCIL
AWDM/0676/18-TotalCIL,13635,,community-infrastructure-levy,AWDM/0676/18-CIL,local-authority-eng:WOT,2020-01-28,2019-10-08,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0676-18-TotalCIL
AWDM/1174/16-TotalCIL2,10880,,community-infrastructure-levy,AWDM/1174/16-CIL2,local-authority-eng:WOT,2020-01-28,2019-10-09,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1174-16-TotalCIL2
AWDM/0307/16-TotalCIL,7146.23,,community-infrastructure-levy,AWDM/0307/16-CIL,local-authority-eng:WOT,2020-01-28,2019-10-07,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0307-16-TotalCIL
AWDM/0025/18-TotalCIL,25755,,community-infrastructure-levy,AWDM/0025/18-CIL,local-authority-eng:WOT,2020-01-28,2019-10-14,2020-03-30,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0025-18-TotalCIL
AWDM/1542/18-TotalCIL,5775.94,,community-infrastructure-levy,AWDM/1542/18-CIL,local-authority-eng:WOT,2020-04-02,2019-10-18,2019-11-20,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1542-18-TotalCIL
AWDM/0271/18-NetProceedsOfSale,,1,other,AWDM/0271/18-s106,local-authority-eng:WOT,2020-01-30,2019-10-21,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0271-18-NetProceedsOfSale
AWDM/1882/16-AffHousing,,72,affordable-housing,AWDM/1882/16-s106,local-authority-eng:WOT,2020-10-20,2019-12-18,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1882-16-AffHousing
AWDM/1882/16-AirQuality,30000,,other,AWDM/1882/16-s106,local-authority-eng:WOT,2020-10-20,2019-12-18,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1882-16-AirQuality
AWDM/1882/16-Inspection,4000,,open-space-and-leisure,AWDM/1882/16-s106,local-authority-eng:WOT,2020-10-20,2019-12-18,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1882-16-Inspection
AWDM/1882/16-PlayArea,,1,open-space-and-leisure,AWDM/1882/16-s106,local-authority-eng:WOT,2020-10-20,2019-12-18,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1882-16-PlayArea
AWDM/1882/16-OpenSpace,,1,open-space-and-leisure,AWDM/1882/16-s106,local-authority-eng:WOT,2020-10-20,2019-12-18,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1882-16-OpenSpace
AWDM/1504/19-TotalCIL,33685.34,,community-infrastructure-levy,AWDM/1504/19-CIL,local-authority-eng:WOT,2020-01-28,2019-12-20,2020-03-30,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1504-19-TotalCIL
AWDM/0945/18-TotalCIL,21010.53,,community-infrastructure-levy,AWDM/0945/18-CIL,local-authority-eng:WOT,2020-01-28,2020-01-17,2020-02-12,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0945-18-TotalCIL
AWDM/1351/19-TotalCIL,15649.54,,community-infrastructure-levy,AWDM/1351/19-CIL,local-authority-eng:WOT,2020-01-28,2020-01-17,2020-02-20,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1351-19-TotalCIL
AWDM/1529/18-TotalCIL,249811.51,,community-infrastructure-levy,AWDM/1529/18-CIL,local-authority-eng:WOT,2020-01-28,2020-01-21,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1529-18-TotalCIL
AWDM/1633/16-TotalCIL,754317.44,,community-infrastructure-levy,AWDM/1633/16-CIL,local-authority-eng:WOT,2020-01-28,2020-01-27,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-1633-16-TotalCIL
AWDM/0945/18-TotalCIL2,21010.53,,community-infrastructure-levy,AWDM/0945/18-CIL2,local-authority-eng:WOT,2020-02-13,2020-02-12,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0945-18-TotalCIL2
AWDM/0025/18-TotalCIL2,25755,,community-infrastructure-levy,AWDM/0025/18-CIL2,local-authority-eng:WOT,2020-07-10,2020-03-30,,/developer-agreement-contribution/local-authority-eng/WOT/AWDM-0025-18-TotalCIL2
