developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
0716/0012/C/travel4,20950,,transport-and-travel,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travel4
0716/0012/C/travel5,20950,,transport-and-travel,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travel5
0716/0012/C/travel6,20950,,transport-and-travel,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travel6
0716/0012/C/travel7,20950,,transport-and-travel,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travel7
0716/0012/C/travelbus,116667,,transport-and-travel,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travelbus
0716/0012/C/travelbus2,116667,,transport-and-travel,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travelbus2
0716/0012/C/travelbus3,116667,,transport-and-travel,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travelbus3
0716/0012/C/travelbus4,116667,,transport-and-travel,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travelbus4
0716/0012/C/travelbus5,116667,,transport-and-travel,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travelbus5
0716/0012/C/travelbus6,116667,,transport-and-travel,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travelbus6
0716/0012/C/travelbus7,48000,,transport-and-travel,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-travelbus7
0716/0012/C/gi,100000,,green-infrastructure,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-gi
0716/0012/C/gi2,100000,,green-infrastructure,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-gi2
0716/0012/C/gi3,1,,green-infrastructure,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-gi3
0716/0012/C/education1,398965.35,,education,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-education1
0716/0012/C/education2,398965.35,,education,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-education2
0716/0012/C/open,8597.91,,open-space-and-leisure,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-open
0716/0012/C/open2,1,,open-space-and-leisure,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-open2
0716/0012/C/open3,28613.84,,open-space-and-leisure,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-open3
0716/0012/C/open4,1,,open-space-and-leisure,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-open4
0716/0012/C/flood,1,,flood-and-water-management,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-flood
0716/0012/C/flood2,3783.08,,flood-and-water-management,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-flood2
0716/0012/C/housing,15,,affordable-housing,0716/0012/DA,local-authority-eng:ERE,2020-11-04,2015-12-10,,/developer-agreement-contribution/local-authority-eng/ERE/0716-0012-C-housing
