developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
S106-187-C2,136219,,open-space-and leisure,S106-187,local-authority-eng:HAL,2020-12-22,2013-05-08,,/developer-agreement-contribution/local-authority-eng/HAL/S106-187-C2
S106-187-C3,136219,,open-space-and leisure,S106-187,local-authority-eng:HAL,2020-12-22,2013-05-08,,/developer-agreement-contribution/local-authority-eng/HAL/S106-187-C3
S106-191-C1,411015.4,,open-space-and leisure,S106-191,local-authority-eng:HAL,2020-12-22,2013-08-12,,/developer-agreement-contribution/local-authority-eng/HAL/S106-191-C1
S106-191-C2,25000,,highways,S106-191,local-authority-eng:HAL,2020-12-22,2013-08-12,,/developer-agreement-contribution/local-authority-eng/HAL/S106-191-C2
S106-191-C3,143350,,flood-and-water-management,S106-191,local-authority-eng:HAL,2020-12-22,2013-08-12,,/developer-agreement-contribution/local-authority-eng/HAL/S106-191-C3
S106-194-C1,9176.47,,open-space-and leisure,S106-194,local-authority-eng:HAL,2020-12-22,2013-10-17,,/developer-agreement-contribution/local-authority-eng/HAL/S106-194-C1
S106-195-C1,7614.52,,open-space-and leisure,S106-195,local-authority-eng:HAL,2020-12-22,2013-10-15,,/developer-agreement-contribution/local-authority-eng/HAL/S106-195-C1
S106-195-C2,15000,,economic-development,S106-195,local-authority-eng:HAL,2020-12-22,2013-10-15,,/developer-agreement-contribution/local-authority-eng/HAL/S106-195-C2
S106-197-C1,24492.56,,open-space-and leisure,S106-197,local-authority-eng:HAL,2020-12-22,2013-10-14,,/developer-agreement-contribution/local-authority-eng/HAL/S106-197-C1
S106-198-C1,11225,,open-space-and leisure,S106-198,local-authority-eng:HAL,2020-12-22,2013-11-15,,/developer-agreement-contribution/local-authority-eng/HAL/S106-198-C1
S106-201-C1,85513.08,,open-space-and leisure,S106-201,local-authority-eng:HAL,2020-12-22,2013-12-10,,/developer-agreement-contribution/local-authority-eng/HAL/S106-201-C1
S106-201-C2,75000,,highways,S106-201,local-authority-eng:HAL,2020-12-22,2013-12-10,,/developer-agreement-contribution/local-authority-eng/HAL/S106-201-C2
S106-208-C1,35692.42,,open-space-and leisure,S106-208,local-authority-eng:HAL,2020-12-22,2014-09-07,,/developer-agreement-contribution/local-authority-eng/HAL/S106-208-C1
S106-209-C1,120473.28,,other,S106-209,local-authority-eng:HAL,2020-12-22,2015-01-07,,/developer-agreement-contribution/local-authority-eng/HAL/S106-209-C1
S106-209-C2,39200.53,,open-space-and leisure,S106-209,local-authority-eng:HAL,2020-12-22,2015-01-07,,/developer-agreement-contribution/local-authority-eng/HAL/S106-209-C2
S106-212-C1,19453.32,,open-space-and leisure,S106-212,local-authority-eng:HAL,2020-12-22,2015-04-16,,/developer-agreement-contribution/local-authority-eng/HAL/S106-212-C1
S106-214-C1,119587,,highways,S106-214,local-authority-eng:HAL,2020-12-22,2015-06-30,,/developer-agreement-contribution/local-authority-eng/HAL/S106-214-C1
S106-214-C2,25406.25,,open-space-and leisure,S106-214,local-authority-eng:HAL,2020-12-22,2015-06-30,,/developer-agreement-contribution/local-authority-eng/HAL/S106-214-C2
S106-220-C1,15401.76,,highways,S106-220,local-authority-eng:HAL,2020-12-22,2016-04-11,,/developer-agreement-contribution/local-authority-eng/HAL/S106-220-C1
S106-226-C1,154000,,highways,S106-226,local-authority-eng:HAL,2020-12-22,2017-03-22,,/developer-agreement-contribution/local-authority-eng/HAL/S106-226-C1
S106-237-C1,31379,,highways,S106-237,local-authority-eng:HAL,2020-12-22,2009-07-20,,/developer-agreement-contribution/local-authority-eng/HAL/S106-237-C1
S106-64-C1,755544.58,,highways,S106-64,local-authority-eng:HAL,2020-12-22,2000-09-04,,/developer-agreement-contribution/local-authority-eng/HAL/S106-64-C1
S106-81-C1,27000,,open-space-and leisure,S106-81,local-authority-eng:HAL,2020-12-22,2003-07-22,,/developer-agreement-contribution/local-authority-eng/HAL/S106-81-C1
S106-84-C1,108000,,open-space-and leisure,S106-84,local-authority-eng:HAL,2020-12-22,2003-12-17,,/developer-agreement-contribution/local-authority-eng/HAL/S106-84-C1
S106-913-C1,2000,,highways,S106-913,local-authority-eng:HAL,2020-12-22,2015-04-16,,/developer-agreement-contribution/local-authority-eng/HAL/S106-913-C1
S106-930-C1,2928.66,,open-space-and leisure,S106-930,local-authority-eng:HAL,2020-12-22,2014-01-08,,/developer-agreement-contribution/local-authority-eng/HAL/S106-930-C1
S106-931-C1,6413,,open-space-and leisure,S106-931,local-authority-eng:HAL,2020-12-22,2014-01-20,,/developer-agreement-contribution/local-authority-eng/HAL/S106-931-C1
S106-940-C1,37596.76,,open-space-and leisure,S106-940,local-authority-eng:HAL,2020-12-22,2017-03-02,,/developer-agreement-contribution/local-authority-eng/HAL/S106-940-C1
S106-942-C1,11714.64,,open-space-and leisure,S106-942,local-authority-eng:HAL,2020-12-22,2018-06-19,,/developer-agreement-contribution/local-authority-eng/HAL/S106-942-C1
S106-97-C1,120000,,open-space-and leisure,S106-97,local-authority-eng:HAL,2020-12-22,2005-04-19,,/developer-agreement-contribution/local-authority-eng/HAL/S106-97-C1
S106-97-C2,100000,,highways,S106-97,local-authority-eng:HAL,2020-12-22,2005-04-19,,/developer-agreement-contribution/local-authority-eng/HAL/S106-97-C2
S278-202-C1,13500,,highways,S278-202,local-authority-eng:HAL,2020-12-22,2014-02-05,,/developer-agreement-contribution/local-authority-eng/HAL/S278-202-C1
S278-203-C1,12769,,highways,S278-203,local-authority-eng:HAL,2020-12-22,2019-04-02,,/developer-agreement-contribution/local-authority-eng/HAL/S278-203-C1
S278-204-C1,8360.28,,highways,S278-204,local-authority-eng:HAL,2020-12-22,2020-03-09,,/developer-agreement-contribution/local-authority-eng/HAL/S278-204-C1
S278-205-C1,2780,,highways,S278-205,local-authority-eng:HAL,2020-12-22,2019-04-12,,/developer-agreement-contribution/local-authority-eng/HAL/S278-205-C1
S278-206-C1,29563,,highways,S278-206,local-authority-eng:HAL,2020-12-22,2014-07-08,,/developer-agreement-contribution/local-authority-eng/HAL/S278-206-C1
S278-207-C1,16178.21,,highways,S278-207,local-authority-eng:HAL,2020-12-22,2019-11-28,,/developer-agreement-contribution/local-authority-eng/HAL/S278-207-C1
S278-208-C1,12636.9,,highways,S278-208,local-authority-eng:HAL,2020-12-22,2020-03-10,,/developer-agreement-contribution/local-authority-eng/HAL/S278-208-C1
S278-209-C1,21414,,highways,S278-209,local-authority-eng:HAL,2020-12-22,2019-05-01,,/developer-agreement-contribution/local-authority-eng/HAL/S278-209-C1
S278-210-C1,7651.4,,highways,S278-210,local-authority-eng:HAL,2020-12-22,2019-10-17,,/developer-agreement-contribution/local-authority-eng/HAL/S278-210-C1
S278-211-C1,11766.68,,highways,S278-211,local-authority-eng:HAL,2020-12-22,2019-11-28,,/developer-agreement-contribution/local-authority-eng/HAL/S278-211-C1
S278-212-C1,300300.57,,highways,S278-212,local-authority-eng:HAL,2020-12-22,2019-01-28,,/developer-agreement-contribution/local-authority-eng/HAL/S278-212-C1
S278-213-C1,279842.38,,highways,S278-213,local-authority-eng:HAL,2020-12-22,2019-05-01,,/developer-agreement-contribution/local-authority-eng/HAL/S278-213-C1
S278-214-C1,69000,,highways,S278-214,local-authority-eng:HAL,2020-12-22,2019-02-06,,/developer-agreement-contribution/local-authority-eng/HAL/S278-214-C1
S278-215-C1,77912.74,,highways,S278-215,local-authority-eng:HAL,2020-12-22,2020-05-22,,/developer-agreement-contribution/local-authority-eng/HAL/S278-215-C1
S278-216-C1,1500,,highways,S278-216,local-authority-eng:HAL,2020-12-22,2016-08-08,,/developer-agreement-contribution/local-authority-eng/HAL/S278-216-C1
