developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
other,15139.55,,,,local-authority-eng:BRA,2020-01-12,2009-02-27,,/developer-agreement-contribution/local-authority-eng/BRA/other
open-space-and-leisure,1998,,,,local-authority-eng:BRA,2020-01-12,2011-03-29,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,10391.05,,,,local-authority-eng:BRA,2020-01-12,2014-07-17,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,26191.1,,,,local-authority-eng:BRA,2020-01-12,2014-10-10,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,11320.01,,,,local-authority-eng:BRA,2020-01-12,2014-10-29,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,15974.88,,,,local-authority-eng:BRA,2020-01-12,2014-10-29,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,19963.31,,,,local-authority-eng:BRA,2020-01-12,2016-11-18,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,412.95,,,,local-authority-eng:BRA,2020-01-12,2017-08-16,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,11939.38,,,,local-authority-eng:BRA,2020-01-12,2017-10-16,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
other,749,,,,local-authority-eng:BRA,2020-01-12,2018-02-19,,/developer-agreement-contribution/local-authority-eng/BRA/other
transport-and-travel,648,,,,local-authority-eng:BRA,2020-01-12,2018-08-10,,/developer-agreement-contribution/local-authority-eng/BRA/transport-and-travel
community-facilities,319931,,,,local-authority-eng:BRA,2020-01-12,2018-08-10,,/developer-agreement-contribution/local-authority-eng/BRA/community-facilities
open-space-and-leisure,1400,,,,local-authority-eng:BRA,2020-01-12,2018-10-26,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
community-facilities,7087,,,,local-authority-eng:BRA,2020-01-12,2018-11-15,,/developer-agreement-contribution/local-authority-eng/BRA/community-facilities
health,3698,,,,local-authority-eng:BRA,2020-01-12,2018-11-15,,/developer-agreement-contribution/local-authority-eng/BRA/health
open-space-and-leisure,231.71,,,,local-authority-eng:BRA,2020-01-12,2018-11-15,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,76967.03,,,,local-authority-eng:BRA,2020-01-12,2018-12-20,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,2765.82,,,,local-authority-eng:BRA,2020-01-12,2019-03-29,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,5045.81,,,,local-authority-eng:BRA,2020-01-12,2019-08-05,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
affordable-housing,21947.65,,,,local-authority-eng:BRA,2020-01-12,2019-08-05,,/developer-agreement-contribution/local-authority-eng/BRA/affordable-housing
open-space-and-leisure,66775.05,,,,local-authority-eng:BRA,2020-01-12,2019-07-23,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
health,49684.07,,,,local-authority-eng:BRA,2020-01-12,2019-08-22,,/developer-agreement-contribution/local-authority-eng/BRA/health
open-space-and-leisure,30600.9,,,,local-authority-eng:BRA,2020-01-12,2019-09-20,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,6699.2,,,,local-authority-eng:BRA,2020-01-12,2019-09-20,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,1445.98,,,,local-authority-eng:BRA,2020-01-12,2019-09-20,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,15951.22,,,,local-authority-eng:BRA,2020-01-12,2019-09-20,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
community-facilities,100781.4,,,,local-authority-eng:BRA,2020-01-12,2019-09-20,,/developer-agreement-contribution/local-authority-eng/BRA/community-facilities
health,82478,,,,local-authority-eng:BRA,2020-01-12,2019-09-20,,/developer-agreement-contribution/local-authority-eng/BRA/health
open-space-and-leisure,211111.46,,,,local-authority-eng:BRA,2020-01-12,2019-09-20,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,45049.82,,,,local-authority-eng:BRA,2020-01-12,2019-09-20,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
other,26661.4,,,,local-authority-eng:BRA,2020-01-12,2019-09-20,,/developer-agreement-contribution/local-authority-eng/BRA/other
open-space-and-leisure,44593.35,,,,local-authority-eng:BRA,2020-01-12,2019-11-19,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,2107.21,,,,local-authority-eng:BRA,2020-01-12,2019-11-19,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
health,29883.85,,,,local-authority-eng:BRA,2020-01-12,2019-11-19,,/developer-agreement-contribution/local-authority-eng/BRA/health
open-space-and-leisure,66298.71,,,,local-authority-eng:BRA,2020-01-12,2019-11-19,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,86768.69,,,,local-authority-eng:BRA,2020-01-12,2019-11-12,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,3621.7,,,,local-authority-eng:BRA,2020-01-12,2019-11-12,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
health,57068.54,,,,local-authority-eng:BRA,2020-01-12,2019-11-12,,/developer-agreement-contribution/local-authority-eng/BRA/health
open-space-and-leisure,16877.77,,,,local-authority-eng:BRA,2020-01-12,2019-11-12,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,129189.62,,,,local-authority-eng:BRA,2020-01-12,2019-11-12,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
other,15598.71,,,,local-authority-eng:BRA,2020-01-12,2019-11-12,,/developer-agreement-contribution/local-authority-eng/BRA/other
community-facilities,150000,,,,local-authority-eng:BRA,2020-01-12,2019-12-23,,/developer-agreement-contribution/local-authority-eng/BRA/community-facilities
health,24179.93,,,,local-authority-eng:BRA,2020-01-12,2020-01-17,,/developer-agreement-contribution/local-authority-eng/BRA/health
health,21918.78,,,,local-authority-eng:BRA,2020-01-12,2020-07-02,,/developer-agreement-contribution/local-authority-eng/BRA/health
other,8700,,,,local-authority-eng:BRA,2020-01-12,2020-07-02,,/developer-agreement-contribution/local-authority-eng/BRA/other
other,5994.16,,,,local-authority-eng:BRA,2020-01-12,2020-02-13,,/developer-agreement-contribution/local-authority-eng/BRA/other
open-space-and-leisure,58785.17,,,,local-authority-eng:BRA,2020-01-12,2020-02-17,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,2777.5,,,,local-authority-eng:BRA,2020-01-12,2020-02-17,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
health,10282.69,,,,local-authority-eng:BRA,2020-01-12,2020-02-17,,/developer-agreement-contribution/local-authority-eng/BRA/health
open-space-and-leisure,87524.56,,,,local-authority-eng:BRA,2020-01-12,2020-02-17,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
community-facilities,40182,,,,local-authority-eng:BRA,2020-01-12,2020-02-20,,/developer-agreement-contribution/local-authority-eng/BRA/community-facilities
open-space-and-leisure,2336.67,,,,local-authority-eng:BRA,2020-01-12,2010-06-21,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,1134.97,,,,local-authority-eng:BRA,2020-01-12,2011-12-05,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,60.62,,,,local-authority-eng:BRA,2020-01-12,2012-03-09,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,493.11,,,,local-authority-eng:BRA,2020-01-12,2012-09-10,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,872.44,,,,local-authority-eng:BRA,2020-01-12,2013-02-25,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,96.5,,,,local-authority-eng:BRA,2020-01-12,2013-03-05,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,2498.24,,,,local-authority-eng:BRA,2020-01-12,2013-08-13,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,1762.34,,,,local-authority-eng:BRA,2020-01-12,2013-11-20,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,774.33,,,,local-authority-eng:BRA,2020-01-12,2014-06-02,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,895.97,,,,local-authority-eng:BRA,2020-01-12,2014-02-20,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,757.55,,,,local-authority-eng:BRA,2020-01-12,2014-03-06,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,15023.2,,,,local-authority-eng:BRA,2020-01-12,2014-09-24,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,44.2,,,,local-authority-eng:BRA,2020-01-12,2014-10-16,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,668.45,,,,local-authority-eng:BRA,2020-01-12,2015-02-11,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,5406.5,,,,local-authority-eng:BRA,2020-01-12,2015-09-11,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
open-space-and-leisure,13398.58,,,,local-authority-eng:BRA,2020-01-12,2017-05-22,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
community-facilities,22474,,,,local-authority-eng:BRA,2020-01-12,2019-10-06,,/developer-agreement-contribution/local-authority-eng/BRA/community-facilities
open-space-and-leisure,16146.2,,,,local-authority-eng:BRA,2020-01-12,2019-11-29,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
transport-and-travel,30360.83,,,,local-authority-eng:BRA,2020-01-12,2019-11-12,,/developer-agreement-contribution/local-authority-eng/BRA/transport-and-travel
open-space-and-leisure,887.07,,,,local-authority-eng:BRA,2020-01-12,2020-01-31,,/developer-agreement-contribution/local-authority-eng/BRA/open-space-and-leisure
,,,,,local-authority-eng:BRA,2021-03-25,,,
,,,,,local-authority-eng:BRA,2021-03-25,,,
,,,,,local-authority-eng:BRA,2021-03-25,,,
,,,,,local-authority-eng:BRA,2021-03-25,,,
,,,,,local-authority-eng:BRA,2021-03-25,,,
,,,,,local-authority-eng:BRA,2021-03-25,,,
,,,,,local-authority-eng:BRA,2021-03-25,,,
,,,,,local-authority-eng:BRA,2021-03-25,,,
,,,,,local-authority-eng:BRA,2021-03-25,,,
,,,,,local-authority-eng:BRA,2021-03-25,,,
,,,,,local-authority-eng:BRA,2021-03-25,,,
