developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
3_18_1523_FUL-c2,22493,,community-facilities,3_18_1523_FUL-da,local-authority-eng:EHE,2021-03-25,2020-01-16,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1523-FUL-c2
3_18_1523_FUL-c4,141560,,health,3_18_1523_FUL-da,local-authority-eng:EHE,2021-03-25,2020-01-16,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1523-FUL-c4
3_18_1523_FUL-c6,1200,,monitoring-fees,3_18_1523_FUL-da,local-authority-eng:EHE,2021-03-25,2020-01-16,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1523-FUL-c6
3_19_0308_FUL-c1,,19,affordable-housing,3_19_0308_FUL-da,local-authority-eng:EHE,2021-03-25,2020-01-23,,/developer-agreement-contribution/local-authority-eng/EHE/3-19-0308-FUL-c1
3_19_0308_FUL-c2,4802.98,,open-space-and-leisure,3_19_0308_FUL-da,local-authority-eng:EHE,2021-03-25,2020-01-23,,/developer-agreement-contribution/local-authority-eng/EHE/3-19-0308-FUL-c2
3_19_0308_FUL-c5,11741.83,,green-infrastructure,3_19_0308_FUL-da,local-authority-eng:EHE,2021-03-25,2020-01-23,,/developer-agreement-contribution/local-authority-eng/EHE/3-19-0308-FUL-c5
3_19_0308_FUL-c6,32519.23,,open-space-and-leisure,3_19_0308_FUL-da,local-authority-eng:EHE,2021-03-25,2020-01-23,,/developer-agreement-contribution/local-authority-eng/EHE/3-19-0308-FUL-c6
3_18_1760_FUL-c1,,56,affordable-housing,3_18_1760_FUL-da,local-authority-eng:EHE,2021-03-25,2020-03-27,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1760-FUL-c1
3_18_1760_FUL-c8,2100,,monitoring-fees,3_18_1760_FUL-da,local-authority-eng:EHE,2021-03-25,2020-03-27,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1760-FUL-c8
3_18_1760_FUL-c8,25128,,open-space-and-leisure,3_18_1760_FUL-da,local-authority-eng:EHE,2021-03-25,2020-03-27,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1760-FUL-c8
3_18_1760_FUL-c9,122760,,open-space-and-leisure,3_18_1760_FUL-da,local-authority-eng:EHE,2021-03-25,2020-03-27,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1760-FUL-c9
3_18_1760_FUL-c10,25192,,community-facilities,3_18_1760_FUL-da,local-authority-eng:EHE,2021-03-25,2020-03-27,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1760-FUL-c10
3_18_1760_FUL-c11,13408,,green-infrastructure,3_18_1760_FUL-da,local-authority-eng:EHE,2021-03-25,2020-03-27,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1760-FUL-c11
3_18_1760_FUL-c12,99092,,health,3_18_1760_FUL-da,local-authority-eng:EHE,2021-03-25,2020-03-27,,/developer-agreement-contribution/local-authority-eng/EHE/3-18-1760-FUL-c12
2020 to 2021,,,,,local-authority-eng:EHE,2021-03-25,,,/developer-agreement-contribution/local-authority-eng/EHE/2020-to-2021
