developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
19/00585/FULM-AH,176459.8,,affordable-housing,19/00585/FULM-S106,local-authority-eng:NEA,2020-12-01,2019-06-20,,/developer-agreement-contribution/local-authority-eng/NEA/19-00585-FULM-AH
19/00585/FULM-CF,62121.86,,community-facilities,19/00585/FULM-S106,local-authority-eng:NEA,2020-12-01,2019-06-20,,/developer-agreement-contribution/local-authority-eng/NEA/19-00585-FULM-CF
19/00585/FULM-ED,272979.42,,education,19/00585/FULM-S106,local-authority-eng:NEA,2020-12-01,2019-06-20,,/developer-agreement-contribution/local-authority-eng/NEA/19-00585-FULM-ED
19/00585/FULM-LI,5139.27,,other,19/00585/FULM-S106,local-authority-eng:NEA,2020-12-01,2019-06-20,,/developer-agreement-contribution/local-authority-eng/NEA/19-00585-FULM-LI
19/00585/FULM-OS,53247.79,,open-space-and-leisure,19/00585/FULM-S106,local-authority-eng:NEA,2020-12-01,2019-06-20,,/developer-agreement-contribution/local-authority-eng/NEA/19-00585-FULM-OS
14/00161/FULM-OS,4095,,open-space-and-leisure,14/00161/FULM-S106,local-authority-eng:NEA,2020-12-01,2019-11-29,,/developer-agreement-contribution/local-authority-eng/NEA/14-00161-FULM-OS
18/01898/OUTM-CF,13840.7,,community-facilities,18/01898/OUTM-S106,local-authority-eng:NEA,2020-12-01,2020-01-30,,/developer-agreement-contribution/local-authority-eng/NEA/18-01898-OUTM-CF
18/01898/OUTM-OS,19585.6,,open-space-and-leisure,18/01898/OUTM-S106,local-authority-eng:NEA,2020-12-01,2020-01-30,,/developer-agreement-contribution/local-authority-eng/NEA/18-01898-OUTM-OS
18/01898/OUTM-GI,205.32,,green-infrastructure,18/01898/OUTM-S106,local-authority-eng:NEA,2020-12-01,2020-01-30,,/developer-agreement-contribution/local-authority-eng/NEA/18-01898-OUTM-GI
14/00161/FULM-OS,,5,open-space-and-leisure,14/00161/FULM-S106,local-authority-eng:NEA,2021-03-25,2018-01-24,,/developer-agreement-contribution/local-authority-eng/NEA/14-00161-FULM-OS
14/00161/FULM-OS,,1,open-space-and-leisure,14/00161/FULM-S106,local-authority-eng:NEA,2021-03-25,2019-11-29,,/developer-agreement-contribution/local-authority-eng/NEA/14-00161-FULM-OS
