developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
APP/V5570/C/18/3199860-AHCSS,420000,0,affordable-housing,APP/V5570/C/18/3199860-da,local-authority-eng:ISL,2020-08-05,2019-07-04,,/developer-agreement-contribution/local-authority-eng/ISL/APP-V5570-C-18-3199860-AHCSS
APP/V5570/C/18/3199860-COCSS,7000,0,green-infrastructure,APP/V5570/C/18/3199860-da,local-authority-eng:ISL,2020-08-05,2019-07-04,,/developer-agreement-contribution/local-authority-eng/ISL/APP-V5570-C-18-3199860-COCSS
APP/V5570/C/18/3199860-CFH,0,0,other,APP/V5570/C/18/3199860-da,local-authority-eng:ISL,2020-08-05,2019-07-04,,/developer-agreement-contribution/local-authority-eng/ISL/APP-V5570-C-18-3199860-CFH
P092492-HW,0,0,highways,P092492-da,local-authority-eng:ISL,2020-08-05,2019-12-11,,/developer-agreement-contribution/local-authority-eng/ISL/P092492-HW
P2015/3989/FUL-HW,0,0,highways,P2015/3989/FUL-da,local-authority-eng:ISL,2020-08-05,2019-12-23,,/developer-agreement-contribution/local-authority-eng/ISL/P2015-3989-FUL-HW
P2015/3989/FUL-HWComm,0,0,highways,P2015/3989/FUL-da,local-authority-eng:ISL,2020-08-05,2019-12-23,,/developer-agreement-contribution/local-authority-eng/ISL/P2015-3989-FUL-HWComm
P2015/3989/FUL-HWCost,41714.36,0,highways,P2015/3989/FUL-da,local-authority-eng:ISL,2020-08-05,2019-12-23,,/developer-agreement-contribution/local-authority-eng/ISL/P2015-3989-FUL-HWCost
P2015/5260/FUL-HWComm,0,0,highways,P2015/5260/FUL-da,local-authority-eng:ISL,2020-08-05,2019-10-02,,/developer-agreement-contribution/local-authority-eng/ISL/P2015-5260-FUL-HWComm
P2015/5260/FUL-HWCont,51741.77,0,highways,P2015/5260/FUL-da,local-authority-eng:ISL,2020-08-05,2019-10-02,,/developer-agreement-contribution/local-authority-eng/ISL/P2015-5260-FUL-HWCont
P2015/5260/FUL-HW,0,0,highways,P2015/5260/FUL-da,local-authority-eng:ISL,2020-08-05,2019-10-02,,/developer-agreement-contribution/local-authority-eng/ISL/P2015-5260-FUL-HW
P2016/1999/FUL-HWComm,0,0,highways,P2016/1999/FUL-da,local-authority-eng:ISL,2020-08-05,2020-03-17,,/developer-agreement-contribution/local-authority-eng/ISL/P2016-1999-FUL-HWComm
P2016/1999/FUL-HWCost,20913.75,0,highways,P2016/1999/FUL-da,local-authority-eng:ISL,2020-08-05,2020-03-17,,/developer-agreement-contribution/local-authority-eng/ISL/P2016-1999-FUL-HWCost
P2016/1999/FUL-HW,0,0,highways,P2016/1999/FUL-da,local-authority-eng:ISL,2020-08-05,2020-03-17,,/developer-agreement-contribution/local-authority-eng/ISL/P2016-1999-FUL-HW
P2016/2994/S73-HWTL,0,0,highways,P2016/2994/S73-da,local-authority-eng:ISL,2020-08-05,2019-09-30,,/developer-agreement-contribution/local-authority-eng/ISL/P2016-2994-S73-HWTL
P2017/2243/FUL-CN,0,0,other,P2017/2243/FUL-da,local-authority-eng:ISL,2020-08-05,2019-11-13,,/developer-agreement-contribution/local-authority-eng/ISL/P2017-2243-FUL-CN
P2017/2243/FUL-AHCSS,60000,0,affordable-housing,P2017/2243/FUL-da,local-authority-eng:ISL,2020-08-05,2019-11-13,,/developer-agreement-contribution/local-authority-eng/ISL/P2017-2243-FUL-AHCSS
P2017/2243/FUL-COCSS,1000,0,green-infrastructure,P2017/2243/FUL-da,local-authority-eng:ISL,2020-08-05,2019-11-13,,/developer-agreement-contribution/local-authority-eng/ISL/P2017-2243-FUL-COCSS
P2017/2243/FUL-CFH,0,0,other,P2017/2243/FUL-da,local-authority-eng:ISL,2020-08-05,2019-11-13,,/developer-agreement-contribution/local-authority-eng/ISL/P2017-2243-FUL-CFH
P2017/3103/FUL-HWComm,0,0,highways,P2017/3103/FUL-da,local-authority-eng:ISL,2020-08-05,2019-06-12,,/developer-agreement-contribution/local-authority-eng/ISL/P2017-3103-FUL-HWComm
P2017/3103/FUL-HWCost,371678.89,0,highways,P2017/3103/FUL-da,local-authority-eng:ISL,2020-08-05,2019-06-12,,/developer-agreement-contribution/local-authority-eng/ISL/P2017-3103-FUL-HWCost
P2017/3103/FUL-HWCS,47743.58,0,highways,P2017/3103/FUL-da,local-authority-eng:ISL,2020-08-05,2019-06-12,,/developer-agreement-contribution/local-authority-eng/ISL/P2017-3103-FUL-HWCS
P2017/3103/FUL-HW,0,0,highways,P2017/3103/FUL-da,local-authority-eng:ISL,2020-08-05,2019-06-12,,/developer-agreement-contribution/local-authority-eng/ISL/P2017-3103-FUL-HW
P2017/3242/FUL-IN,0,0,other,P2017/3242/FUL-da,local-authority-eng:ISL,2020-08-05,2020-02-19,,/developer-agreement-contribution/local-authority-eng/ISL/P2017-3242-FUL-IN
P2017/3242/FUL-CmN,0,0,other,P2017/3242/FUL-da,local-authority-eng:ISL,2020-08-05,2020-02-19,,/developer-agreement-contribution/local-authority-eng/ISL/P2017-3242-FUL-CmN
P2017/3242/FUL-ON,0,0,other,P2017/3242/FUL-da,local-authority-eng:ISL,2020-08-05,2020-02-19,,/developer-agreement-contribution/local-authority-eng/ISL/P2017-3242-FUL-ON
