developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
384-18/72489/FUL-da-pr,10000,,green-infrastructure,384-18/72489/FUL-da,local-authority-eng:SLF,2020-10-09,2019-04-08,,/developer-agreement-contribution/local-authority-eng/SLF/384-18-72489-FUL-da-pr
385-18/72094/FUL-da-pr,16435,,green-infrastructure,385-18/72094/FUL-da,local-authority-eng:SLF,2020-10-09,2019-06-05,,/developer-agreement-contribution/local-authority-eng/SLF/385-18-72094-FUL-da-pr
385-18/72094/FUL-da-os,51900,,open-space-and-leisure,385-18/72094/FUL-da,local-authority-eng:SLF,2020-10-09,2019-06-05,,/developer-agreement-contribution/local-authority-eng/SLF/385-18-72094-FUL-da-os
385-18/72094/FUL-da-ed,18165,,education,385-18/72094/FUL-da,local-authority-eng:SLF,2020-10-09,2019-06-05,,/developer-agreement-contribution/local-authority-eng/SLF/385-18-72094-FUL-da-ed
385-18/72094/FUL-da-tt,3500,,transport-and-travel,385-18/72094/FUL-da,local-authority-eng:SLF,2020-10-09,2019-06-05,,/developer-agreement-contribution/local-authority-eng/SLF/385-18-72094-FUL-da-tt
386-18/72343/FUL-da-pr,36000,,green-infrastructure,386-18/72343/FUL-da,local-authority-eng:SLF,2020-10-09,2019-06-12,,/developer-agreement-contribution/local-authority-eng/SLF/386-18-72343-FUL-da-pr
386-18/72343/FUL-da-pr2,36400,,green-infrastructure,386-18/72343/FUL-da,local-authority-eng:SLF,2020-10-09,2019-06-12,,/developer-agreement-contribution/local-authority-eng/SLF/386-18-72343-FUL-da-pr2
387-18/72242/FUL-da-tt,6700,,transport-and-travel,387-18/72242/FUL-da,local-authority-eng:SLF,2020-10-09,2019-07-08,,/developer-agreement-contribution/local-authority-eng/SLF/387-18-72242-FUL-da-tt
387-18/72242/FUL-da-pr,468000,,green-infrastructure,387-18/72242/FUL-da,local-authority-eng:SLF,2020-10-09,2019-07-08,,/developer-agreement-contribution/local-authority-eng/SLF/387-18-72242-FUL-da-pr
388-16/68464/FUL-da-pr,123000,,green-infrastructure,388-16/68464/FUL-da,local-authority-eng:SLF,2020-10-09,2019-07-11,,/developer-agreement-contribution/local-authority-eng/SLF/388-16-68464-FUL-da-pr
388-16/68464/FUL-da-os,227969,,open-space-and-leisure,388-16/68464/FUL-da,local-authority-eng:SLF,2020-10-09,2019-07-11,,/developer-agreement-contribution/local-authority-eng/SLF/388-16-68464-FUL-da-os
389-18/71877/FUL-da-os,53195,,open-space-and-leisure,389-18/71877/FUL-da,local-authority-eng:SLF,2020-10-09,2019-07-30,,/developer-agreement-contribution/local-authority-eng/SLF/389-18-71877-FUL-da-os
390-18/71970/FUL-da-os,95000,,open-space-and-leisure,390-18/71970/FUL-da,local-authority-eng:SLF,2020-10-09,2019-06-07,,/developer-agreement-contribution/local-authority-eng/SLF/390-18-71970-FUL-da-os
391-18/72311/FUL-da-pr,50000,,green-infrastructure,391-18/72311/FUL-da,local-authority-eng:SLF,2020-10-09,2019-09-26,,/developer-agreement-contribution/local-authority-eng/SLF/391-18-72311-FUL-da-pr
391-18/72311/FUL-da-tt,12000,,transport-and-travel,391-18/72311/FUL-da,local-authority-eng:SLF,2020-10-09,2019-09-26,,/developer-agreement-contribution/local-authority-eng/SLF/391-18-72311-FUL-da-tt
392-18/72756/OUT-da-pr,,1,green-infrastructure,392-18/72756/OUT-da,local-authority-eng:SLF,2020-10-09,2019-10-18,,/developer-agreement-contribution/local-authority-eng/SLF/392-18-72756-OUT-da-pr
392-18/72756/OUT-da-ed,,,education,392-18/72756/OUT-da,local-authority-eng:SLF,2020-10-09,2019-10-18,,/developer-agreement-contribution/local-authority-eng/SLF/392-18-72756-OUT-da-ed
392-18/72756/OUT-da-ah,,,affordable-housing,392-18/72756/OUT-da,local-authority-eng:SLF,2020-10-09,2019-10-18,,/developer-agreement-contribution/local-authority-eng/SLF/392-18-72756-OUT-da-ah
392-18/72756/OUT-da-tt,79375,,transport-and-travel,392-18/72756/OUT-da,local-authority-eng:SLF,2020-10-09,2019-10-18,,/developer-agreement-contribution/local-authority-eng/SLF/392-18-72756-OUT-da-tt
392-18/72756/OUT-da-pr,3903800,,green-infrastructure,392-18/72756/OUT-da,local-authority-eng:SLF,2020-10-09,2019-10-18,,/developer-agreement-contribution/local-authority-eng/SLF/392-18-72756-OUT-da-pr
393-19/72944/FUL-da-os,114300,,open-space-and-leisure,393-19/72944/FUL-da,local-authority-eng:SLF,2020-10-09,2019-10-28,,/developer-agreement-contribution/local-authority-eng/SLF/393-19-72944-FUL-da-os
393-19/72944/FUL-da-pr,60000,,green-infrastructure,393-19/72944/FUL-da,local-authority-eng:SLF,2020-10-09,2019-10-28,,/developer-agreement-contribution/local-authority-eng/SLF/393-19-72944-FUL-da-pr
316A-15/66823/OUT-da-dv,0,,other,316A-15/66823/OUT-da,local-authority-eng:SLF,2020-10-09,2019-11-29,,/developer-agreement-contribution/local-authority-eng/SLF/316A-15-66823-OUT-da-dv
394-17/70278/FUL-da-os,44850,,open-space-and-leisure,394-17/70278/FUL-da,local-authority-eng:SLF,2020-10-09,2019-11-29,,/developer-agreement-contribution/local-authority-eng/SLF/394-17-70278-FUL-da-os
