developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
dac-2017-1363-04,,,open-space-and-leisure,da-2017-1363,local-authority-eng:AMB,2020-11-01,2020-01-13,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2017-1363-04
dac-2017-1363-05,100,,monitoring-fees,da-2017-1363,local-authority-eng:AMB,2020-11-01,2020-01-13,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2017-1363-05
dac-2017-1363-06,,,flood-and-water-management,da-2017-1363,local-authority-eng:AMB,2020-11-01,2020-01-13,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2017-1363-06
dac-2018-0178-01,39068,,open-space-and-leisure,da-2018-0178,local-authority-eng:AMB,2020-11-01,2020-02-07,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-0178-01
dac-2018-0178-02,115752.45,,education,da-2018-0178,local-authority-eng:AMB,2020-11-01,2020-02-07,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-0178-02
dac-2018-0178-03,34647,6,affordable-housing,da-2018-0178,local-authority-eng:AMB,2020-11-01,2020-02-07,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-0178-03
dac-2018-0178-04,100,,monitoring-fees,da-2018-0178,local-authority-eng:AMB,2020-11-01,2020-02-07,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-0178-04
dac-2018-0338-01,76488,,open-space-and-leisure,da-2018-0338,local-authority-eng:AMB,2020-11-01,2019-04-10,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-0338-01
dac-2018-0338-02,1295011.2,,education,da-2018-0338,local-authority-eng:AMB,2020-11-01,2019-04-10,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-0338-02
dac-2018-0338-03,13000,,transport-and-travel,da-2018-0338,local-authority-eng:AMB,2020-11-01,2019-04-10,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-0338-03
dac-2018-0338-04,,,affordable-housing,da-2018-0338,local-authority-eng:AMB,2020-11-01,2019-04-10,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-0338-04
dac-2018-0338-05,,,flood-and-water-management,da-2018-0338,local-authority-eng:AMB,2020-11-01,2019-04-10,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-0338-05
dac-2018-0338-06,5000,,monitoring-fees,da-2018-0338,local-authority-eng:AMB,2020-11-01,2019-04-10,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-0338-06
dac-2018-0338-07,100,,monitoring-fees,da-2018-0338,local-authority-eng:AMB,2020-11-01,2019-04-10,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-0338-07
dac-2018-0661-01,35516,,open-space-and-leisure,da-2018-0661,local-authority-eng:AMB,2020-11-01,2019-03-29,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-0661-01
dac-2018-0661-02,99628.51,,education,da-2018-0661,local-authority-eng:AMB,2020-11-01,2019-03-29,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-0661-02
dac-2018-0661-03,,7,affordable-housing,da-2018-0661,local-authority-eng:AMB,2020-11-01,2019-03-29,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-0661-03
dac-2018-0978-01,18236.4,,open-space-and-leisure,da-2018-0978,local-authority-eng:AMB,2020-11-01,2020-02-07,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-0978-01
dac-2018-0978-02,80938.3,,education,da-2018-0978,local-authority-eng:AMB,2020-11-01,2020-02-07,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-0978-02
dac-2018-0978-03,,,affordable-housing,da-2018-0978,local-authority-eng:AMB,2020-11-01,2020-02-07,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-0978-03
dac-2018-0978-04,,,flood-and-water-management,da-2018-0978,local-authority-eng:AMB,2020-11-01,2020-02-07,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-0978-04
dac-2018-0978-05,500,,monitoring-fees,da-2018-0978,local-authority-eng:AMB,2020-11-01,2020-02-07,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-0978-05
dac-2018-1006-01,39521.46,,open-space-and-leisure,da-2018-1006,local-authority-eng:AMB,2020-11-01,2020-01-31,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-1006-01
dac-2018-1006-02,288178.77,,education,da-2018-1006,local-authority-eng:AMB,2020-11-01,2020-01-31,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-1006-02
dac-2018-1006-03,,10,affordable-housing,da-2018-1006,local-authority-eng:AMB,2020-11-01,2020-01-31,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-1006-03
dac-2018-1006-04,300,,monitoring-fees,da-2018-1006,local-authority-eng:AMB,2020-11-01,2020-01-31,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2018-1006-04
dac-2019-0120-01,33740.2,,open-space-and-leisure,da-2019-0120,local-authority-eng:AMB,2020-11-01,2020-01-23,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2019-0120-01
dac-2019-0120-02,19242,5,affordable-housing,da-2019-0120,local-authority-eng:AMB,2020-11-01,2020-01-23,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2019-0120-02
dac-2019-0120-03,300,,monitoring-fees,da-2019-0120,local-authority-eng:AMB,2020-11-01,2020-01-23,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2019-0120-03
dac-2019-0424-01,26637,,open-space-and-leisure,da-2019-0424,local-authority-eng:AMB,2020-11-01,2020-03-24,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2019-0424-01
dac-2019-0424-02,78139.81,,education,da-2019-0424,local-authority-eng:AMB,2020-11-01,2020-03-24,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2019-0424-02
dac-2019-0424-03,5782.08,,health,da-2019-0424,local-authority-eng:AMB,2020-11-01,2020-03-24,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2019-0424-03
dac-2019-0424-04,,5,affordable-housing,da-2019-0424,local-authority-eng:AMB,2020-11-01,2020-03-24,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2019-0424-04
dac-2019-0424-05,500,,Monitoring,da-2019-0424,local-authority-eng:AMB,2020-11-01,2020-03-24,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2019-0424-05
dac-2019-0744-01,17758,,open-space-and-leisure,da-2019-0744,local-authority-eng:AMB,2020-11-01,2019-12-19,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2019-0744-01
dac-2019-0744-02,100,,Monitoring,da-2019-0744,local-authority-eng:AMB,2020-11-01,2019-12-19,,/developer-agreement-contribution/local-authority-eng/AMB/dac-2019-0744-02
