developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
18/01796/FUL_CIL_59,30077.38,,community-infrastructure-levy,18/01796/FUL_CIL,local-authority-eng:CHT,2020-04-06,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHT/18-01796-FUL-CIL-59
18/01796/FUL_CIL_59A,5639.51,,neighbourhood-community-infrastructure-levy,18/01796/FUL_CIL,local-authority-eng:CHT,2020-04-06,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHT/18-01796-FUL-CIL-59A
18/01796/FUL_CIL_61,1879.84,,cil-administration-costs,18/01796/FUL_CIL,local-authority-eng:CHT,2020-04-06,2019-06-11,,/developer-agreement-contribution/local-authority-eng/CHT/18-01796-FUL-CIL-61
19/00077/FUL_CIL_59,10892.8,,community-infrastructure-levy,19/00077/FUL_CIL,local-authority-eng:CHT,2020-04-06,2019-06-24,,/developer-agreement-contribution/local-authority-eng/CHT/19-00077-FUL-CIL-59
19/00077/FUL_CIL_59A,2042.4,,neighbourhood-community-infrastructure-levy,19/00077/FUL_CIL,local-authority-eng:CHT,2020-04-06,2019-06-24,,/developer-agreement-contribution/local-authority-eng/CHT/19-00077-FUL-CIL-59A
19/00077/FUL_CIL_61,680.8,,cil-administration-costs,19/00077/FUL_CIL,local-authority-eng:CHT,2020-04-06,2019-06-24,,/developer-agreement-contribution/local-authority-eng/CHT/19-00077-FUL-CIL-61
18/02604/FUL_CIL_59,2654.53,,community-infrastructure-levy,18/02604/FUL_CIL,local-authority-eng:CHT,2020-04-06,2019-08-05,,/developer-agreement-contribution/local-authority-eng/CHT/18-02604-FUL-CIL-59
18/02604/FUL_CIL_59A,497.72,,neighbourhood-community-infrastructure-levy,18/02604/FUL_CIL,local-authority-eng:CHT,2020-04-06,2019-08-05,,/developer-agreement-contribution/local-authority-eng/CHT/18-02604-FUL-CIL-59A
18/02604/FUL_CIL_61,165.91,,cil-administration-costs,18/02604/FUL_CIL,local-authority-eng:CHT,2020-04-06,2019-08-05,,/developer-agreement-contribution/local-authority-eng/CHT/18-02604-FUL-CIL-61
18/02555/FUL_CIL_59,7364.48,,community-infrastructure-levy,18/02555/FUL_CIL,local-authority-eng:CHT,2020-04-06,2019-08-06,,/developer-agreement-contribution/local-authority-eng/CHT/18-02555-FUL-CIL-59
18/02555/FUL_CIL_59A,1380.84,,neighbourhood-community-infrastructure-levy,18/02555/FUL_CIL,local-authority-eng:CHT,2020-04-06,2019-08-06,,/developer-agreement-contribution/local-authority-eng/CHT/18-02555-FUL-CIL-59A
18/02555/FUL_CIL_61,460.28,,cil-administration-costs,18/02555/FUL_CIL,local-authority-eng:CHT,2020-04-06,2019-08-06,,/developer-agreement-contribution/local-authority-eng/CHT/18-02555-FUL-CIL-61
19/00492/CONDIT_CIL_59,28968,,community-infrastructure-levy,19/00492/CONDIT_CIL,local-authority-eng:CHT,2020-04-06,2019-08-15,,/developer-agreement-contribution/local-authority-eng/CHT/19-00492-CONDIT-CIL-59
19/00492/CONDIT_CIL_59A,5431.5,,neighbourhood-community-infrastructure-levy,19/00492/CONDIT_CIL,local-authority-eng:CHT,2020-04-06,2019-08-15,,/developer-agreement-contribution/local-authority-eng/CHT/19-00492-CONDIT-CIL-59A
19/00492/CONDIT_CIL_61,1810.5,,cil-administration-costs,19/00492/CONDIT_CIL,local-authority-eng:CHT,2020-04-06,2019-08-15,,/developer-agreement-contribution/local-authority-eng/CHT/19-00492-CONDIT-CIL-61
