developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
01/15/0886AP1,10920,,highways,01/15/0886AP,local-authority-eng:CMA,2020-12-11,2020-02-10,,/developer-agreement-contribution/local-authority-eng/CMA/01-15-0886AP1
01/15/0886AP2,143701.04,,education,01/15/0886AP,local-authority-eng:CMA,2020-12-11,2019-11-21,,/developer-agreement-contribution/local-authority-eng/CMA/01-15-0886AP2
01/15/0886AP3,35486.39,,education,01/15/0886AP,local-authority-eng:CMA,2020-12-11,2019-11-21,,/developer-agreement-contribution/local-authority-eng/CMA/01-15-0886AP3
01/15/0918AP1,89635.18,,education,01/15/0918AP,local-authority-eng:CMA,2020-12-11,2019-05-07,,/developer-agreement-contribution/local-authority-eng/CMA/01-15-0918AP1
01/16/0868AP1,24318.82,,education,01/16/0868AP,local-authority-eng:CMA,2020-12-11,2019-06-07,,/developer-agreement-contribution/local-authority-eng/CMA/01-16-0868AP1
01/17/0669AP1,6639.6,,transport-and-travel,01/17/0669AP,local-authority-eng:CMA,2020-12-11,2019-12-03,,/developer-agreement-contribution/local-authority-eng/CMA/01-17-0669AP1
01/17/0669AP2,55330,,highways,01/17/0669AP,local-authority-eng:CMA,2020-12-11,2019-12-03,,/developer-agreement-contribution/local-authority-eng/CMA/01-17-0669AP2
01/17/0669AP3,15090,,highways,01/17/0669AP,local-authority-eng:CMA,2020-12-11,2019-12-03,,/developer-agreement-contribution/local-authority-eng/CMA/01-17-0669AP3
01/17/0969AP1,3650.5,,highways,01/17/0969AP,local-authority-eng:CMA,2020-12-11,2019-10-14,,/developer-agreement-contribution/local-authority-eng/CMA/01-17-0969AP1
01/18/0693AP1,35000,,highways,01/18/0693AP,local-authority-eng:CMA,2020-12-11,2019-08-23,,/developer-agreement-contribution/local-authority-eng/CMA/01-18-0693AP1
01/18/0693AP2,6600,,transport-and-travel,01/18/0693AP,local-authority-eng:CMA,2020-12-11,2019-08-23,,/developer-agreement-contribution/local-authority-eng/CMA/01-18-0693AP2
01/18/0790AP1,115000,,highways,01/18/0790AP,local-authority-eng:CMA,2020-12-11,2019-07-30,,/developer-agreement-contribution/local-authority-eng/CMA/01-18-0790AP1
02/12/0311AP5,3384,,transport-and-travel,02/12/0311AP,local-authority-eng:CMA,2020-12-11,2019-08-29,,/developer-agreement-contribution/local-authority-eng/CMA/02-12-0311AP5
02/16/0070AP1,77876.25,,education,02/16/0070AP,local-authority-eng:CMA,2020-12-11,2019-09-20,,/developer-agreement-contribution/local-authority-eng/CMA/02-16-0070AP1
02/16/0657AP1,124125.3,,education,02/16/0657AP,local-authority-eng:CMA,2020-12-11,2019-10-11,,/developer-agreement-contribution/local-authority-eng/CMA/02-16-0657AP1
02/17/0039AP3,77656.64,,education,02/17/0039AP,local-authority-eng:CMA,2020-12-11,2019-06-26,,/developer-agreement-contribution/local-authority-eng/CMA/02-17-0039AP3
02/17/0587AP1,6600,,transport-and-travel,02/17/0587AP,local-authority-eng:CMA,2020-12-11,2020-03-13,,/developer-agreement-contribution/local-authority-eng/CMA/02-17-0587AP1
02/18/0372AP1,5500,,highways,02/18/0372AP,local-authority-eng:CMA,2020-12-11,2019-08-14,,/developer-agreement-contribution/local-authority-eng/CMA/02-18-0372AP1
03/08/0291AP1,6600,,transport-and-travel,03/08/0291AP,local-authority-eng:CMA,2020-12-11,2019-04-24,,/developer-agreement-contribution/local-authority-eng/CMA/03-08-0291AP1
03/08/0291AP4,46222,,highways,03/08/0291AP,local-authority-eng:CMA,2020-12-11,2019-04-24,,/developer-agreement-contribution/local-authority-eng/CMA/03-08-0291AP4
03/08/0291AP5,1979302.9,,education,03/08/0291AP,local-authority-eng:CMA,2020-12-11,2019-04-24,,/developer-agreement-contribution/local-authority-eng/CMA/03-08-0291AP5
03/13/0654AP1,247864.95,,education,03/13/0654AP,local-authority-eng:CMA,2020-12-11,2019-04-24,,/developer-agreement-contribution/local-authority-eng/CMA/03-13-0654AP1
03/15/0799AP1,223487.22,,education,03/15/0799AP,local-authority-eng:CMA,2020-12-11,2019-07-26,,/developer-agreement-contribution/local-authority-eng/CMA/03-15-0799AP1
03/15/0799AP2,214096.5,,education,03/15/0799AP,local-authority-eng:CMA,2020-12-11,2020-03-06,,/developer-agreement-contribution/local-authority-eng/CMA/03-15-0799AP2
03/15/0799AP3,146591.82,,highways,03/15/0799AP,local-authority-eng:CMA,2020-12-11,2019-07-26,,/developer-agreement-contribution/local-authority-eng/CMA/03-15-0799AP3
03/15/0799AP4,164941.8,,highways,03/15/0799AP,local-authority-eng:CMA,2020-12-11,2020-03-06,,/developer-agreement-contribution/local-authority-eng/CMA/03-15-0799AP4
03/18/9004/5AP1,0,1,green-infrastructure,03/18/9004/5AP,local-authority-eng:CMA,2020-12-11,2019-06-19,,/developer-agreement-contribution/local-authority-eng/CMA/03-18-9004-5AP1
04/14/9003AP8,7597.67,,highways,04/14/9003AP,local-authority-eng:CMA,2020-12-11,2019-08-16,,/developer-agreement-contribution/local-authority-eng/CMA/04-14-9003AP8
05/13/1120AP7,4502.52,,transport-and-travel,05/13/1120AP,local-authority-eng:CMA,2020-12-11,2019-12-09,,/developer-agreement-contribution/local-authority-eng/CMA/05-13-1120AP7
05/16/9002AP1,61304,,other,05/16/9002AP,local-authority-eng:CMA,2020-12-11,2019-09-16,,/developer-agreement-contribution/local-authority-eng/CMA/05-16-9002AP1
05/17/0992AP1,10229.54,,highways,05/17/0992AP,local-authority-eng:CMA,2020-12-11,2019-12-31,,/developer-agreement-contribution/local-authority-eng/CMA/05-17-0992AP1
06/18/0364AP1,6600,,transport-and-travel,06/18/0364AP,local-authority-eng:CMA,2020-12-11,2019-10-08,,/developer-agreement-contribution/local-authority-eng/CMA/06-18-0364AP1
