developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
14/10444/CIL,1228.98,,cil-administration-costs,LA2016/119A,local-authority-eng:WIL,2020-04-15,2020-03-10,,/developer-agreement-contribution/local-authority-eng/WIL/14-10444-CIL
14/10444/CIL,1503.81,,cil-administration-costs,LA2016/119A,local-authority-eng:WIL,2020-04-15,2020-03-10,,/developer-agreement-contribution/local-authority-eng/WIL/14-10444-CIL
14/10444/CIL,1503.81,,cil-administration-costs,LA2016/119A,local-authority-eng:WIL,2020-04-15,2020-03-10,,/developer-agreement-contribution/local-authority-eng/WIL/14-10444-CIL
14/10444/CIL,3866.94,,neighbourhood-community-infrastructure-levy,LA2016/119B,local-authority-eng:WIL,2020-04-15,2020-03-10,,/developer-agreement-contribution/local-authority-eng/WIL/14-10444-CIL
14/10444/CIL,4511.43,,neighbourhood-community-infrastructure-levy,LA2016/119B,local-authority-eng:WIL,2020-04-15,2020-03-10,,/developer-agreement-contribution/local-authority-eng/WIL/14-10444-CIL
14/10444/CIL,4511.43,,neighbourhood-community-infrastructure-levy,LA2016/119B,local-authority-eng:WIL,2020-04-15,2020-03-10,,/developer-agreement-contribution/local-authority-eng/WIL/14-10444-CIL
15/05086/CIL,478.13,,cil-administration-costs,LA2015/322A,local-authority-eng:WIL,2020-04-15,2019-04-03,,/developer-agreement-contribution/local-authority-eng/WIL/15-05086-CIL
15/05086/CIL,1434.38,,neighbourhood-community-infrastructure-levy,LA2015/322B,local-authority-eng:WIL,2020-04-15,2019-04-03,,/developer-agreement-contribution/local-authority-eng/WIL/15-05086-CIL
15/05550/CIL,595,,cil-administration-costs,LA2015/420A,local-authority-eng:WIL,2020-04-15,2019-06-06,,/developer-agreement-contribution/local-authority-eng/WIL/15-05550-CIL
15/05550/CIL,2975,,neighbourhood-community-infrastructure-levy,LA2015/420B,local-authority-eng:WIL,2020-04-15,2019-06-06,,/developer-agreement-contribution/local-authority-eng/WIL/15-05550-CIL
