prefix,resource,entry-number,organisation,reference,entity
developer-agreement-contribution,,,local-authority-eng:SHA,0146/18/FUL,4304125
developer-agreement-contribution,,,local-authority-eng:SHA,0548/20/FUL,4304126
developer-agreement-contribution,,,local-authority-eng:SHA,1468/19/FUL,4304127
developer-agreement-contribution,,,local-authority-eng:SHA,1554/17/OPA,4304128
developer-agreement-contribution,,,local-authority-eng:SHA,1954/18/OPA,4304129
developer-agreement-contribution,,,local-authority-eng:SHA,2101/19/FUL,4304130
developer-agreement-contribution,,,local-authority-eng:SHA,2574/16/OPA,4304131
developer-agreement-contribution,,,local-authority-eng:SHA,2873/18/FUL,4304132
developer-agreement-contribution,,,local-authority-eng:SHA,3138/17/OPA,4304133
developer-agreement-contribution,,,local-authority-eng:SHA,3475/17/OPA,4304134
developer-agreement-contribution,,,local-authority-eng:SHA,3552/18/FUL,4304135
developer-agreement-contribution,,,local-authority-eng:SHA,3743/18/FUL,4304136
developer-agreement-contribution,,,local-authority-eng:SHA,4302/17/OPA,4304137
developer-agreement-contribution,,,local-authority-eng:HAL,S106-103-C1,4304138
developer-agreement-contribution,,,local-authority-eng:HAL,S106-103-C2,4304139
developer-agreement-contribution,,,local-authority-eng:HAL,S106-107-C1,4304140
developer-agreement-contribution,,,local-authority-eng:HAL,S106-110-C1,4304141
developer-agreement-contribution,,,local-authority-eng:HAL,S106-110-C2,4304142
developer-agreement-contribution,,,local-authority-eng:HAL,S106-139-C1,4304143
developer-agreement-contribution,,,local-authority-eng:HAL,S106-139-C2,4304144
developer-agreement-contribution,,,local-authority-eng:HAL,S106-149-C1,4304145
developer-agreement-contribution,,,local-authority-eng:HAL,S106-150-C1,4304146
developer-agreement-contribution,,,local-authority-eng:HAL,S106-152-C1,4304147
developer-agreement-contribution,,,local-authority-eng:HAL,S106-152-C2,4304148
developer-agreement-contribution,,,local-authority-eng:HAL,S106-153-C1,4304149
developer-agreement-contribution,,,local-authority-eng:HAL,S106-153-C2,4304150
developer-agreement-contribution,,,local-authority-eng:HAL,S106-154-C1,4304151
developer-agreement-contribution,,,local-authority-eng:HAL,S106-155-C1,4304152
developer-agreement-contribution,,,local-authority-eng:HAL,S106-155-C2,4304153
developer-agreement-contribution,,,local-authority-eng:HAL,S106-162-C1,4304154
developer-agreement-contribution,,,local-authority-eng:HAL,S106-165-C1,4304155
developer-agreement-contribution,,,local-authority-eng:HAL,S106-172-C1,4304156
developer-agreement-contribution,,,local-authority-eng:HAL,S106-177-C1,4304157
developer-agreement-contribution,,,local-authority-eng:HAL,S106-186-C1,4304158
developer-agreement-contribution,,,local-authority-eng:HAL,S106-187-C1,4304159
developer-agreement-contribution,,,local-authority-eng:HAL,S106-187-C2,4304160
developer-agreement-contribution,,,local-authority-eng:HAL,S106-187-C3,4304161
developer-agreement-contribution,,,local-authority-eng:HAL,S106-191-C1,4304162
developer-agreement-contribution,,,local-authority-eng:HAL,S106-191-C2,4304163
developer-agreement-contribution,,,local-authority-eng:HAL,S106-191-C3,4304164
developer-agreement-contribution,,,local-authority-eng:HAL,S106-194-C1,4304165
developer-agreement-contribution,,,local-authority-eng:HAL,S106-195-C1,4304166
developer-agreement-contribution,,,local-authority-eng:HAL,S106-195-C2,4304167
developer-agreement-contribution,,,local-authority-eng:HAL,S106-197-C1,4304168
developer-agreement-contribution,,,local-authority-eng:HAL,S106-198-C1,4304169
developer-agreement-contribution,,,local-authority-eng:HAL,S106-201-C1,4304170
developer-agreement-contribution,,,local-authority-eng:HAL,S106-201-C2,4304171
developer-agreement-contribution,,,local-authority-eng:HAL,S106-208-C1,4304172
developer-agreement-contribution,,,local-authority-eng:HAL,S106-209-C1,4304173
developer-agreement-contribution,,,local-authority-eng:HAL,S106-209-C2,4304174
developer-agreement-contribution,,,local-authority-eng:HAL,S106-212-C1,4304175
developer-agreement-contribution,,,local-authority-eng:HAL,S106-214-C1,4304176
developer-agreement-contribution,,,local-authority-eng:HAL,S106-214-C2,4304177
developer-agreement-contribution,,,local-authority-eng:HAL,S106-220-C1,4304178
developer-agreement-contribution,,,local-authority-eng:HAL,S106-226-C1,4304179
developer-agreement-contribution,,,local-authority-eng:HAL,S106-237-C1,4304180
developer-agreement-contribution,,,local-authority-eng:HAL,S106-64-C1,4304181
developer-agreement-contribution,,,local-authority-eng:HAL,S106-81-C1,4304182
developer-agreement-contribution,,,local-authority-eng:HAL,S106-84-C1,4304183
developer-agreement-contribution,,,local-authority-eng:HAL,S106-913-C1,4304184
developer-agreement-contribution,,,local-authority-eng:HAL,S106-930-C1,4304185
developer-agreement-contribution,,,local-authority-eng:HAL,S106-931-C1,4304186
developer-agreement-contribution,,,local-authority-eng:HAL,S106-940-C1,4304187
developer-agreement-contribution,,,local-authority-eng:HAL,S106-942-C1,4304188
developer-agreement-contribution,,,local-authority-eng:HAL,S106-97-C1,4304189
developer-agreement-contribution,,,local-authority-eng:HAL,S106-97-C2,4304190
developer-agreement-contribution,,,local-authority-eng:HAL,S278-202-C1,4304191
developer-agreement-contribution,,,local-authority-eng:HAL,S278-203-C1,4304192
developer-agreement-contribution,,,local-authority-eng:HAL,S278-204-C1,4304193
developer-agreement-contribution,,,local-authority-eng:HAL,S278-205-C1,4304194
developer-agreement-contribution,,,local-authority-eng:HAL,S278-206-C1,4304195
developer-agreement-contribution,,,local-authority-eng:HAL,S278-207-C1,4304196
developer-agreement-contribution,,,local-authority-eng:HAL,S278-208-C1,4304197
developer-agreement-contribution,,,local-authority-eng:HAL,S278-209-C1,4304198
developer-agreement-contribution,,,local-authority-eng:HAL,S278-210-C1,4304199
developer-agreement-contribution,,,local-authority-eng:HAL,S278-211-C1,4304200
developer-agreement-contribution,,,local-authority-eng:HAL,S278-212-C1,4304201
developer-agreement-contribution,,,local-authority-eng:HAL,S278-213-C1,4304202
developer-agreement-contribution,,,local-authority-eng:HAL,S278-214-C1,4304203
developer-agreement-contribution,,,local-authority-eng:HAL,S278-215-C1,4304204
developer-agreement-contribution,,,local-authority-eng:HAL,S278-216-C1,4304205
developer-agreement-contribution,,,local-authority-eng:ALL,2/2009/0781/s106/1,4304206
developer-agreement-contribution,,,local-authority-eng:ALL,2/2014/0381/s106/1,4304207
developer-agreement-contribution,,,local-authority-eng:ALL,2/2014/0381/s106/2,4304208
developer-agreement-contribution,,,local-authority-eng:ALL,2/2014/0786/s106/1,4304209
developer-agreement-contribution,,,local-authority-eng:ALL,2/2015/0514/s106/1,4304210
developer-agreement-contribution,,,local-authority-eng:ALL,2/2016/0070/s106/1,4304211
developer-agreement-contribution,,,local-authority-eng:ALL,2/2016/0070/s106/2,4304212
developer-agreement-contribution,,,local-authority-eng:ALL,2/2017/0148/s106/1,4304213
developer-agreement-contribution,,,local-authority-eng:ALL,2/2017/0039/s106/1,4304214
developer-agreement-contribution,,,local-authority-eng:ALL,2/2016/0657/s106/1,4304215
developer-agreement-contribution,,,local-authority-eng:ALL,2/2016/0294/s106/1,4304216
developer-agreement-contribution,,,local-authority-eng:ALL,2/2018/0188/s106/1,4304217
developer-agreement-contribution,,,local-authority-eng:ALL,2/2018/0188/s106/2,4304218
developer-agreement-contribution,,,local-authority-eng:ALL,2/2017/0246/s106/1,4304219
developer-agreement-contribution,,,local-authority-eng:BOL,70243/05-dc2,4304220
developer-agreement-contribution,,,local-authority-eng:BOL,78000/07-dc1,4304221
developer-agreement-contribution,,,local-authority-eng:BOL,75033/06-dc1,4304222
developer-agreement-contribution,,,local-authority-eng:BOL,78000/07-dc2,4304223
developer-agreement-contribution,,,local-authority-eng:BOL,47118/95-dc1,4304224
developer-agreement-contribution,,,local-authority-eng:BOL,31080/88-dc1,4304225
developer-agreement-contribution,,,local-authority-eng:BOL,36153/90-dc1,4304226
developer-agreement-contribution,,,local-authority-eng:BOL,43439/93-dc1,4304227
developer-agreement-contribution,,,local-authority-eng:BOL,37390/90-dc1,4304228
developer-agreement-contribution,,,local-authority-eng:BOL,47641/95-dc1,4304229
developer-agreement-contribution,,,local-authority-eng:BOL,47874/95-dc1,4304230
developer-agreement-contribution,,,local-authority-eng:BOL,49236/96-dc1,4304231
developer-agreement-contribution,,,local-authority-eng:BOL,48883/96-dc1,4304232
developer-agreement-contribution,,,local-authority-eng:BOL,49236/96-dc2,4304233
developer-agreement-contribution,,,local-authority-eng:BOL,55870/99-dc1,4304234
developer-agreement-contribution,,,local-authority-eng:BOL,59154/01-dc1,4304235
developer-agreement-contribution,,,local-authority-eng:BOL,48793/96-dc1,4304236
developer-agreement-contribution,,,local-authority-eng:BOL,48793/96-dc2,4304237
developer-agreement-contribution,,,local-authority-eng:BOL,50028/97-dc1,4304238
developer-agreement-contribution,,,local-authority-eng:BOL,45255/94-dc1,4304239
developer-agreement-contribution,,,local-authority-eng:BOL,59315/01-dc1,4304240
developer-agreement-contribution,,,local-authority-eng:BOL,48401/96-dc1,4304241
developer-agreement-contribution,,,local-authority-eng:BOL,54285/99-dc1,4304242
developer-agreement-contribution,,,local-authority-eng:BOL,63515/02-dc1,4304243
developer-agreement-contribution,,,local-authority-eng:BOL,63993/03-dc1,4304244
developer-agreement-contribution,,,local-authority-eng:BOL,49577/96-dc1,4304245
developer-agreement-contribution,,,local-authority-eng:BOL,36912/92-dc1,4304246
developer-agreement-contribution,,,local-authority-eng:BOL,64023/03-dc1,4304247
developer-agreement-contribution,,,local-authority-eng:BOL,75492/06-dc1,4304248
developer-agreement-contribution,,,local-authority-eng:BOL,67373/04-dc1,4304249
developer-agreement-contribution,,,local-authority-eng:BOL,68726/04-dc1,4304250
developer-agreement-contribution,,,local-authority-eng:BOL,77241/07-dc1,4304251
developer-agreement-contribution,,,local-authority-eng:BOL,70243/05-dc3,4304252
developer-agreement-contribution,,,local-authority-eng:BOL,49577/96-dc2,4304253
developer-agreement-contribution,,,local-authority-eng:BOL,65785/03-dc1,4304254
developer-agreement-contribution,,,local-authority-eng:BOL,79867/08-dc1,4304255
developer-agreement-contribution,,,local-authority-eng:BOL,67335/04-dc1,4304256
developer-agreement-contribution,,,local-authority-eng:BOL,75848/06-dc1,4304257
developer-agreement-contribution,,,local-authority-eng:BOL,79414/08-dc1,4304258
developer-agreement-contribution,,,local-authority-eng:BOL,76656/07-dc1,4304259
developer-agreement-contribution,,,local-authority-eng:BOL,84637/10-dc1,4304260
developer-agreement-contribution,,,local-authority-eng:BOL,84637/10-dc2,4304261
developer-agreement-contribution,,,local-authority-eng:BOL,78526/07-dc1,4304262
developer-agreement-contribution,,,local-authority-eng:BOL,75033/06-dc2,4304263
developer-agreement-contribution,,,local-authority-eng:BOL,95486/15-dc1,4304264
developer-agreement-contribution,,,local-authority-eng:BOL,93831/15-dc1,4304265
developer-agreement-contribution,,,local-authority-eng:BOL,97826/16-dc1,4304266
developer-agreement-contribution,,,local-authority-eng:BOL,95151/15-dc1,4304267
developer-agreement-contribution,,,local-authority-eng:BOL,00940/17-dc1,4304268
developer-agreement-contribution,,,local-authority-eng:BOL,96178/16-dc1,4304269
developer-agreement-contribution,,,local-authority-eng:BOL,97199/16-dc1,4304270
developer-agreement-contribution,,,local-authority-eng:BOL,02435/17-dc1,4304271
developer-agreement-contribution,,,local-authority-eng:BOL,97377/16-dc1,4304272
developer-agreement-contribution,,,local-authority-eng:BOL,04044/18-dc2,4304273
developer-agreement-contribution,,,local-authority-eng:BOL,01595/17-dc1,4304274
developer-agreement-contribution,,,local-authority-eng:BOL,04748/18-dc1,4304275
developer-agreement-contribution,,,local-authority-eng:BOL,93610/15-dc1,4304276
developer-agreement-contribution,,,local-authority-eng:BOL,78010/07-dc1,4304277
developer-agreement-contribution,,,local-authority-eng:BOL,94158/15-dc2,4304278
developer-agreement-contribution,,,local-authority-eng:BOL,55705/99-dc1,4304279
developer-agreement-contribution,,,local-authority-eng:BOL,62817/02-dc1,4304280
developer-agreement-contribution,,,local-authority-eng:BOL,57008/00-dc1,4304281
developer-agreement-contribution,,,local-authority-eng:BOL,70243/05-dc1,4304282
developer-agreement-contribution,,,local-authority-eng:BOL,69393/04-dc1,4304283
developer-agreement-contribution,,,local-authority-eng:BOL,66201/03-dc1,4304284
developer-agreement-contribution,,,local-authority-eng:BOL,70143/05-dc1,4304285
developer-agreement-contribution,,,local-authority-eng:BOL,74472/06-dc1,4304286
developer-agreement-contribution,,,local-authority-eng:BOL,69252/04-dc1,4304287
developer-agreement-contribution,,,local-authority-eng:BOL,70897/05-dc1,4304288
developer-agreement-contribution,,,local-authority-eng:BOL,69193/04-dc1,4304289
developer-agreement-contribution,,,local-authority-eng:BOL,76893/07-dc1,4304290
developer-agreement-contribution,,,local-authority-eng:BOL,77289/97-dc1,4304291
developer-agreement-contribution,,,local-authority-eng:BOL,79100/07-dc1,4304292
developer-agreement-contribution,,,local-authority-eng:BOL,72898/05-dc1,4304293
developer-agreement-contribution,,,local-authority-eng:BOL,76656/07-dc2,4304294
developer-agreement-contribution,,,local-authority-eng:BOL,92078/14-dc1,4304295
developer-agreement-contribution,,,local-authority-eng:BOL,91959/14-dc1,4304296
developer-agreement-contribution,,,local-authority-eng:BOL,91081/13-dc1,4304297
developer-agreement-contribution,,,local-authority-eng:BOL,91081/13-dc2,4304298
developer-agreement-contribution,,,local-authority-eng:BOL,86445/11-dc1,4304299
developer-agreement-contribution,,,local-authority-eng:BOL,96670/16-dc1,4304300
developer-agreement-contribution,,,local-authority-eng:BOL,97377/16-dc2,4304301
developer-agreement-contribution,,,local-authority-eng:BOL,04044/18-dc1,4304302
developer-agreement-contribution,,,local-authority-eng:BOL,03484/18-dc1,4304303
developer-agreement-contribution,,,local-authority-eng:BOL,91081/13-dc3,4304304
developer-agreement-contribution,,,local-authority-eng:BOL,78010/07-dc2,4304305
developer-agreement-contribution,,,local-authority-eng:BOL,88121/12-dc1,4304306
developer-agreement-contribution,,,local-authority-eng:BOL,75230/06-dc1,4304307
developer-agreement-contribution,,,local-authority-eng:BOL,87062/11-dc1,4304308
developer-agreement-contribution,,,local-authority-eng:BOL,93070/14-dc1,4304309
developer-agreement-contribution,,,local-authority-eng:BOL,84637/10-dc3,4304310
developer-agreement-contribution,,,local-authority-eng:BOL,74472/06-dc2,4304311
developer-agreement-contribution,,,local-authority-eng:BOL,02335/17-dc1,4304312
developer-agreement-contribution,,,local-authority-eng:BOL,94158/15-dc1,4304313
developer-agreement-contribution,,,local-authority-eng:BOL,96218/16-dc1,4304314
developer-agreement-contribution,,,local-authority-eng:BOL,67274/04-dc1,4304315
developer-agreement-contribution,,,local-authority-eng:BOL,72253/05-dc1,4304316
developer-agreement-contribution,,,local-authority-eng:BOL,90539/13-dc1,4304317
developer-agreement-contribution,,,local-authority-eng:BOL,97377/16-dc3,4304318
developer-agreement-contribution,,,local-authority-eng:BOL,94656/15-dc1,4304319
developer-agreement-contribution,,,local-authority-eng:BOL,96218/16-dc2,4304320
developer-agreement-contribution,,,local-authority-eng:BOL,93610/15-dc2,4304321
developer-agreement-contribution,,,local-authority-eng:BOL,96907/16-dc1,4304322
developer-agreement-contribution,,,local-authority-eng:BOL,02456/17-dc1,4304323
developer-agreement-contribution,,,local-authority-eng:BOL,91081/13-dc4,4304324
developer-agreement-contribution,,,local-authority-eng:BOL,94158/15-dc3,4304325
developer-agreement-contribution,,,local-authority-eng:BOL,91081/13-dc5,4304326
developer-agreement-contribution,,,local-authority-eng:BOL,94158/15-dc4,4304327
developer-agreement-contribution,,,local-authority-eng:BOL,96218/16-dc3,4304328
developer-agreement-contribution,,,local-authority-eng:WDE,1484/17/OPA,4304329
developer-agreement-contribution,,,local-authority-eng:WDE,1549/18/FUL,4304330
developer-agreement-contribution,,,local-authority-eng:WDE,1794/18/FUL,4304331
developer-agreement-contribution,,,local-authority-eng:WDE,2353/18/OPA,4304332
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2012-0084-01,4304333
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2012-0084-02,4304334
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2012-0084-03,4304335
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2012-0084-04,4304336
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2012-0084-05,4304337
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2012-0084-06,4304338
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2012-0084-07,4304339
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2012-0965-01,4304340
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2012-0965-02,4304341
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2012-0965-03,4304342
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2012-1157-01,4304343
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2012-1157-02,4304344
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2012-1157-03,4304345
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2012-1157-04,4304346
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2012-1157-05,4304347
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2014-1157-06,4304348
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2014-0553-01,4304349
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2014-0553-02,4304350
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2014-0553-03,4304351
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2014-0553-04,4304352
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2014-0678-01,4304353
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2014-0678-02,4304354
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2014-0678-03,4304355
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2014-0678-04,4304356
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2017-1363-01,4304357
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2017-1363-02,4304358
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2017-1363-03,4304359
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2017-1363-04,4304360
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2017-1363-05,4304361
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2017-1363-06,4304362
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-0178-01,4304363
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-0178-02,4304364
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-0178-03,4304365
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-0178-04,4304366
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-0338-01,4304367
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-0338-02,4304368
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-0338-03,4304369
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-0338-04,4304370
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-0338-05,4304371
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-0338-06,4304372
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-0338-07,4304373
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-0661-01,4304374
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-0661-02,4304375
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-0661-03,4304376
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-0978-01,4304377
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-0978-02,4304378
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-0978-03,4304379
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-0978-04,4304380
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-0978-05,4304381
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-1006-01,4304382
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-1006-02,4304383
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-1006-03,4304384
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2018-1006-04,4304385
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2019-0120-01,4304386
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2019-0120-02,4304387
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2019-0120-03,4304388
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2019-0424-01,4304389
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2019-0424-02,4304390
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2019-0424-03,4304391
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2019-0424-04,4304392
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2019-0424-05,4304393
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2019-0744-01,4304394
developer-agreement-contribution,,,local-authority-eng:AMB,dac-2019-0744-02,4304395
developer-agreement-contribution,,,local-authority-eng:GLO,18/01395/FUL_CIL_59,4304396
developer-agreement-contribution,,,local-authority-eng:GLO,18/01395/FUL_CIL_59A,4304397
developer-agreement-contribution,,,local-authority-eng:GLO,18/01395/FUL_CIL_61,4304398
developer-agreement-contribution,,,local-authority-eng:GLO,18/00306/FUL_CIL_59,4304399
developer-agreement-contribution,,,local-authority-eng:GLO,18/00306/FUL_CIL_59A,4304400
developer-agreement-contribution,,,local-authority-eng:GLO,18/00306/FUL_CIL_61,4304401
developer-agreement-contribution,,,local-authority-eng:GLO,18/00306/FUL_S106_OSL,4304402
developer-agreement-contribution,,,local-authority-eng:GLO,18/00306/FUL_S106_AH,4304403
developer-agreement-contribution,,,local-authority-eng:GLO,18/01127/FUL_DOV_OTH,4304404
developer-agreement-contribution,,,local-authority-eng:GLO,17/01199/OUT_S106_AH,4304405
developer-agreement-contribution,,,local-authority-eng:GLO,17/01199/OUT_S106_OSL,4304406
developer-agreement-contribution,,,local-authority-eng:BRX,Con_1,4304407
developer-agreement-contribution,,,local-authority-eng:BRX,Con_2,4304408
developer-agreement-contribution,,,local-authority-eng:BRX,Con_3,4304409
developer-agreement-contribution,,,local-authority-eng:BRX,Con_4,4304410
developer-agreement-contribution,,,local-authority-eng:BRX,Con_5,4304411
developer-agreement-contribution,,,local-authority-eng:BRX,Con_6,4304412
developer-agreement-contribution,,,local-authority-eng:BRX,Con_7,4304413
developer-agreement-contribution,,,local-authority-eng:BRX,Con_8,4304414
developer-agreement-contribution,,,local-authority-eng:BRX,Con_9,4304415
developer-agreement-contribution,,,local-authority-eng:BRX,Con_10,4304416
developer-agreement-contribution,,,local-authority-eng:BRX,Con_11,4304417
developer-agreement-contribution,,,local-authority-eng:BRX,Con_12,4304418
developer-agreement-contribution,,,local-authority-eng:BRX,Con_13,4304419
developer-agreement-contribution,,,local-authority-eng:BRX,Con_14,4304420
developer-agreement-contribution,,,local-authority-eng:BRX,Con_15,4304421
developer-agreement-contribution,,,local-authority-eng:BRX,Con_16,4304422
developer-agreement-contribution,,,local-authority-eng:BRX,Con_17,4304423
developer-agreement-contribution,,,local-authority-eng:BRX,Con_18,4304424
developer-agreement-contribution,,,local-authority-eng:BRX,Con_19,4304425
developer-agreement-contribution,,,local-authority-eng:BRX,Con_20,4304426
developer-agreement-contribution,,,local-authority-eng:BRX,Con_21,4304427
developer-agreement-contribution,,,local-authority-eng:BRX,Con_22,4304428
developer-agreement-contribution,,,local-authority-eng:BRX,Con_23,4304429
developer-agreement-contribution,,,local-authority-eng:BRX,Con_24,4304430
developer-agreement-contribution,,,local-authority-eng:BRX,Con_25,4304431
developer-agreement-contribution,,,local-authority-eng:BRX,Con_26,4304432
developer-agreement-contribution,,,local-authority-eng:BRX,Con_27,4304433
developer-agreement-contribution,,,local-authority-eng:BRX,Con_28,4304434
developer-agreement-contribution,,,local-authority-eng:BRX,Con_29,4304435
developer-agreement-contribution,,,local-authority-eng:BRX,Con_30,4304436
developer-agreement-contribution,,,local-authority-eng:BRX,Con_31,4304437
developer-agreement-contribution,,,local-authority-eng:BRX,Con_32,4304438
developer-agreement-contribution,,,local-authority-eng:BRX,Con_33,4304439
developer-agreement-contribution,,,local-authority-eng:BRX,Con_34,4304440
developer-agreement-contribution,,,local-authority-eng:BRX,Con_35,4304441
developer-agreement-contribution,,,local-authority-eng:BRX,Con_36,4304442
developer-agreement-contribution,,,local-authority-eng:BRX,Con_37,4304443
developer-agreement-contribution,,,local-authority-eng:BRX,Con_38,4304444
developer-agreement-contribution,,,local-authority-eng:BRX,Con_39,4304445
developer-agreement-contribution,,,local-authority-eng:BRX,Con_40,4304446
developer-agreement-contribution,,,local-authority-eng:BRX,Con_41,4304447
developer-agreement-contribution,,,local-authority-eng:BRX,Con_42,4304448
developer-agreement-contribution,,,local-authority-eng:BRX,Con_43,4304449
developer-agreement-contribution,,,local-authority-eng:BRX,Con_44,4304450
developer-agreement-contribution,,,local-authority-eng:BRX,Con_45,4304451
developer-agreement-contribution,,,local-authority-eng:BRX,Con_46,4304452
developer-agreement-contribution,,,local-authority-eng:BRX,Con_47,4304453
developer-agreement-contribution,,,local-authority-eng:BRX,Con_48,4304454
developer-agreement-contribution,,,local-authority-eng:BRX,Con_49,4304455
developer-agreement-contribution,,,local-authority-eng:BRX,Con_50,4304456
developer-agreement-contribution,,,local-authority-eng:BRX,Con_51,4304457
developer-agreement-contribution,,,local-authority-eng:BRX,Con_52,4304458
developer-agreement-contribution,,,local-authority-eng:BRX,Con_53,4304459
developer-agreement-contribution,,,local-authority-eng:BRX,Con_54,4304460
developer-agreement-contribution,,,local-authority-eng:BRX,Con_55,4304461
developer-agreement-contribution,,,local-authority-eng:BRX,Con_56,4304462
developer-agreement-contribution,,,local-authority-eng:BRX,Con_57,4304463
developer-agreement-contribution,,,local-authority-eng:BRX,Con_58,4304464
developer-agreement-contribution,,,local-authority-eng:GAT,S106/19/00279ECO,4304465
developer-agreement-contribution,,,local-authority-eng:GAT,S106/18/03349AFF,4304466
developer-agreement-contribution,,,local-authority-eng:GAT,S106/18/00863AFF,4304467
developer-agreement-contribution,,,local-authority-eng:GAT,CIL18/00704ADMIN,4304468
developer-agreement-contribution,,,local-authority-eng:GAT,CIL18/00704NEIGH,4304469
developer-agreement-contribution,,,local-authority-eng:ASF,18/00262/AS-theme9,4304470
developer-agreement-contribution,,,local-authority-eng:ASF,18/00262/AS-theme6,4304471
developer-agreement-contribution,,,local-authority-eng:ASF,18/00262/AS-theme2,4304472
developer-agreement-contribution,,,local-authority-eng:ASF,18/00262/AS-theme1,4304473
developer-agreement-contribution,,,local-authority-eng:ASF,18/00029/AS-theme9,4304474
developer-agreement-contribution,,,local-authority-eng:ASF,18/00029/AS-theme5,4304475
developer-agreement-contribution,,,local-authority-eng:ASF,18/00029/AS-theme1,4304476
developer-agreement-contribution,,,local-authority-eng:ASF,18/00029/AS-theme6,4304477
developer-agreement-contribution,,,local-authority-eng:ASF,18/00029/AS-theme2,4304478
developer-agreement-contribution,,,local-authority-eng:ASF,17/01926/AS-theme9,4304479
developer-agreement-contribution,,,local-authority-eng:ASF,17/01926/AS-theme6,4304480
developer-agreement-contribution,,,local-authority-eng:ASF,17/01926/AS-theme2,4304481
developer-agreement-contribution,,,local-authority-eng:ASF,18/00405/AS-theme13,4304482
developer-agreement-contribution,,,local-authority-eng:ASF,18/00938/AS-theme0,4304483
developer-agreement-contribution,,,local-authority-eng:ASF,18/00759/AS-theme9,4304484
developer-agreement-contribution,,,local-authority-eng:ASF,18/00759/AS-theme6,4304485
developer-agreement-contribution,,,local-authority-eng:ASF,18/00759/AS-theme2,4304486
developer-agreement-contribution,,,local-authority-eng:ASF,18/00572/AS-theme9,4304487
developer-agreement-contribution,,,local-authority-eng:ASF,18/00572/AS-theme6,4304488
developer-agreement-contribution,,,local-authority-eng:ASF,18/00572/AS-theme2,4304489
developer-agreement-contribution,,,local-authority-eng:ASF,18/00098/AS-theme9,4304490
