developer-agreement-transaction,amount,units,contribution-funding-status,developer-agreement-contribution,organisation,entry-date,start-date,end-date,slug
APP/V5570/C/18/3199860-AHCSS,420000,0,spent,APP/V5570/C/18/3199860-AHCSS,local-authority-eng:ISL,2020-08-05,2020-03-16,,/developer-agreement-transaction/local-authority-eng/ISL/APP-V5570-C-18-3199860-AHCSS
APP/V5570/C/18/3199860-COCSS,7000,0,spent,APP/V5570/C/18/3199860-COCSS,local-authority-eng:ISL,2020-08-05,2020-03-16,,/developer-agreement-transaction/local-authority-eng/ISL/APP-V5570-C-18-3199860-COCSS
APP/V5570/C/18/3199860-CFH,0,0,secured,APP/V5570/C/18/3199860-CFH,local-authority-eng:ISL,2020-08-05,2019-07-04,,/developer-agreement-transaction/local-authority-eng/ISL/APP-V5570-C-18-3199860-CFH
P092492-HW,0,0,secured,P092492-HW,local-authority-eng:ISL,2020-08-05,2019-12-11,,/developer-agreement-transaction/local-authority-eng/ISL/P092492-HW
P2015/3989/FUL-HW,0,0,secured,P2015/3989/FUL-HW,local-authority-eng:ISL,2020-08-05,2019-12-23,,/developer-agreement-transaction/local-authority-eng/ISL/P2015-3989-FUL-HW
P2015/3989/FUL-HWComm,0,0,secured,P2015/3989/FUL-HWComm,local-authority-eng:ISL,2020-08-05,2019-12-23,,/developer-agreement-transaction/local-authority-eng/ISL/P2015-3989-FUL-HWComm
P2015/3989/FUL-HWCost,41714.36,0,secured,P2015/3989/FUL-HWCost,local-authority-eng:ISL,2020-08-05,2019-12-23,,/developer-agreement-transaction/local-authority-eng/ISL/P2015-3989-FUL-HWCost
P2015/5260/FUL-HWComm,0,0,secured,P2015/5260/FUL-HWComm,local-authority-eng:ISL,2020-08-05,2019-10-02,,/developer-agreement-transaction/local-authority-eng/ISL/P2015-5260-FUL-HWComm
P2015/5260/FUL-HWCont,51741.77,0,secured,P2015/5260/FUL-HWCont,local-authority-eng:ISL,2020-08-05,2019-10-02,,/developer-agreement-transaction/local-authority-eng/ISL/P2015-5260-FUL-HWCont
P2015/5260/FUL-HW,0,0,secured,P2015/5260/FUL-HW,local-authority-eng:ISL,2020-08-05,2019-10-02,,/developer-agreement-transaction/local-authority-eng/ISL/P2015-5260-FUL-HW
P2016/1999/FUL-HWComm,0,0,secured,P2016/1999/FUL-HWComm,local-authority-eng:ISL,2020-08-05,2020-03-17,,/developer-agreement-transaction/local-authority-eng/ISL/P2016-1999-FUL-HWComm
P2016/1999/FUL-HWCost,20913.75,0,secured,P2016/1999/FUL-HWCost,local-authority-eng:ISL,2020-08-05,2020-03-17,,/developer-agreement-transaction/local-authority-eng/ISL/P2016-1999-FUL-HWCost
