developer-agreement-transaction,amount,units,contribution-funding-status,developer-agreement-contribution,organisation,entry-date,start-date,end-date,slug
S106-103-C1-T1,10000,,secured,S106-103-C1,local-authority-eng:HAL,2020-12-22,2005-09-02,,/developer-agreement-transaction/local-authority-eng/HAL/S106-103-C1-T1
S106-103-C1-T2,10000,,received,S106-103-C1,local-authority-eng:HAL,2020-12-22,2012-01-06,,/developer-agreement-transaction/local-authority-eng/HAL/S106-103-C1-T2
S106-103-C1-T3,10000,,spent,S106-103-C1,local-authority-eng:HAL,2020-12-22,2013-03-01,,/developer-agreement-transaction/local-authority-eng/HAL/S106-103-C1-T3
S106-103-C2-T1,57366,,secured,S106-103-C2,local-authority-eng:HAL,2020-12-22,2005-09-02,,/developer-agreement-transaction/local-authority-eng/HAL/S106-103-C2-T1
S106-103-C2-T2,57366,,received,S106-103-C2,local-authority-eng:HAL,2020-12-22,2012-01-06,,/developer-agreement-transaction/local-authority-eng/HAL/S106-103-C2-T2
S106-103-C2-T3,36288,,allocated,S106-103-C2,local-authority-eng:HAL,2020-12-22,,,/developer-agreement-transaction/local-authority-eng/HAL/S106-103-C2-T3
S106-107-C1-T1,175000,,secured,S106-107-C1,local-authority-eng:HAL,2020-12-22,2005-12-14,,/developer-agreement-transaction/local-authority-eng/HAL/S106-107-C1-T1
S106-110-C1-T1,16000,,secured,S106-110-C1,local-authority-eng:HAL,2020-12-22,2006-06-23,,/developer-agreement-transaction/local-authority-eng/HAL/S106-110-C1-T1
S106-110-C2-T1,53734.2,,secured,S106-110-C2,local-authority-eng:HAL,2020-12-22,2006-06-23,,/developer-agreement-transaction/local-authority-eng/HAL/S106-110-C2-T1
S106-139-C1-T1,431815.8,,secured,S106-139-C1,local-authority-eng:HAL,2020-12-22,2009-11-23,,/developer-agreement-transaction/local-authority-eng/HAL/S106-139-C1-T1
S106-139-C2-T1,590000,,secured,S106-139-C2,local-authority-eng:HAL,2020-12-22,2009-11-23,,/developer-agreement-transaction/local-authority-eng/HAL/S106-139-C2-T1
S106-149-C1-T1,14693.75,,secured,S106-149-C1,local-authority-eng:HAL,2020-12-22,2000-05-15,,/developer-agreement-transaction/local-authority-eng/HAL/S106-149-C1-T1
S106-150-C1-T1,1000,,secured,S106-150-C1,local-authority-eng:HAL,2020-12-22,2010-11-02,,/developer-agreement-transaction/local-authority-eng/HAL/S106-150-C1-T1
S106-152-C1-T1,127986.03,,secured,S106-152-C1,local-authority-eng:HAL,2020-12-22,2010-12-06,,/developer-agreement-transaction/local-authority-eng/HAL/S106-152-C1-T1
S106-152-C1-T2,42662.01,,received,S106-152-C1,local-authority-eng:HAL,2020-12-22,2013-07-01,,/developer-agreement-transaction/local-authority-eng/HAL/S106-152-C1-T2
S106-152-C1-T3,85234,,received,S106-152-C1,local-authority-eng:HAL,2020-12-22,2015-09-01,,/developer-agreement-transaction/local-authority-eng/HAL/S106-152-C1-T3
S106-152-C2-T1,13065,,secured,S106-152-C2,local-authority-eng:HAL,2020-12-22,2010-12-06,,/developer-agreement-transaction/local-authority-eng/HAL/S106-152-C2-T1
S106-152-C2-T2,13065,,received,S106-152-C2,local-authority-eng:HAL,2020-12-22,2013-07-01,,/developer-agreement-transaction/local-authority-eng/HAL/S106-152-C2-T2
S106-152-C2-T3,3217.52,,spent,S106-152-C2,local-authority-eng:HAL,2020-12-22,2020-03-01,,/developer-agreement-transaction/local-authority-eng/HAL/S106-152-C2-T3
S106-153-C1-T1,192993.37,,secured,S106-153-C1,local-authority-eng:HAL,2020-12-22,2010-12-09,,/developer-agreement-transaction/local-authority-eng/HAL/S106-153-C1-T1
S106-153-C2-T1,25353,,secured,S106-153-C2,local-authority-eng:HAL,2020-12-22,2010-12-09,,/developer-agreement-transaction/local-authority-eng/HAL/S106-153-C2-T1
S106-154-C1-T1,24768.6,,secured,S106-154-C1,local-authority-eng:HAL,2020-12-22,2010-12-21,,/developer-agreement-transaction/local-authority-eng/HAL/S106-154-C1-T1
S106-154-C1-T2,2800,,received,S106-154-C1,local-authority-eng:HAL,2020-12-22,2013-03-01,,/developer-agreement-transaction/local-authority-eng/HAL/S106-154-C1-T2
S106-154-C1-T3,24768.6,,received,S106-154-C1,local-authority-eng:HAL,2020-12-22,2017-01-01,,/developer-agreement-transaction/local-authority-eng/HAL/S106-154-C1-T3
S106-154-C1-T4,27568.6,,spent,S106-154-C1,local-authority-eng:HAL,2020-12-22,2020-06-01,,/developer-agreement-transaction/local-authority-eng/HAL/S106-154-C1-T4
S106-155-C1-T1,150000,,secured,S106-155-C1,local-authority-eng:HAL,2020-12-22,2011-02-02,,/developer-agreement-transaction/local-authority-eng/HAL/S106-155-C1-T1
S106-155-C2-T1,450000,,secured,S106-155-C2,local-authority-eng:HAL,2020-12-22,2011-02-02,,/developer-agreement-transaction/local-authority-eng/HAL/S106-155-C2-T1
S106-162-C1-T1,154027.35,,received,S106-162-C1,local-authority-eng:HAL,2020-12-22,2015-03-20,,/developer-agreement-transaction/local-authority-eng/HAL/S106-162-C1-T1
S106-162-C1-T2,510092.82,,received,S106-162-C1,local-authority-eng:HAL,2020-12-22,2016-05-19,,/developer-agreement-transaction/local-authority-eng/HAL/S106-162-C1-T2
S106-162-C1-T3,616258.56,,received,S106-162-C1,local-authority-eng:HAL,2020-12-22,2017-05-01,,/developer-agreement-transaction/local-authority-eng/HAL/S106-162-C1-T3
