developer-agreement-transaction,amount,units,contribution-funding-status,developer-agreement-contribution,organisation,entry-date,start-date,end-date,slug
,,,,,local-authority-eng:BRA,2019-12-01,2019-04-04,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-04-12,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-05-10,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-05-20,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-06-11,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-06-11,2020-02-13,
,,,,,local-authority-eng:BRA,2019-12-01,2019-06-19,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-06-26,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-07-12,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-07-26,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-09-30,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-09-30,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-10-18,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-10-23,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-10-28,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-11-01,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-11-04,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-11-19,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-11-19,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-11-25,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-11-25,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-11-25,,
,,,,,local-authority-eng:BRA,2019-12-01,2019-12-19,,
,,,,,local-authority-eng:BRA,2020-02-18,2019-12-30,,
,,,,,local-authority-eng:BRA,2020-02-18,2020-01-14,,
,,,,,local-authority-eng:BRA,2020-02-18,2020-01-22,,
,,,,,local-authority-eng:BRA,2020-05-19,2020-01-23,,
,,,,,local-authority-eng:BRA,2020-02-18,2020-01-24,,
,,,,,local-authority-eng:BRA,2020-02-18,2020-02-07,,
,,,,,local-authority-eng:BRA,2020-02-18,2020-02-13,,
,,,,,local-authority-eng:BRA,2020-02-18,2020-02-14,,
,,,,,local-authority-eng:BRA,2020-02-25,2020-02-14,,
,,,,,local-authority-eng:BRA,2020-03-12,2020-03-02,,
,,,,,local-authority-eng:BRA,2020-03-27,2020-03-16,,
,,,,,local-authority-eng:BRA,2020-03-30,2020-03-26,,
