developer-agreement-transaction,amount,units,contribution-funding-status,developer-agreement-contribution,organisation,entry-date,start-date,end-date,slug
P/13/1826/2-dat,266000,,,P/13/1826/2-dac,local-authority-eng:CHA,2020-11-04,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
P/13/1826/2-dat,21732,,,P/13/1826/2-dac,local-authority-eng:CHA,2020-11-04,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
P/13/1826/2-dat,16230,,,P/13/1826/2-dac,local-authority-eng:CHA,2020-11-04,2019-02-27,2019-07-29,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
P/13/1826/2-dat,2139.87,,,P/13/1826/2-dac,local-authority-eng:CHA,2020-11-04,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
P/13/1826/2-dat,2137028.25,,,P/13/1826/2-dac,local-authority-eng:CHA,2020-11-04,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
P/13/1826/2-dat,677688.36,,,P/13/1826/2-dac,local-authority-eng:CHA,2020-11-04,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
P/13/1826/2-dat,11468.44,,,P/13/1826/2-dac,local-authority-eng:CHA,2020-11-04,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
P/13/1826/2-dat,65828.33,,,P/13/1826/2-dac,local-authority-eng:CHA,2020-11-04,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
P/13/1826/2-dat,62865,,,P/13/1826/2-dac,local-authority-eng:CHA,2020-11-04,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
P/13/1826/2-dat,9234.19,,,P/13/1826/2-dac,local-authority-eng:CHA,2020-11-04,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
P/13/1826/2-dat,8818.5,,,P/13/1826/2-dac,local-authority-eng:CHA,2020-11-04,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
P/13/1826/2-dat,6000,,,P/13/1826/2-dac,local-authority-eng:CHA,2020-11-04,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
P/13/1826/2-dat,76000,,,P/13/1826/2-dac,local-authority-eng:CHA,2020-11-04,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
P/13/1826/2-dat,20083,,,P/13/1826/2-dac,local-authority-eng:CHA,2020-11-04,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
P/13/1826/2-dat,30000,,,P/13/1826/2-dac,local-authority-eng:CHA,2020-11-04,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
P/13/1826/2-dat,111481.92,,,P/13/1826/2-dac,local-authority-eng:CHA,2020-11-04,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
P/13/1826/2-dat,0,,,P/13/1826/2-dac,local-authority-eng:CHA,2020-11-04,2019-02-27,,/developer-agreement-transaction/local-authority-eng/CHA/P-13-1826-2-dat
P/15/0047/2-dat,10076,,,P/15/0047/2-dac,local-authority-eng:CHA,2020-11-04,2018-05-02,,/developer-agreement-transaction/local-authority-eng/CHA/P-15-0047-2-dat
P/15/0047/2-dat,556233.67,,,P/15/0047/2-dac,local-authority-eng:CHA,2020-11-04,2018-05-02,,/developer-agreement-transaction/local-authority-eng/CHA/P-15-0047-2-dat
P/15/0047/2-dat,3500,,,P/15/0047/2-dac,local-authority-eng:CHA,2020-11-04,2018-05-02,,/developer-agreement-transaction/local-authority-eng/CHA/P-15-0047-2-dat
P/15/0047/2-dat,5890,,,P/15/0047/2-dac,local-authority-eng:CHA,2020-11-04,2018-05-02,,/developer-agreement-transaction/local-authority-eng/CHA/P-15-0047-2-dat
P/15/0047/2-dat,121423.68,,,P/15/0047/2-dac,local-authority-eng:CHA,2020-11-04,2018-05-02,,/developer-agreement-transaction/local-authority-eng/CHA/P-15-0047-2-dat
P/15/0047/2-dat,6000,,,P/15/0047/2-dac,local-authority-eng:CHA,2020-11-04,2018-05-02,,/developer-agreement-transaction/local-authority-eng/CHA/P-15-0047-2-dat
P/15/0047/2-dat,0,,,P/15/0047/2-dac,local-authority-eng:CHA,2020-11-04,2018-05-02,,/developer-agreement-transaction/local-authority-eng/CHA/P-15-0047-2-dat
P/17/2200/2-dat,5682.5,,,P/17/2200/2-dac,local-authority-eng:CHA,2020-11-04,2018-10-26,2019-12-23,/developer-agreement-transaction/local-authority-eng/CHA/P-17-2200-2-dat
P/17/0388/2-dat,23328.77,,,P/17/0388/2-dac,local-authority-eng:CHA,2020-11-04,2019-11-29,,/developer-agreement-transaction/local-authority-eng/CHA/P-17-0388-2-dat
P/17/2338/2-dat,62425,,,P/17/2338/2-dac,local-authority-eng:CHA,2020-11-04,2019-01-14,,/developer-agreement-transaction/local-authority-eng/CHA/P-17-2338-2-dat
P/17/2338/2-dat,154555.2,,,P/17/2338/2-dac,local-authority-eng:CHA,2020-11-04,2019-01-14,,/developer-agreement-transaction/local-authority-eng/CHA/P-17-2338-2-dat
P/17/2391/2-dat,14455.2,,,P/17/2391/2-dac,local-authority-eng:CHA,2020-11-04,2019-11-29,,/developer-agreement-transaction/local-authority-eng/CHA/P-17-2391-2-dat
P/17/2391/2-dat,690,,,P/17/2391/2-dac,local-authority-eng:CHA,2020-11-04,2019-11-29,,/developer-agreement-transaction/local-authority-eng/CHA/P-17-2391-2-dat
P/17/2391/2-dat,66786.54,,,P/17/2391/2-dac,local-authority-eng:CHA,2020-11-04,2019-11-29,,/developer-agreement-transaction/local-authority-eng/CHA/P-17-2391-2-dat
P/17/2391/2-dat,250,,,P/17/2391/2-dac,local-authority-eng:CHA,2020-11-04,2019-11-29,,/developer-agreement-transaction/local-authority-eng/CHA/P-17-2391-2-dat
P/17/2391/2-dat,300,,,P/17/2391/2-dac,local-authority-eng:CHA,2020-11-04,2019-11-29,,/developer-agreement-transaction/local-authority-eng/CHA/P-17-2391-2-dat
P/18/0284/2-dat,1200,,,P/18/0284/2-dac,local-authority-eng:CHA,2020-11-04,2019-05-15,2019-07-15,/developer-agreement-transaction/local-authority-eng/CHA/P-18-0284-2-dat
P/18/0284/2-dat,4904.68,,,P/18/0284/2-dac,local-authority-eng:CHA,2020-11-04,2019-05-15,2019-07-15,/developer-agreement-transaction/local-authority-eng/CHA/P-18-0284-2-dat
P/18/0284/2-dat,7000,,,P/18/0284/2-dac,local-authority-eng:CHA,2020-11-04,2019-05-15,2019-07-15,/developer-agreement-transaction/local-authority-eng/CHA/P-18-0284-2-dat
P/18/0284/2-dat,2222,,,P/18/0284/2-dac,local-authority-eng:CHA,2020-11-04,2019-05-15,2019-07-15,/developer-agreement-transaction/local-authority-eng/CHA/P-18-0284-2-dat
P/18/0284/2-dat,23737,,,P/18/0284/2-dac,local-authority-eng:CHA,2020-11-04,2019-05-15,2019-07-15,/developer-agreement-transaction/local-authority-eng/CHA/P-18-0284-2-dat
P/18/0284/2-dat,240,,,P/18/0284/2-dac,local-authority-eng:CHA,2020-11-04,2019-05-15,2019-07-15,/developer-agreement-transaction/local-authority-eng/CHA/P-18-0284-2-dat
P/18/0284/2-dat,1300,,,P/18/0284/2-dac,local-authority-eng:CHA,2020-11-04,2019-05-15,2019-07-15,/developer-agreement-transaction/local-authority-eng/CHA/P-18-0284-2-dat
P/18/0284/2-dat,29816.59,,,P/18/0284/2-dac,local-authority-eng:CHA,2020-11-04,2019-05-15,2019-07-15,/developer-agreement-transaction/local-authority-eng/CHA/P-18-0284-2-dat
P/18/0284/2-dat,27446,,,P/18/0284/2-dac,local-authority-eng:CHA,2020-11-04,2019-05-15,2019-07-15,/developer-agreement-transaction/local-authority-eng/CHA/P-18-0284-2-dat
P/18/0284/2-dat,124862,,,P/18/0284/2-dac,local-authority-eng:CHA,2020-11-04,2019-05-15,2019-07-15,/developer-agreement-transaction/local-authority-eng/CHA/P-18-0284-2-dat
P/18/0284/2-dat,20158.5,,,P/18/0284/2-dac,local-authority-eng:CHA,2020-11-04,2019-05-15,2019-07-15,/developer-agreement-transaction/local-authority-eng/CHA/P-18-0284-2-dat
P/18/0284/2-dat,0,,,P/18/0284/2-dac,local-authority-eng:CHA,2020-11-04,2019-06-11,,/developer-agreement-transaction/local-authority-eng/CHA/P-18-0284-2-dat
P/18/0284/2-dat,300,,,P/18/0284/2-dac,local-authority-eng:CHA,2020-11-04,2019-06-11,,/developer-agreement-transaction/local-authority-eng/CHA/P-18-0284-2-dat
P/18/0284/2-dat,300,,,P/18/0284/2-dac,local-authority-eng:CHA,2020-11-04,2019-06-11,,/developer-agreement-transaction/local-authority-eng/CHA/P-18-0284-2-dat
P/18/0662/2-dat,5931.24,,,P/18/0662/2-dac,local-authority-eng:CHA,2020-11-04,2019-06-11,,/developer-agreement-transaction/local-authority-eng/CHA/P-18-0662-2-dat
