developer-agreement-transaction,amount,units,contribution-funding-status,developer-agreement-contribution,organisation,entry-date,start-date,end-date,slug
12/00895/OUTM-CF-2,49521.63,,received,12/00895/OUTM-CF,local-authority-eng:NEA,2020-12-16,2019-12-23,,/developer-agreement-transaction/local-authority-eng/NEA/12-00895-OUTM-CF-2
12/00895/OUTM-CF-2a,56596.15,,received,12/00895/OUTM-CF,local-authority-eng:NEA,2020-12-16,2020-03-16,,/developer-agreement-transaction/local-authority-eng/NEA/12-00895-OUTM-CF-2a
18/00822/RMAM-AH-1p,,8,secured,18/00822/RMAM-AH,local-authority-eng:NEA,2020-12-16,2016-11-03,,/developer-agreement-transaction/local-authority-eng/NEA/18-00822-RMAM-AH-1p
18/00822/RMAM-CF-1,33075,,secured,18/00822/RMAM-CF,local-authority-eng:NEA,2020-12-16,2016-11-03,,/developer-agreement-transaction/local-authority-eng/NEA/18-00822-RMAM-CF-1
18/00822/RMAM-ED-1,67355,,secured,18/00822/RMAM-ED,local-authority-eng:NEA,2020-12-16,2016-11-03,,/developer-agreement-transaction/local-authority-eng/NEA/18-00822-RMAM-ED-1
18/00822/RMAM-OS-1p,,671,secured,18/00822/RMAM-OS,local-authority-eng:NEA,2020-12-16,2016-11-03,,/developer-agreement-transaction/local-authority-eng/NEA/18-00822-RMAM-OS-1p
18/00822/RMAM-OS-1pa,,1093,secured,18/00822/RMAM-OS,local-authority-eng:NEA,2020-12-16,2016-11-03,,/developer-agreement-transaction/local-authority-eng/NEA/18-00822-RMAM-OS-1pa
16/00135/FULM-CF-1,40162.5,,secured,16/00135/FULM-CF,local-authority-eng:NEA,2020-12-16,2017-03-13,,/developer-agreement-transaction/local-authority-eng/NEA/16-00135-FULM-CF-1
16/00135/FULM-ED-1,80185,,secured,16/00135/FULM-ED,local-authority-eng:NEA,2020-12-16,2017-03-13,,/developer-agreement-transaction/local-authority-eng/NEA/16-00135-FULM-ED-1
16/00135/FULM-OS-1p,,,secured,16/00135/FULM-OS,local-authority-eng:NEA,2020-12-16,2017-03-13,,/developer-agreement-transaction/local-authority-eng/NEA/16-00135-FULM-OS-1p
16/00135/FULM-OS-1,30709.48,,secured,16/00135/FULM-OS,local-authority-eng:NEA,2020-12-16,2017-03-13,,/developer-agreement-transaction/local-authority-eng/NEA/16-00135-FULM-OS-1
16/00135/FULM-OS-1a,9365.98,,secured,16/00135/FULM-OS,local-authority-eng:NEA,2020-12-16,2017-03-13,,/developer-agreement-transaction/local-authority-eng/NEA/16-00135-FULM-OS-1a
16/00337/OUTM-ED-2,83756.44,,received,16/00337/OUTM-ED,local-authority-eng:NEA,2020-12-16,2019-12-06,,/developer-agreement-transaction/local-authority-eng/NEA/16-00337-OUTM-ED-2
16/01144/FULM-CF-2,35973.75,,received,16/01144/FULM-CF,local-authority-eng:NEA,2020-12-16,2018-09-25,,/developer-agreement-transaction/local-authority-eng/NEA/16-01144-FULM-CF-2
16/01144/FULM-CF-3,35973.75,,allocated,16/01144/FULM-CF,local-authority-eng:NEA,2020-12-16,2019-06-28,,/developer-agreement-transaction/local-authority-eng/NEA/16-01144-FULM-CF-3
16/01144/FULM-CF-5,30973.75,,spent,16/01144/FULM-CF,local-authority-eng:NEA,2020-12-16,2020-03-31,,/developer-agreement-transaction/local-authority-eng/NEA/16-01144-FULM-CF-5
15/00523/RMAM-AH-2,469993.43,,received,15/00523/RMAM-AH,local-authority-eng:NEA,2020-12-16,2019-03-06,,/developer-agreement-transaction/local-authority-eng/NEA/15-00523-RMAM-AH-2
15/00523/RMAM-CF-2,261462.23,,received,15/00523/RMAM-CF,local-authority-eng:NEA,2020-12-16,2019-03-06,,/developer-agreement-transaction/local-authority-eng/NEA/15-00523-RMAM-CF-2
15/00523/RMAM-CF-5,3000,,spent,15/00523/RMAM-CF,local-authority-eng:NEA,2020-12-16,2019-11-21,,/developer-agreement-transaction/local-authority-eng/NEA/15-00523-RMAM-CF-5
15/00523/RMAM-CF-5a,4425,,spent,15/00523/RMAM-CF,local-authority-eng:NEA,2020-12-16,2020-03-09,,/developer-agreement-transaction/local-authority-eng/NEA/15-00523-RMAM-CF-5a
15/00523/RMAM-OS-2,274064.46,,received,15/00523/RMAM-OS,local-authority-eng:NEA,2020-12-16,2019-03-06,,/developer-agreement-transaction/local-authority-eng/NEA/15-00523-RMAM-OS-2
15/00523/RMAM-OS-5,29735,,spent,15/00523/RMAM-OS,local-authority-eng:NEA,2020-12-16,2020-03-03,,/developer-agreement-transaction/local-authority-eng/NEA/15-00523-RMAM-OS-5
15/00523/RMAM-GI-2,35556,,received,15/00523/RMAM-GI,local-authority-eng:NEA,2020-12-16,2019-03-06,,/developer-agreement-transaction/local-authority-eng/NEA/15-00523-RMAM-GI-2
15/01295/FULM-AH-1P,,2,secured,15/01295/FULM-AH,local-authority-eng:NEA,2020-12-16,2017-12-19,,/developer-agreement-transaction/local-authority-eng/NEA/15-01295-FULM-AH-1P
15/01295/FULM-AH-1Pa,,12,secured,15/01295/FULM-AH,local-authority-eng:NEA,2020-12-16,2017-12-19,,/developer-agreement-transaction/local-authority-eng/NEA/15-01295-FULM-AH-1Pa
15/01295/FULM-OS-1pa,,1286,secured,15/01295/FULM-OS,local-authority-eng:NEA,2020-12-16,2017-12-19,,/developer-agreement-transaction/local-authority-eng/NEA/15-01295-FULM-OS-1pa
15/01295/FULM-OS-1p,,1,secured,15/01295/FULM-OS,local-authority-eng:NEA,2020-12-16,2017-12-19,,/developer-agreement-transaction/local-authority-eng/NEA/15-01295-FULM-OS-1p
14/00465/OUTM-AH-1P,,120,secured,14/00465/OUTM-AH,local-authority-eng:NEA,2020-12-16,2017-12-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-AH-1P
14/00465/OUTM-TT-1P,,1,secured,14/00465/OUTM-TT,local-authority-eng:NEA,2020-12-16,2017-12-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-TT-1P
14/00465/OUTM-CF-2,300000,,received,14/00465/OUTM-CF,local-authority-eng:NEA,2020-12-16,2020-01-23,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-CF-2
14/00465/OUTM-CF-1P,,1,secured,14/00465/OUTM-CF,local-authority-eng:NEA,2020-12-16,2017-12-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-CF-1P
14/00465/OUTM-GI-1P,,,secured,14/00465/OUTM-GI,local-authority-eng:NEA,2020-12-16,2017-12-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-GI-1P
14/00465/OUTM-GI-1Pa,,,secured,14/00465/OUTM-GI,local-authority-eng:NEA,2020-12-16,2017-12-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-GI-1Pa
14/00465/OUTM-HE-2,300000,,received,14/00465/OUTM-HE,local-authority-eng:NEA,2020-12-16,2020-01-23,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-HE-2
14/00465/OUTM-MF-1P,9588,,secured,14/00465/OUTM-MF,local-authority-eng:NEA,2020-12-16,2017-12-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-MF-1P
14/00465/OUTM-OS-1P,,2,secured,14/00465/OUTM-OS,local-authority-eng:NEA,2020-12-16,2017-12-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-OS-1P
14/00465/OUTM-OS-1Pa,,,secured,14/00465/OUTM-OS,local-authority-eng:NEA,2020-12-16,2017-12-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-OS-1Pa
14/00465/OUTM-OS-1Pb,,,secured,14/00465/OUTM-OS,local-authority-eng:NEA,2020-12-16,2017-12-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-OS-1Pb
14/00465/OUTM-OS-1Pc,,,secured,14/00465/OUTM-OS,local-authority-eng:NEA,2020-12-16,2017-12-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-OS-1Pc
14/00465/OUTM-OS-1Pd,,6,secured,14/00465/OUTM-OS,local-authority-eng:NEA,2020-12-16,2017-12-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00465-OUTM-OS-1Pd
14/00161/FULM-AH-1P,,15,secured,14/00161/FULM-AH,local-authority-eng:NEA,2020-12-16,2018-01-24,,/developer-agreement-transaction/local-authority-eng/NEA/14-00161-FULM-AH-1P
14/00161/FULM-LI-2,2377,,received,14/00161/FULM-LI,local-authority-eng:NEA,2020-12-16,2019-11-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00161-FULM-LI-2
14/00161/FULM-MF-2P,2340,,received,14/00161/FULM-MF,local-authority-eng:NEA,2020-12-16,2018-01-24,,/developer-agreement-transaction/local-authority-eng/NEA/14-00161-FULM-MF-2P
14/00161/FULM-OS-2,4095,,received,14/00161/FULM-OS,local-authority-eng:NEA,2020-12-16,2019-11-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00161-FULM-OS-2
14/00161/FULM-OS-1P,,5,secured,14/00161/FULM-OS,local-authority-eng:NEA,2020-12-16,2018-01-24,,/developer-agreement-transaction/local-authority-eng/NEA/14-00161-FULM-OS-1P
14/00161/FULM-OS-1P,4095,,secured,14/00161/FULM-OS,local-authority-eng:NEA,2020-12-16,2019-11-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00161-FULM-OS-1P
14/00161/FULM-OS-1Pa,,1,secured,14/00161/FULM-OS,local-authority-eng:NEA,2020-12-16,2019-11-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00161-FULM-OS-1Pa
14/00161/FULM-TT-2,6000,,received,14/00161/FULM-TT,local-authority-eng:NEA,2020-12-16,2019-11-29,,/developer-agreement-transaction/local-authority-eng/NEA/14-00161-FULM-TT-2
16/02169/OUTM-AH-1P,,20,secured,16/02169/OUTM-AH,local-authority-eng:NEA,2020-12-16,2018-03-05,,/developer-agreement-transaction/local-authority-eng/NEA/16-02169-OUTM-AH-1P
16/02169/OUTM-CF-1,92732.69,,secured,16/02169/OUTM-CF,local-authority-eng:NEA,2020-12-16,2018-03-05,,/developer-agreement-transaction/local-authority-eng/NEA/16-02169-OUTM-CF-1
16/02169/OUTM-HI-1P,,2,secured,16/02169/OUTM-HI,local-authority-eng:NEA,2020-12-16,2018-03-05,,/developer-agreement-transaction/local-authority-eng/NEA/16-02169-OUTM-HI-1P
16/02169/OUTM-HI-2P,,2,received,16/02169/OUTM-HI,local-authority-eng:NEA,2020-12-16,2019-09-06,,/developer-agreement-transaction/local-authority-eng/NEA/16-02169-OUTM-HI-2P
16/02169/OUTM-MF-2P,1488,,received,16/02169/OUTM-MF,local-authority-eng:NEA,2020-12-16,2019-09-06,,/developer-agreement-transaction/local-authority-eng/NEA/16-02169-OUTM-MF-2P
16/02169/OUTM-OS-1P,,500,secured,16/02169/OUTM-OS,local-authority-eng:NEA,2020-12-16,2018-03-05,,/developer-agreement-transaction/local-authority-eng/NEA/16-02169-OUTM-OS-1P
16/02169/OUTM-OS-1,62126.42,,secured,16/02169/OUTM-OS,local-authority-eng:NEA,2020-12-16,2018-03-05,,/developer-agreement-transaction/local-authority-eng/NEA/16-02169-OUTM-OS-1
16/02169/OUTM-OS-1a,18956.98,,secured,16/02169/OUTM-OS,local-authority-eng:NEA,2020-12-16,2018-03-05,,/developer-agreement-transaction/local-authority-eng/NEA/16-02169-OUTM-OS-1a
16/02169/OUTM-OS-2P,,500,received,16/02169/OUTM-OS,local-authority-eng:NEA,2020-12-16,2020-12-08,,/developer-agreement-transaction/local-authority-eng/NEA/16-02169-OUTM-OS-2P
17/00582/FULM-CF-2,16216.61,,received,17/00582/FULM-CF,local-authority-eng:NEA,2020-12-16,2018-12-14,,/developer-agreement-transaction/local-authority-eng/NEA/17-00582-FULM-CF-2
17/00582/FULM-ED-2,252010,,received,17/00582/FULM-ED,local-authority-eng:NEA,2020-12-16,2018-12-14,,/developer-agreement-transaction/local-authority-eng/NEA/17-00582-FULM-ED-2
17/00582/FULM-OS-2,50952.38,,received,17/00582/FULM-OS,local-authority-eng:NEA,2020-12-16,2018-12-14,,/developer-agreement-transaction/local-authority-eng/NEA/17-00582-FULM-OS-2
17/00595/FULM-ED-2,366560,,received,17/00595/FULM-ED,local-authority-eng:NEA,2020-12-16,2019-12-24,,/developer-agreement-transaction/local-authority-eng/NEA/17-00595-FULM-ED-2
17/00595/FULM-HE-2,149849.55,,received,17/00595/FULM-HE,local-authority-eng:NEA,2020-12-16,2019-12-24,,/developer-agreement-transaction/local-authority-eng/NEA/17-00595-FULM-HE-2
17/00595/FULM-TT-2,199600,,received,17/00595/FULM-TT,local-authority-eng:NEA,2020-12-16,2019-12-24,,/developer-agreement-transaction/local-authority-eng/NEA/17-00595-FULM-TT-2
17/00595/FULM-OS-1p,,3,secured,17/00595/FULM-OS,local-authority-eng:NEA,2020-12-16,2018-08-08,,/developer-agreement-transaction/local-authority-eng/NEA/17-00595-FULM-OS-1p
