developer-agreement-transaction,amount,units,contribution-funding-status,developer-agreement-contribution,organisation,entry-date,start-date,end-date,slug
18/01030/FUL-rec,137.41,,received,18/01030/FUL- con,local-authority-eng:NEA,2020-12-01,2019-04-05,,/developer-agreement-transaction/local-authority-eng/NEA/18-01030-FUL-rec
18/02146/FUL-rec,1009.29,,received,18/02146/FUL-con,local-authority-eng:NEA,2020-12-01,2019-05-07,,/developer-agreement-transaction/local-authority-eng/NEA/18-02146-FUL-rec
17/02215/RMA-dem,17985,,secured,17/02215/RMA-con,local-authority-eng:NEA,2020-12-01,2019-05-10,2019-05-31,/developer-agreement-transaction/local-authority-eng/NEA/17-02215-RMA-dem
17/01055/RMAM-rec,113048.5,,received,17/01055/RMAM-con,local-authority-eng:NEA,2020-12-01,2019-05-16,,/developer-agreement-transaction/local-authority-eng/NEA/17-01055-RMAM-rec
15/01295/FULM-dem,322691.36,,secured,15/01295/FULM-con,local-authority-eng:NEA,2020-12-01,2019-05-17,,/developer-agreement-transaction/local-authority-eng/NEA/15-01295-FULM-dem
17/01846/FUL-dem,80221.91,,secured,17/01846/FUL-con,local-authority-eng:NEA,2020-12-01,2019-05-22,,/developer-agreement-transaction/local-authority-eng/NEA/17-01846-FUL-dem
15/01295/FULM-rec,322691.36,,received,15/01295/FULM-con,local-authority-eng:NEA,2020-12-01,2019-05-29,,/developer-agreement-transaction/local-authority-eng/NEA/15-01295-FULM-rec
18/02304/FUL-dem,19247.7,,secured,18/02304/FUL-con,local-authority-eng:NEA,2020-12-01,2019-05-31,,/developer-agreement-transaction/local-authority-eng/NEA/18-02304-FUL-dem
17/02215/RMA-rec,15435,,received,17/02215/RMA-con,local-authority-eng:NEA,2020-12-01,2019-06-04,,/developer-agreement-transaction/local-authority-eng/NEA/17-02215-RMA-rec
17/02215/RMA-dem,15435,,secured,17/02215/RMA-con,local-authority-eng:NEA,2020-12-01,2019-06-04,,/developer-agreement-transaction/local-authority-eng/NEA/17-02215-RMA-dem
17/01846/FUL-rec,50000,,received,17/01846/FUL-con,local-authority-eng:NEA,2020-12-01,2019-06-07,,/developer-agreement-transaction/local-authority-eng/NEA/17-01846-FUL-rec
18/01645/RMAM-rec,166275.31,,received,18/01645/RMAM-con,local-authority-eng:NEA,2020-12-01,2019-06-12,,/developer-agreement-transaction/local-authority-eng/NEA/18-01645-RMAM-rec
17/01846/FUL-rec,30221.91,,received,17/01846/FUL-con,local-authority-eng:NEA,2020-12-01,2019-06-21,,/developer-agreement-transaction/local-authority-eng/NEA/17-01846-FUL-rec
14/00161/FULM-rec,96913.25,,received,14/00161/FULM-con,local-authority-eng:NEA,2020-12-01,2019-06-28,,/developer-agreement-transaction/local-authority-eng/NEA/14-00161-FULM-rec
18/02153/FUL-dem,14768.81,,secured,18/02153/FUL-con,local-authority-eng:NEA,2020-12-01,2019-07-03,,/developer-agreement-transaction/local-authority-eng/NEA/18-02153-FUL-dem
17/00029/FUL-rec,6541.2,,received,17/00029/FUL-con,local-authority-eng:NEA,2020-12-01,2019-07-09,,/developer-agreement-transaction/local-authority-eng/NEA/17-00029-FUL-rec
17/00029/FUL-dem,6541.2,,secured,17/00029/FUL-con,local-authority-eng:NEA,2020-12-01,2019-07-09,,/developer-agreement-transaction/local-authority-eng/NEA/17-00029-FUL-dem
18/02304/FUL-rec,19247.7,,received,18/02304/FUL-con,local-authority-eng:NEA,2020-12-01,2019-07-10,,/developer-agreement-transaction/local-authority-eng/NEA/18-02304-FUL-rec
18/00597/FULM-dem,19677.76,,secured,18/00597/FULM-con,local-authority-eng:NEA,2020-12-01,2019-08-02,,/developer-agreement-transaction/local-authority-eng/NEA/18-00597-FULM-dem
18/01645/RMAM-rec,166275.2,,received,18/01645/RMAM-con,local-authority-eng:NEA,2020-12-01,2019-08-30,,/developer-agreement-transaction/local-authority-eng/NEA/18-01645-RMAM-rec
14/00161/FULM-rec,96913.25,,received,14/00161/FULM-con,local-authority-eng:NEA,2020-12-01,2019-08-30,,/developer-agreement-transaction/local-authority-eng/NEA/14-00161-FULM-rec
17/01248/FUL-dem,2590.46,,secured,17/01248/FUL-con,local-authority-eng:NEA,2020-12-01,2019-09-04,,/developer-agreement-transaction/local-authority-eng/NEA/17-01248-FUL-dem
18/00597/FULM-rec,19677.76,,received,18/00597/FULM-con,local-authority-eng:NEA,2020-12-01,2019-09-06,,/developer-agreement-transaction/local-authority-eng/NEA/18-00597-FULM-rec
17/01248/FUL-rec,2590.46,,received,17/01248/FUL-con,local-authority-eng:NEA,2020-12-01,2019-09-18,,/developer-agreement-transaction/local-authority-eng/NEA/17-01248-FUL-rec
18/00526/RMAM-dem,1004053.47,,secured,18/00526/RMAM-con,local-authority-eng:NEA,2020-12-01,2019-09-25,,/developer-agreement-transaction/local-authority-eng/NEA/18-00526-RMAM-dem
18/00953/FUL-dem,17715.11,,secured,18/00953/FUL-con,local-authority-eng:NEA,2020-12-01,2019-10-16,,/developer-agreement-transaction/local-authority-eng/NEA/18-00953-FUL-dem
18/00953/FUL-rec,17715.11,,received,18/00953/FUL-con,local-authority-eng:NEA,2020-12-01,2019-10-17,,/developer-agreement-transaction/local-authority-eng/NEA/18-00953-FUL-rec
15/00501/FULM-dem,22239.68,,secured,15/00501/FULM-con,local-authority-eng:NEA,2020-12-01,2019-10-23,,/developer-agreement-transaction/local-authority-eng/NEA/15-00501-FULM-dem
14/00353/FUL-dem,2480.32,,secured,14/00353/FUL-con,local-authority-eng:NEA,2020-12-01,2019-10-23,,/developer-agreement-transaction/local-authority-eng/NEA/14-00353-FUL-dem
18/00526/RMAM-rec,251014.47,,received,18/00526/RMAM-con,local-authority-eng:NEA,2020-12-01,2019-10-25,,/developer-agreement-transaction/local-authority-eng/NEA/18-00526-RMAM-rec
18/00710/FUL phase 2b-rec,1000,,received,18/00710/FUL phase 2b-con,local-authority-eng:NEA,2020-12-01,2019-11-05,,/developer-agreement-transaction/local-authority-eng/NEA/18-00710-FUL-phase-2b-rec
18/01497/FUL-dem,5825.01,,secured,18/01497/FUL-con,local-authority-eng:NEA,2020-12-01,2019-11-20,,/developer-agreement-transaction/local-authority-eng/NEA/18-01497-FUL-dem
18/00526/RMAM-rec,251013,,received,18/00526/RMAM-con,local-authority-eng:NEA,2020-12-01,2019-11-27,,/developer-agreement-transaction/local-authority-eng/NEA/18-00526-RMAM-rec
