developer-agreement-transaction,amount,units,contribution-funding-status,developer-agreement-contribution,organisation,entry-date,start-date,end-date,slug
20110802AHR,17064.8,,received,20110802AH,local-authority-eng:NLN,2020-11-25,2019-05-06,,/developer-agreement-transaction/local-authority-eng/NLN/20110802AHR
20130643AHR,136400,,received,20130643AH,local-authority-eng:NLN,2020-11-04,2015-04-22,,/developer-agreement-transaction/local-authority-eng/NLN/20130643AHR
20130643AHR,34500,,allocated,20130643AH,local-authority-eng:NLN,2020-11-04,2015-04-22,,/developer-agreement-transaction/local-authority-eng/NLN/20130643AHR
201114646AHR,16119.36,,received,20111464AH,local-authority-eng:NLN,2020-11-06,2015-12-02,,/developer-agreement-transaction/local-authority-eng/NLN/201114646AHR
20140270AHR,36360,,received,20140270AH,local-authority-eng:NLN,2020-11-06,2016-03-22,,/developer-agreement-transaction/local-authority-eng/NLN/20140270AHR
20151195AHR,55080.81,,received,20151195AH,local-authority-eng:NLN,2020-11-06,2018-05-01,,/developer-agreement-transaction/local-authority-eng/NLN/20151195AHR
20150597AHR,20999.8,,received,20150597AH,local-authority-eng:NLN,2020-11-06,2015-07-03,,/developer-agreement-transaction/local-authority-eng/NLN/20150597AHR
20150228AHR,48792.15,,received,20150228AH,local-authority-eng:NLN,2020-11-06,2018-08-13,,/developer-agreement-transaction/local-authority-eng/NLN/20150228AHR
20161793AHR,206880.96,,received,20161793AH,local-authority-eng:NLN,2020-11-06,2019-11-11,,/developer-agreement-transaction/local-authority-eng/NLN/20161793AHR
20140196AHR,,4,secured,20140196AH,local-authority-eng:NLN,2020-11-12,2020-01-09,,/developer-agreement-transaction/local-authority-eng/NLN/20140196AHR
20171002AHR,,2,secured,20171002AH,local-authority-eng:NLN,2020-11-12,2019-04-30,,/developer-agreement-transaction/local-authority-eng/NLN/20171002AHR
20161405AHR,,4,secured,20161405AH,local-authority-eng:NLN,2020-11-12,2019-05-29,,/developer-agreement-transaction/local-authority-eng/NLN/20161405AHR
20170992AHR,,1,secured,20170992AH,local-authority-eng:NLN,2020-11-12,2019-05-29,,/developer-agreement-transaction/local-authority-eng/NLN/20170992AHR
20170990AHR,,1,secured,20170990AH,local-authority-eng:NLN,2020-11-12,2019-05-29,,/developer-agreement-transaction/local-authority-eng/NLN/20170990AHR
20180217AHR,,16,secured,20180217AH,local-authority-eng:NLN,2020-11-12,2019-05-29,,/developer-agreement-transaction/local-authority-eng/NLN/20180217AHR
20151531AHR,,12,secured,20151531AH,local-authority-eng:NLN,2020-11-12,2019-06-03,,/developer-agreement-transaction/local-authority-eng/NLN/20151531AHR
20161601AHR,,27,secured,20161601AH,local-authority-eng:NLN,2020-11-12,2019-08-23,,/developer-agreement-transaction/local-authority-eng/NLN/20161601AHR
20170986AHR,,1,secured,20170986AH,local-authority-eng:NLN,2020-11-12,2019-10-07,,/developer-agreement-transaction/local-authority-eng/NLN/20170986AHR
20180751AHR,,1,secured,20180751AH,local-authority-eng:NLN,2020-11-12,2019-10-07,,/developer-agreement-transaction/local-authority-eng/NLN/20180751AHR
20190414AHR,,1,secured,20190414AH,local-authority-eng:NLN,2020-11-12,2020-01-09,,/developer-agreement-transaction/local-authority-eng/NLN/20190414AHR
20172008AHR,,14,secured,20172008AH,local-authority-eng:NLN,2020-11-12,2020-02-28,,/developer-agreement-transaction/local-authority-eng/NLN/20172008AHR
20180425AHR,,6,secured,20180425AH,local-authority-eng:NLN,2020-11-12,2019-04-30,,/developer-agreement-transaction/local-authority-eng/NLN/20180425AHR
20150528AHR,12694.08,,returned,20150528AH,local-authority-eng:NLN,2020-11-06,2019-08-02,,/developer-agreement-transaction/local-authority-eng/NLN/20150528AHR
20060782EDR,67949.16,,allocated,20060782ED,local-authority-eng:NLN,2020-11-06,2011-06-17,,/developer-agreement-transaction/local-authority-eng/NLN/20060782EDR
20051399ED1R,61298.37,,received,20051399ED1,local-authority-eng:NLN,2020-11-06,2008-11-19,,/developer-agreement-transaction/local-authority-eng/NLN/20051399ED1R
20051399ED2R,40026.65,,received,20051399ED2,local-authority-eng:NLN,2020-11-06,2011-07-19,,/developer-agreement-transaction/local-authority-eng/NLN/20051399ED2R
20051399ED3R,78344,,received,20051399ED3,local-authority-eng:NLN,2020-11-06,2012-10-10,,/developer-agreement-transaction/local-authority-eng/NLN/20051399ED3R
20071970ED2R,52433,,received,20071970ED2,local-authority-eng:NLN,2020-11-06,2018-08-24,,/developer-agreement-transaction/local-authority-eng/NLN/20071970ED2R
20071970ED3R,69048,,received,20071970ED3,local-authority-eng:NLN,2020-11-06,2020-01-15,,/developer-agreement-transaction/local-authority-eng/NLN/20071970ED3R
20151308ED1R,109506.44,,received,20151308ED1,local-authority-eng:NLN,2020-11-06,2018-05-01,,/developer-agreement-transaction/local-authority-eng/NLN/20151308ED1R
20151308ED2R,110919.07,,received,20151308ED2,local-authority-eng:NLN,2020-11-06,2018-09-26,,/developer-agreement-transaction/local-authority-eng/NLN/20151308ED2R
20151308ED3R,149207.51,,received,20151308ED3,local-authority-eng:NLN,2020-11-06,2018-11-07,,/developer-agreement-transaction/local-authority-eng/NLN/20151308ED3R
20161793ED1R,9102.86,,spent,20161793ED1,local-authority-eng:NLN,2020-11-06,2019-04-10,,/developer-agreement-transaction/local-authority-eng/NLN/20161793ED1R
20161793ED1R,57593.25,,allocated,20161793ED1,local-authority-eng:NLN,2020-11-06,2018-11-07,,/developer-agreement-transaction/local-authority-eng/NLN/20161793ED1R
20171541EDR,8746.67,,received,20171541ED,local-authority-eng:NLN,2020-11-06,2019-04-02,,/developer-agreement-transaction/local-authority-eng/NLN/20171541EDR
20170767ED1R,28244,,received,20170767ED,local-authority-eng:NLN,2020-11-06,2019-11-04,,/developer-agreement-transaction/local-authority-eng/NLN/20170767ED1R
20171541HWR,897.72,,received,20171541HW,local-authority-eng:NLN,2020-11-06,2019-04-02,,/developer-agreement-transaction/local-authority-eng/NLN/20171541HWR
20030860HWR,4302.78,,received,20030860HW,local-authority-eng:NLN,2020-11-06,2015-10-05,,/developer-agreement-transaction/local-authority-eng/NLN/20030860HWR
20111110HWR,7037,,received,20111110HW,local-authority-eng:NLN,2020-11-06,2015-04-02,,/developer-agreement-transaction/local-authority-eng/NLN/20111110HWR
20150111HWR,1500,,received,20150111HW,local-authority-eng:NLN,2020-11-06,2015-10-15,,/developer-agreement-transaction/local-authority-eng/NLN/20150111HWR
20150111HWR,26056.05,,received,20150111HW,local-authority-eng:NLN,2020-11-06,2017-10-09,,/developer-agreement-transaction/local-authority-eng/NLN/20150111HWR
20150111HWR,5016.78,,received,20150111HW,local-authority-eng:NLN,2020-11-06,2018-05-01,,/developer-agreement-transaction/local-authority-eng/NLN/20150111HWR
20161793HWR,17686.11,,received,20161793HW,local-authority-eng:NLN,2020-11-06,2019-04-02,,/developer-agreement-transaction/local-authority-eng/NLN/20161793HWR
20180393HW1R,22881.83,,spent,20180393HW1,local-authority-eng:NLN,2020-11-06,2019-11-27,,/developer-agreement-transaction/local-authority-eng/NLN/20180393HW1R
20180393HW2R,60199.63,,received,20180393HW2,local-authority-eng:NLN,2020-11-06,2019-03-28,,/developer-agreement-transaction/local-authority-eng/NLN/20180393HW2R
20180393HW2R,6596.6,,spent,20180393HW2,local-authority-eng:NLN,2020-11-06,2019-11-27,,/developer-agreement-transaction/local-authority-eng/NLN/20180393HW2R
20121303HWR,60000,,received,20121303HW,local-authority-eng:NLN,2020-11-06,2017-08-02,,/developer-agreement-transaction/local-authority-eng/NLN/20121303HWR
20121303HWR,60000,,spent,20121303HW,local-authority-eng:NLN,2020-11-06,2019-11-26,,/developer-agreement-transaction/local-authority-eng/NLN/20121303HWR
20090334HWR,28985.45,,allocated,20090334HW,local-authority-eng:NLN,2020-11-06,2020-03-18,,/developer-agreement-transaction/local-authority-eng/NLN/20090334HWR
20121288HWR,171283.62,,spent,20121288HW,local-authority-eng:NLN,2020-11-06,2019-10-29,,/developer-agreement-transaction/local-authority-eng/NLN/20121288HWR
20050879HWR,3217.77,,spent,20050879HW,local-authority-eng:NLN,2020-11-06,2020-01-30,,/developer-agreement-transaction/local-authority-eng/NLN/20050879HWR
20130734RECR,4349.48,,received,20130734REC,local-authority-eng:NLN,2020-11-06,2016-11-21,,/developer-agreement-transaction/local-authority-eng/NLN/20130734RECR
20140161RECR,33934.17,,received,20140161REC,local-authority-eng:NLN,2020-11-06,2017-03-27,,/developer-agreement-transaction/local-authority-eng/NLN/20140161RECR
20140249RECR,5804.09,,received,20140249REC,local-authority-eng:NLN,2020-11-06,2017-10-09,,/developer-agreement-transaction/local-authority-eng/NLN/20140249RECR
20150922RECR,7134.82,,received,20150992REC,local-authority-eng:NLN,2020-11-06,2017-10-11,,/developer-agreement-transaction/local-authority-eng/NLN/20150922RECR
20150111RECR,21800.13,,received,20150111REC,local-authority-eng:NLN,2020-11-06,2018-05-01,,/developer-agreement-transaction/local-authority-eng/NLN/20150111RECR
20151195RECR,6244.86,,received,20151195REC,local-authority-eng:NLN,2020-11-06,2018-05-01,,/developer-agreement-transaction/local-authority-eng/NLN/20151195RECR
20150597RECR,45164.58,,allocated,20150597REC,local-authority-eng:NLN,2020-11-06,2018-09-27,,/developer-agreement-transaction/local-authority-eng/NLN/20150597RECR
20131288REC1R,4010,,received,20131288REC1,local-authority-eng:NLN,2020-11-06,2019-06-06,,/developer-agreement-transaction/local-authority-eng/NLN/20131288REC1R
20131288REC1R,30990,,spent,20131288REC1,local-authority-eng:NLN,2020-11-06,2019-08-01,,/developer-agreement-transaction/local-authority-eng/NLN/20131288REC1R
20131288REC2R,30000,,received,20131288REC2,local-authority-eng:NLN,2020-11-06,2019-12-09,,/developer-agreement-transaction/local-authority-eng/NLN/20131288REC2R
20151308RECR,45802.8,,received,20151308REC,local-authority-eng:NLN,2020-11-06,2019-04-02,,/developer-agreement-transaction/local-authority-eng/NLN/20151308RECR
20181583RECR,8115.2,,transferred,20181583REC,local-authority-eng:NLN,2020-11-06,2019-10-01,,/developer-agreement-transaction/local-authority-eng/NLN/20181583RECR
20131578LEIR,16733,,spent,20131578LEI,local-authority-eng:NLN,2020-11-06,2020-02-17,,/developer-agreement-transaction/local-authority-eng/NLN/20131578LEIR
20050392TCR,24906.45,,spent,20050392TC,local-authority-eng:NLN,2020-11-06,2020-03-26,,/developer-agreement-transaction/local-authority-eng/NLN/20050392TCR
