developer-agreement-transaction,amount,units,contribution-funding-status,developer-agreement-contribution,organisation,entry-date,start-date,end-date,slug
10/00351/FULL-tr-s106-1,500,,received,10/00351/FULL-s106-1,local-authority-eng:GOS,2020-06-17,2019-04-30,,/developer-agreement-transaction/local-authority-eng/GOS/10-00351-FULL-tr-s106-1
10/00351/FULL-tr-s106-2,500,,received,10/00351/FULL-s106-1,local-authority-eng:GOS,2020-06-17,2019-08-06,,/developer-agreement-transaction/local-authority-eng/GOS/10-00351-FULL-tr-s106-2
10/00351/FULL-tr-s106-3,500,,received,10/00351/FULL-s106-1,local-authority-eng:GOS,2020-06-17,2019-11-01,,/developer-agreement-transaction/local-authority-eng/GOS/10-00351-FULL-tr-s106-3
10/00351/FULL-tr-s106-4,500,,received,10/00351/FULL-s106-1,local-authority-eng:GOS,2020-06-17,2020-02-03,,/developer-agreement-transaction/local-authority-eng/GOS/10-00351-FULL-tr-s106-4
10/00351/FULL-tr-s106-5,10900,,secured,10/00351/FULL-s106-1,local-authority-eng:GOS,2020-06-17,2010-11-10,,/developer-agreement-transaction/local-authority-eng/GOS/10-00351-FULL-tr-s106-5
16/00602/FULL-tr-cil-s-1,12227.01,,received,16/00602/FULL-cil-s,local-authority-eng:GOS,2020-06-17,2018-04-05,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-s-1
16/00602/FULL-tr-cil-n-1,2292.56,,received,16/00602/FULL-cil-n,local-authority-eng:GOS,2020-06-17,2018-04-05,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-n-1
16/00602/FULL-tr-cil-a-1,764.19,,received,16/00602/FULL-cil-a,local-authority-eng:GOS,2020-06-17,2018-04-05,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-a-1
16/00602/FULL-tr-cil-s-2,2000,,received,16/00602/FULL-cil-s,local-authority-eng:GOS,2020-06-17,2019-07-02,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-s-2
16/00602/FULL-tr-cil-n-2,375,,received,16/00602/FULL-cil-n,local-authority-eng:GOS,2020-06-17,2019-07-02,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-n-2
16/00602/FULL-tr-cil-a-2,125,,received,16/00602/FULL-cil-a,local-authority-eng:GOS,2020-06-17,2019-07-02,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-a-2
16/00602/FULL-tr-cil-s-3,2000,,received,16/00602/FULL-cil-s,local-authority-eng:GOS,2020-06-17,2019-08-07,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-s-3
16/00602/FULL-tr-cil-n-3,375,,received,16/00602/FULL-cil-n,local-authority-eng:GOS,2020-06-17,2019-08-07,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-n-3
16/00602/FULL-tr-cil-a-3,125,,received,16/00602/FULL-cil-a,local-authority-eng:GOS,2020-06-17,2019-08-07,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-a-3
16/00602/FULL-tr-cil-s-4,2000,,received,16/00602/FULL-cil-s,local-authority-eng:GOS,2020-06-17,2019-09-09,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-s-4
16/00602/FULL-tr-cil-n-4,375,,received,16/00602/FULL-cil-n,local-authority-eng:GOS,2020-06-17,2019-09-09,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-n-4
16/00602/FULL-tr-cil-a-4,125,,received,16/00602/FULL-cil-a,local-authority-eng:GOS,2020-06-17,2019-09-09,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-a-4
16/00602/FULL-tr-cil-s-5,2000,,received,16/00602/FULL-cil-s,local-authority-eng:GOS,2020-06-17,2019-10-09,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-s-5
16/00602/FULL-tr-cil-n-5,375,,received,16/00602/FULL-cil-n,local-authority-eng:GOS,2020-06-17,2019-10-09,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-n-5
16/00602/FULL-tr-cil-a-5,125,,received,16/00602/FULL-cil-a,local-authority-eng:GOS,2020-06-17,2019-10-09,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-a-5
16/00602/FULL-tr-cil-s-6,2000,,received,16/00602/FULL-cil-s,local-authority-eng:GOS,2020-06-17,2019-11-12,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-s-6
16/00602/FULL-tr-cil-n-6,375,,received,16/00602/FULL-cil-n,local-authority-eng:GOS,2020-06-17,2019-11-12,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-n-6
16/00602/FULL-tr-cil-a-6,125,,received,16/00602/FULL-cil-a,local-authority-eng:GOS,2020-06-17,2019-11-12,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-a-6
16/00602/FULL-tr-cil-s-7,2000,,received,16/00602/FULL-cil-s,local-authority-eng:GOS,2020-06-17,2019-12-12,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-s-7
16/00602/FULL-tr-cil-n-7,375,,received,16/00602/FULL-cil-n,local-authority-eng:GOS,2020-06-17,2019-12-12,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-n-7
16/00602/FULL-tr-cil-a-7,125,,received,16/00602/FULL-cil-a,local-authority-eng:GOS,2020-06-17,2019-12-12,,/developer-agreement-transaction/local-authority-eng/GOS/16-00602-FULL-tr-cil-a-7
