developer-agreement-transaction,amount,units,contribution-funding-status,developer-agreement-contribution,organisation,entry-date,start-date,end-date,slug
CIL00017-LP00032_59,30077.38,,received,18/01796/FUL_CIL_59,local-authority-eng:CHT,2020-04-06,2019-06-28,,/developer-agreement-transaction/local-authority-eng/CHT/CIL00017-LP00032-59
CIL00017-LP00032_59A,5639.51,,received,18/01796/FUL_59A,local-authority-eng:CHT,2020-04-06,2019-06-28,,/developer-agreement-transaction/local-authority-eng/CHT/CIL00017-LP00032-59A
CIL00017-LP00032_61,1879.84,,transferred,18/01796/FUL_CIL_61,local-authority-eng:CHT,2020-04-06,2019-06-28,,/developer-agreement-transaction/local-authority-eng/CHT/CIL00017-LP00032-61
CIL00057-LP00223_59,2560,,received,19/00189/CONDIT_CIL_59,local-authority-eng:CHT,2020-04-06,2019-11-06,,/developer-agreement-transaction/local-authority-eng/CHT/CIL00057-LP00223-59
CIL00057-LP00223_59A,480,,received,19/00189/CONDIT_CIL_59A,local-authority-eng:CHT,2020-04-06,2019-11-06,,/developer-agreement-transaction/local-authority-eng/CHT/CIL00057-LP00223-59A
CIL00057-LP00223_61,160,,transferred,19/00189/CONDIT_CIL_61,local-authority-eng:CHT,2020-04-06,2019-11-06,,/developer-agreement-transaction/local-authority-eng/CHT/CIL00057-LP00223-61
CIL00094-LP00185_59,17510.4,,received,19/01340/FUL_CIL_59,local-authority-eng:CHT,2020-04-06,2019-12-23,,/developer-agreement-transaction/local-authority-eng/CHT/CIL00094-LP00185-59
CIL00094-LP00185_59A,3283.2,,received,19/01340/FUL_CIL_59A,local-authority-eng:CHT,2020-04-06,2019-12-23,,/developer-agreement-transaction/local-authority-eng/CHT/CIL00094-LP00185-59A
CIL00094-LP00185_61,1094.4,,transferred,19/01340/FUL_CIL_61,local-authority-eng:CHT,2020-04-06,2019-12-23,,/developer-agreement-transaction/local-authority-eng/CHT/CIL00094-LP00185-61
CIL00107-LP00327_59,9038.4,,received,19/01585/FUL_CIL_59,local-authority-eng:CHT,2020-04-06,2020-03-17,,/developer-agreement-transaction/local-authority-eng/CHT/CIL00107-LP00327-59
