developer-agreement-transaction,amount,units,contribution-funding-status,developer-agreement-contribution,organisation,entry-date,start-date,end-date,slug
LA/2009/1049/UU/6-o/6,-1386.2,,spent,LA/2009/1049/UU/6-o,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2009-1049-UU-6-o-6
LA/2010/0218/106/OP-8.6/7,-14080,,transferred,LA/2010/0218/106/OP-8.6,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0218-106-OP-8-6-7
LA/2011/0737/106/S1-2/2,-2576.47,,spent,LA/2011/0737/106/S1-2,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2011-0737-106-S1-2-2
LA/2011/0740/106/S1-2/2,-4590.16,,spent,LA/2011/0740/106/S1-2,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2011-0740-106-S1-2-2
LA/2010/0332/106/S1-10/28,-5135.92,,spent,LA/2010/0332/106/S1-10,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0332-106-S1-10-28
LA/2010/0332/106/S1-10/29,-5268.4,,spent,LA/2010/0332/106/S1-10,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0332-106-S1-10-29
LA/2010/0332/106/S1-12.1/32,-47554.85,,transferred,LA/2010/0332/106/S1-12.1,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0332-106-S1-12-1-32
LA/2010/0332/106/S1-12.1/33,-48899.92,,transferred,LA/2010/0332/106/S1-12.1,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0332-106-S1-12-1-33
LA/2010/0332/106/S1-14/39,-2835.62,,transferred,LA/2010/0332/106/S1-14,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0332-106-S1-14-39
LA/2010/0995/106/S3-3.2/27,13701.78,,received,LA/2010/0995/106/S3-3.2,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S3-3-2-27
LA/2010/0995/106/S3-3.2/27,-25515.41,,spent,LA/2010/0995/106/S3-3.2,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S3-3-2-27
LA/2010/0995/106/S3-3.2/27,11813.63,,received,LA/2010/0995/106/S3-3.2,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S3-3-2-27
LA/2010/0995/106/S3-3.3/30,18836.61,,received,LA/2010/0995/106/S3-3.3,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S3-3-3-30
LA/2010/0995/106/S3-3.3/30,-35077.48,,spent,LA/2010/0995/106/S3-3.3,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S3-3-3-30
LA/2010/0995/106/S3-3.3/30,16240.87,,received,LA/2010/0995/106/S3-3.3,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S3-3-3-30
LA/2010/0995/106/S3-6.1/33,-111612.57,,spent,LA/2010/0995/106/S3-6.1,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S3-6-1-33
LA/2010/0995/106/S3-7.1/34,-34879.46,,spent,LA/2010/0995/106/S3-7.1,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S3-7-1-34
LA/2010/0995/106/S3-7.1/35,-35716.41,,spent,LA/2010/0995/106/S3-7.1,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S3-7-1-35
LA/2010/0995/106/S3-7.1/36,-37118.65,,spent,LA/2010/0995/106/S3-7.1,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S3-7-1-36
LA/2010/0995/106/S4-14/15/41,-44336.26,,spent,LA/2010/0995/106/S4-14/15,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S4-14-15-41
LA/2010/0995/106/S4-14/15/41,91292.15,,received,LA/2010/0995/106/S4-14/15,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S4-14-15-41
LA/2010/0995/106/S4-14/15/41,78711.85,,received,LA/2010/0995/106/S4-14/15,local-authority-eng:SNR,2021-03-25,,,/developer-agreement-transaction/local-authority-eng/SNR/LA-2010-0995-106-S4-14-15-41
