developer-agreement-transaction,amount,units,contribution-funding-status,developer-agreement-contribution,organisation,entry-date,start-date,end-date,slug
01/06/0285AP1-t1,2185,,received,01/06/0285AP1,local-authority-eng:CMA,2020-11-23,2007-05-31,,/developer-agreement-transaction/local-authority-eng/CMA/01-06-0285AP1-t1
01/10/1026AP3-t1,201000,,received,01/10/1026AP3,local-authority-eng:CMA,2020-11-23,2014-07-02,,/developer-agreement-transaction/local-authority-eng/CMA/01-10-1026AP3-t1
01/10/1116AP1-t1,13625,,received,01/10/1116AP1,local-authority-eng:CMA,2020-11-23,2018-06-21,,/developer-agreement-transaction/local-authority-eng/CMA/01-10-1116AP1-t1
01/10/1116AP1-t2,13625,,allocated,01/10/1116AP1,local-authority-eng:CMA,2020-11-23,2018-06-21,,/developer-agreement-transaction/local-authority-eng/CMA/01-10-1116AP1-t2
01/12/0610AP2-t1,62617.44,,received,01/12/0610AP2,local-authority-eng:CMA,2020-11-23,2015-12-11,,/developer-agreement-transaction/local-authority-eng/CMA/01-12-0610AP2-t1
01/12/0710AP1-t1,143891,,received,01/12/0710AP1,local-authority-eng:CMA,2020-11-23,2014-12-16,,/developer-agreement-transaction/local-authority-eng/CMA/01-12-0710AP1-t1
01/12/0878AP1-t1,342502,,received,01/12/0878AP1,local-authority-eng:CMA,2020-11-23,2015-03-10,,/developer-agreement-transaction/local-authority-eng/CMA/01-12-0878AP1-t1
01/13/0983AP1-t1,7920,,allocated,01/13/0983AP1,local-authority-eng:CMA,2020-11-23,2018-09-17,,/developer-agreement-transaction/local-authority-eng/CMA/01-13-0983AP1-t1
01/14/0761AP1-t1,29100,,received,01/14/0761AP1,local-authority-eng:CMA,2020-11-23,2018-04-26,,/developer-agreement-transaction/local-authority-eng/CMA/01-14-0761AP1-t1
01/14/0761AP3-t1,729307.95,,received,01/14/0761AP3,local-authority-eng:CMA,2020-11-23,2019-02-22,,/developer-agreement-transaction/local-authority-eng/CMA/01-14-0761AP3-t1
01/14/0778AP1-t1,25000,,received,01/14/0778AP1,local-authority-eng:CMA,2020-11-23,2018-05-02,,/developer-agreement-transaction/local-authority-eng/CMA/01-14-0778AP1-t1
01/14/0778AP5-t1,150000,,received,01/14/0778AP5,local-authority-eng:CMA,2020-11-23,2018-05-02,,/developer-agreement-transaction/local-authority-eng/CMA/01-14-0778AP5-t1
01/14/0778AP5-t2,100000,,allocated,01/14/0778AP5,local-authority-eng:CMA,2020-11-23,2020-04-28,,/developer-agreement-transaction/local-authority-eng/CMA/01-14-0778AP5-t2
01/14/0778AP6-t1,425250,,received,01/14/0778AP6,local-authority-eng:CMA,2020-11-23,2018-05-16,,/developer-agreement-transaction/local-authority-eng/CMA/01-14-0778AP6-t1
01/14/0778AP7-t1,422318,,received,01/14/0778AP7,local-authority-eng:CMA,2020-11-23,2018-05-16,,/developer-agreement-transaction/local-authority-eng/CMA/01-14-0778AP7-t1
01/15/0341AP1-t1,20750,,received,01/15/0341AP1,local-authority-eng:CMA,2020-11-23,2016-04-25,,/developer-agreement-transaction/local-authority-eng/CMA/01-15-0341AP1-t1
01/15/0341AP1-t2,14102.52,,spent,01/15/0341AP1,local-authority-eng:CMA,2020-11-23,2017-03-03,,/developer-agreement-transaction/local-authority-eng/CMA/01-15-0341AP1-t2
01/15/0886AP1-t1,10920,,received,01/15/0886AP1,local-authority-eng:CMA,2020-11-23,2020-02-10,,/developer-agreement-transaction/local-authority-eng/CMA/01-15-0886AP1-t1
01/15/0886AP2-t1,143701.04,,received,01/15/0886AP2,local-authority-eng:CMA,2020-11-23,2019-11-21,,/developer-agreement-transaction/local-authority-eng/CMA/01-15-0886AP2-t1
01/15/0886AP3-t1,35486.39,,received,01/15/0886AP3,local-authority-eng:CMA,2020-11-23,2019-11-21,,/developer-agreement-transaction/local-authority-eng/CMA/01-15-0886AP3-t1
01/15/0886AP3-t2,35486.39,,allocated,01/15/0886AP3,local-authority-eng:CMA,2020-12-14,2020-11-29,,/developer-agreement-transaction/local-authority-eng/CMA/01-15-0886AP3-t2
