developer-agreement-transaction,amount,units,contribution-funding-status,developer-agreement-contribution,organisation,entry-date,start-date,end-date,slug
14/10444/CIL,1228.98,,received,LA2016/119A,local-authority-eng:WIL,2020-04-15,2020-03-10,,/developer-agreement-transaction/local-authority-eng/WIL/14-10444-CIL
14/10444/CIL,1503.81,,received,LA2016/119A,local-authority-eng:WIL,2020-04-15,2020-03-10,,/developer-agreement-transaction/local-authority-eng/WIL/14-10444-CIL
14/10444/CIL,1503.81,,secured,LA2016/119A,local-authority-eng:WIL,2020-04-15,2020-03-10,,/developer-agreement-transaction/local-authority-eng/WIL/14-10444-CIL
14/10444/CIL,3866.94,,received,LA2016/119B,local-authority-eng:WIL,2020-04-15,2020-03-10,,/developer-agreement-transaction/local-authority-eng/WIL/14-10444-CIL
14/10444/CIL,4511.43,,received,LA2016/119B,local-authority-eng:WIL,2020-04-15,2020-03-10,,/developer-agreement-transaction/local-authority-eng/WIL/14-10444-CIL
14/10444/CIL,4511.43,,secured,LA2016/119B,local-authority-eng:WIL,2020-04-15,2020-03-10,,/developer-agreement-transaction/local-authority-eng/WIL/14-10444-CIL
15/05086/CIL,478.13,,received,LA2015/322A,local-authority-eng:WIL,2020-04-15,2019-04-03,,/developer-agreement-transaction/local-authority-eng/WIL/15-05086-CIL
15/05086/CIL,1434.38,,received,LA2015/322B,local-authority-eng:WIL,2020-04-15,2019-04-03,,/developer-agreement-transaction/local-authority-eng/WIL/15-05086-CIL
15/05550/CIL,595,,received,LA2015/420A,local-authority-eng:WIL,2020-04-15,2019-06-06,,/developer-agreement-transaction/local-authority-eng/WIL/15-05550-CIL
15/05550/CIL,2975,,received,LA2015/420B,local-authority-eng:WIL,2020-04-15,2019-06-06,,/developer-agreement-transaction/local-authority-eng/WIL/15-05550-CIL
15/07201/CIL,3004.75,,received,LA2015/400A,local-authority-eng:WIL,2020-04-15,2019-05-21,,/developer-agreement-transaction/local-authority-eng/WIL/15-07201-CIL
15/07201/CIL,9014.25,,received,LA2015/400B,local-authority-eng:WIL,2020-04-15,2019-05-21,,/developer-agreement-transaction/local-authority-eng/WIL/15-07201-CIL
15/07289/CIL,149.71,,received,LA2016/182A,local-authority-eng:WIL,2020-04-15,2019-07-29,,/developer-agreement-transaction/local-authority-eng/WIL/15-07289-CIL
15/07289/CIL,449.14,,received,LA2016/182B,local-authority-eng:WIL,2020-04-15,2019-07-29,,/developer-agreement-transaction/local-authority-eng/WIL/15-07289-CIL
15/08696/CIL,1525.28,,received,LA2019/229A,local-authority-eng:WIL,2020-04-15,2019-08-19,,/developer-agreement-transaction/local-authority-eng/WIL/15-08696-CIL
15/08696/CIL,4575.85,,received,LA2019/229B,local-authority-eng:WIL,2020-04-15,2019-08-19,,/developer-agreement-transaction/local-authority-eng/WIL/15-08696-CIL
15/11291/CIL,573.29,,secured,LA2019/211A,local-authority-eng:WIL,2020-04-15,2019-07-30,,/developer-agreement-transaction/local-authority-eng/WIL/15-11291-CIL
15/11291/CIL,1719.88,,secured,LA2019/211B,local-authority-eng:WIL,2020-04-15,2019-07-30,,/developer-agreement-transaction/local-authority-eng/WIL/15-11291-CIL
15/11698/CIL,1039.09,,received,LA2016/460A,local-authority-eng:WIL,2020-04-15,2019-09-27,,/developer-agreement-transaction/local-authority-eng/WIL/15-11698-CIL
15/11698/CIL,3117.28,,received,LA2016/460B,local-authority-eng:WIL,2020-04-15,2019-09-27,,/developer-agreement-transaction/local-authority-eng/WIL/15-11698-CIL
