developer-agreement-transaction,amount,units,contribution-funding-status,developer-agreement-contribution,organisation,entry-date,start-date,end-date,slug
AWDM/0827/15-TotalCIL-secd,14941.16,,secured,AWDM/0827/15-TotalCIL,local-authority-eng:WOT,2020-10-27,2019-09-11,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-0827-15-TotalCIL-secd
AWDM/1107/15-TotalCIL-secd,7736,,secured,AWDM/1107/15-TotalCIL,local-authority-eng:WOT,2020-01-29,2019-09-16,2019-11-07,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-1107-15-TotalCIL-secd
AWDM/0456/16-TotalCIL-secd,8757.53,,secured,AWDM/0456/16-TotalCIL,local-authority-eng:WOT,2020-01-29,2019-09-20,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-0456-16-TotalCIL-secd
AWDM/1174/16-TotalCIL-secd,10880,,secured,AWDM/1174/16-TotalCIL,local-authority-eng:WOT,2020-01-29,2019-09-20,2019-10-09,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-1174-16-TotalCIL-secd
AWDM/1909/16-TotalCIL-secd,7489.77,,secured,AWDM/1909/16-TotalCIL,local-authority-eng:WOT,2020-10-27,2019-09-20,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-1909-16-TotalCIL-secd
AWDM/0870/17-TotalCIL-secd,5500,,secured,AWDM/0870/17-TotalCIL,local-authority-eng:WOT,2020-10-27,2019-09-20,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-0870-17-TotalCIL-secd
AWDM/1042/18-TotalCIL-secd,56307.5,,secured,AWDM/1042/18-TotalCIL,local-authority-eng:WOT,2020-01-29,2019-09-26,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-1042-18-TotalCIL-secd
AWDM/1520/17-TotalCIL-secd,9046.73,,secured,AWDM/1520/17-TotalCIL,local-authority-eng:WOT,2020-10-27,2019-09-26,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-1520-17-TotalCIL-secd
AWDM/1909/16-TotalCIL-recd,7489.78,,received,AWDM/1909/16-TotalCIL,local-authority-eng:WOT,2020-01-29,2019-10-07,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-1909-16-TotalCIL-recd
AWDM/0307/16-TotalCIL-secd,7146.23,,secured,AWDM/0307/16-TotalCIL,local-authority-eng:WOT,2020-01-29,2019-10-07,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-0307-16-TotalCIL-secd
AWDM/0418/16-TotalCIL2-recd,10950,,received,AWDM/0418/16-TotalCIL2,local-authority-eng:WOT,2020-01-29,2019-10-08,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-0418-16-TotalCIL2-recd
AWDM/0676/18-TotalCIL-secd,13635,,secured,AWDM/0676/18-TotalCIL,local-authority-eng:WOT,2020-01-29,2019-10-08,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-0676-18-TotalCIL-secd
AWDM/0827/15-TotalCIL-recd,14941.16,,received,AWDM/0827/15-TotalCIL,local-authority-eng:WOT,2020-01-29,2019-10-09,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-0827-15-TotalCIL-recd
AWDM/1174/16-TotalCIL2-secd,10880,,secured,AWDM/1174/16-TotalCIL2,local-authority-eng:WOT,2020-10-27,2019-10-09,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-1174-16-TotalCIL2-secd
AWDM/0025/18-TotalCIL-secd,25755,,secured,AWDM/0025/18-TotalCIL,local-authority-eng:WOT,2020-01-29,2019-10-14,2020-03-30,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-0025-18-TotalCIL-secd
AWDM/0038/18-TotalCIL-recd,25839.99,,received,AWDM/0038/18-TotalCIL,local-authority-eng:WOT,2020-01-29,2019-10-18,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-0038-18-TotalCIL-recd
AWDM/1176/17-TotalCIL2-recd,12346.38,,received,AWDM/1176/17-TotalCIL2,local-authority-eng:WOT,2020-01-29,2019-10-29,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-1176-17-TotalCIL2-recd
AWDM/1174/16-TotalCIL2-recd,10880,,received,AWDM/1174/16-TotalCIL2,local-authority-eng:WOT,2020-01-29,2019-11-04,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-1174-16-TotalCIL2-recd
AWDM/1520/17-TotalCIL-recd,9046.73,,received,AWDM/1520/17-TotalCIL,local-authority-eng:WOT,2020-01-29,2019-11-13,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-1520-17-TotalCIL-recd
AWDM/1042/18-TotalCILPay1-recd,28153.75,,received,AWDM/1042/18-TotalCILPay1,local-authority-eng:WOT,2020-01-29,2019-11-14,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-1042-18-TotalCILPay1-recd
AWDM/0870/17-TotalCIL-recd,5500,,received,AWDM/0870/17-TotalCIL,local-authority-eng:WOT,2020-01-29,2019-12-02,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-0870-17-TotalCIL-recd
AWDM/1504/19-TotalCIL-secd,33685.34,,secured,AWDM/1504/19-TotalCIL,local-authority-eng:WOT,2020-01-29,2019-12-20,2020-03-30,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-1504-19-TotalCIL-secd
AWDM/0945/18-TotalCIL-secd,21010.53,,secured,AWDM/0945/18-TotalCIL,local-authority-eng:WOT,2020-01-29,2020-01-17,2020-02-13,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-0945-18-TotalCIL-secd
AWDM/1351/19-TotalCIL-secd,15649.54,,secured,AWDM/1351/19-TotalCIL,local-authority-eng:WOT,2020-01-29,2020-01-17,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-1351-19-TotalCIL-secd
AWDM/1529/18-TotalCIL-secd,249811.51,,secured,AWDM/1529/18-TotalCIL,local-authority-eng:WOT,2020-01-29,2020-01-21,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-1529-18-TotalCIL-secd
AWDM/1633/16-TotalCIL-secd,754317.44,,secured,AWDM/1633/16-TotalCIL,local-authority-eng:WOT,2020-01-29,2020-01-27,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-1633-16-TotalCIL-secd
AWDM/0945/18-TotalCIL2-secd,21010.53,,secured,AWDM/0945/18-TotalCIL2,local-authority-eng:WOT,2020-02-13,2020-02-12,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-0945-18-TotalCIL2-secd
AWDM/1351/19-TotalCIL-recd,15649.54,,received,AWDM/1351/19-TotalCIL,local-authority-eng:WOT,2020-03-27,2020-02-20,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-1351-19-TotalCIL-recd
AWDM/1633/16-TotalCILPay1-recd,188579.36,,received,AWDM/1633/16-TotalCIL,local-authority-eng:WOT,2020-04-17,2020-03-27,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-1633-16-TotalCILPay1-recd
AWDM/0025/18-TotalCIL2-secd,25755,,secured,AWDM/0025/18-TotalCIL2,local-authority-eng:WOT,2020-07-10,2020-03-30,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-0025-18-TotalCIL2-secd
WB/09/0732/FULL-RecSpace-alctd,30935,,allocated,WB/09/0732/FULL-RecSpace,local-authority-eng:WOT,2020-01-29,2020-03-31,,/developer-agreement-transaction/local-authority-eng/WOT/WB-09-0732-FULL-RecSpace-alctd
WB/03/00039/FULL-PublicTransport-alctd,20000,,allocated,WB/03/00039/FULL-PublicTransport,local-authority-eng:WOT,2020-10-27,2020-03-31,,/developer-agreement-transaction/local-authority-eng/WOT/WB-03-00039-FULL-PublicTransport-alctd
WB/06/0728/FULL-TAD-alctd,14365,,allocated,WB/06/0728/FULL-TAD,local-authority-eng:WOT,2020-10-27,2020-03-31,,/developer-agreement-transaction/local-authority-eng/WOT/WB-06-0728-FULL-TAD-alctd
WB/07/1009/FULL-Transport-alctd,2438,,allocated,WB/07/1009/FULL-Transport,local-authority-eng:WOT,2020-10-27,2020-03-31,,/developer-agreement-transaction/local-authority-eng/WOT/WB-07-1009-FULL-Transport-alctd
WB/07/1120/FULL-TAD-alctd,32000,,allocated,WB/07/1120/FULL-TAD,local-authority-eng:WOT,2020-10-27,2020-03-31,,/developer-agreement-transaction/local-authority-eng/WOT/WB-07-1120-FULL-TAD-alctd
WB/07/1451/FULL-Transport-alctd,2400,,allocated,WB/07/1451/FULL-Transport,local-authority-eng:WOT,2020-10-27,2020-03-31,,/developer-agreement-transaction/local-authority-eng/WOT/WB-07-1451-FULL-Transport-alctd
WB/08/0097/FULL-Transport-alctd,2880,,allocated,WB/08/0097/FULL-Transport,local-authority-eng:WOT,2020-10-27,2020-03-31,,/developer-agreement-transaction/local-authority-eng/WOT/WB-08-0097-FULL-Transport-alctd
WB/08/0497/FULL-Transport-alctd,27372,,allocated,WB/08/0497/FULL-Transport,local-authority-eng:WOT,2020-10-27,2020-03-31,,/developer-agreement-transaction/local-authority-eng/WOT/WB-08-0497-FULL-Transport-alctd
WB/10/0281/FULL-TAD-alctd,43920,,allocated,WB/10/0281/FULL-TAD,local-authority-eng:WOT,2020-10-27,2020-03-31,,/developer-agreement-transaction/local-authority-eng/WOT/WB-10-0281-FULL-TAD-alctd
AWDM/0680/15-BusShelter-alctd,12000,,allocated,AWDM/0680/15-BusShelter,local-authority-eng:WOT,2020-10-27,2020-03-31,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-0680-15-BusShelter-alctd
WB/10/0895/FULL-FloodDef-spent,15545,,spent,WB/10/0895/FULL-FloodDef,local-authority-eng:WOT,2020-01-29,2020-03-31,,/developer-agreement-transaction/local-authority-eng/WOT/WB-10-0895-FULL-FloodDef-spent
WB/11/0275/OUT-SwimPool-spent,250813,,spent,WB/11/0275/OUT-SwimPool,local-authority-eng:WOT,2020-02-13,2020-03-31,,/developer-agreement-transaction/local-authority-eng/WOT/WB-11-0275-OUT-SwimPool-spent
WB/07/0916/FULL-Transport-spent,8987,,spent,WB/07/0916/FULL-Transport,local-authority-eng:WOT,2020-02-13,2020-03-31,,/developer-agreement-transaction/local-authority-eng/WOT/WB-07-0916-FULL-Transport-spent
WB/06/1121/FULL-OpenSpace-spent,20000,,spent,WB/06/1121/FULL-OpenSpace,local-authority-eng:WOT,2020-04-02,2020-03-31,,/developer-agreement-transaction/local-authority-eng/WOT/WB-06-1121-FULL-OpenSpace-spent
WB/09/0732/FULL-Transport-spent,16938.96,,spent,WB/09/0732/FULL-Transport,local-authority-eng:WOT,2020-05-07,2020-03-31,,/developer-agreement-transaction/local-authority-eng/WOT/WB-09-0732-FULL-Transport-spent
WB/11/0275/OUT-ClerkOfWorks-spent,3543.37,,spent,WB/11/0275/OUT-ClerkOfWorks,local-authority-eng:WOT,2020-07-09,2020-03-31,,/developer-agreement-transaction/local-authority-eng/WOT/WB-11-0275-OUT-ClerkOfWorks-spent
AWDM/0055/13-OpenSpace-spent,33718.75,,spent,AWDM/0055/13-OpenSpace,local-authority-eng:WOT,2020-07-09,2020-03-31,,/developer-agreement-transaction/local-authority-eng/WOT/AWDM-0055-13-OpenSpace-spent
WB/07/0780/FULL-Transport-spent,4713,,spent,WB/07/0780/FULL-Transport,local-authority-eng:WOT,2020-10-27,2020-03-31,,/developer-agreement-transaction/local-authority-eng/WOT/WB-07-0780-FULL-Transport-spent
