developer-agreement-transaction,amount,units,contribution-funding-status,developer-agreement-contribution,organisation,entry-date,start-date,end-date,slug
1,122700.5,,secured,03/2163/14/O-CON1,local-authority-eng:SHA,2015-11-11,2015-11-11,,/developer-agreement-transaction/local-authority-eng/SHA/1
2,79345.73,,secured,03/2163/14/O-CON2,local-authority-eng:SHA,2015-11-11,2015-11-11,,/developer-agreement-transaction/local-authority-eng/SHA/2
3,103029.56,,received,04/1129/15/F-CON1,local-authority-eng:SHA,2017-10-18,2017-10-18,,/developer-agreement-transaction/local-authority-eng/SHA/3
4,66073.36,,secured,0549/17/OPA-CON1,local-authority-eng:SHA,2017-12-18,2017-12-18,,/developer-agreement-transaction/local-authority-eng/SHA/4
5,34712.42,,received,0825/18-CON1,local-authority-eng:SHA,2019-01-11,2019-01-11,,/developer-agreement-transaction/local-authority-eng/SHA/5
6,20222.22,,received,1372/16/ful-CON1,local-authority-eng:SHA,2017-03-21,2017-03-21,,/developer-agreement-transaction/local-authority-eng/SHA/6
7,176000,,received,2208/16/FUL-CON1,local-authority-eng:SHA,2017-12-11,2017-12-11,,/developer-agreement-transaction/local-authority-eng/SHA/7
8,120413,,received,2208/16/FUL-CON2,local-authority-eng:SHA,2017-12-11,2017-12-11,,/developer-agreement-transaction/local-authority-eng/SHA/8
9,299090.91,,received,27_57/1347/14/F-CON1,local-authority-eng:SHA,2016-06-21,2016-06-21,2020-03-31,/developer-agreement-transaction/local-authority-eng/SHA/9
10,239272.73,,received,27_57/1347/14/F-CON2,local-authority-eng:SHA,2016-06-21,2016-06-21,2020-03-31,/developer-agreement-transaction/local-authority-eng/SHA/10
11,196373.22,,received,35/0059/15/F-CON1,local-authority-eng:SHA,2015-12-01,2015-12-01,,/developer-agreement-transaction/local-authority-eng/SHA/11
12,32226.74,,received,41/1915/13/F-CON1,local-authority-eng:SHA,2014-01-08,2014-01-08,,/developer-agreement-transaction/local-authority-eng/SHA/12
13,20581.78,,received,41/1915/13/F-CON2,local-authority-eng:SHA,2014-01-08,2014-01-08,,/developer-agreement-transaction/local-authority-eng/SHA/13
14,5869.01,,received,41/1915/13/F-CON3,local-authority-eng:SHA,2014-01-08,2014-01-08,,/developer-agreement-transaction/local-authority-eng/SHA/14
15,19000,,received,4140/16/FUL-CON1,local-authority-eng:SHA,2013-07-04,2013-07-04,,/developer-agreement-transaction/local-authority-eng/SHA/15
