developer-agreement-transaction,amount,units,contribution-funding-status,developer-agreement-contribution,organisation,entry-date,start-date,end-date,slug
SL/2017/0841-tran1,288360,,secured,SL/2017/0841-con1,local-authority-eng:SLA,2020-12-14,2019-07-18,,/developer-agreement-transaction/local-authority-eng/SLA/SL-2017-0841-tran1
SL/2017/0841-tran2,72150,,secured,SL/2017/0841-con2,local-authority-eng:SLA,2020-12-14,2019-07-18,,/developer-agreement-transaction/local-authority-eng/SLA/SL-2017-0841-tran2
SL/2017/0841-tran3,36000,,secured,SL/2017/0841-con3,local-authority-eng:SLA,2020-12-14,2019-07-18,,/developer-agreement-transaction/local-authority-eng/SLA/SL-2017-0841-tran3
SL/2017/0841-tran4,,37,secured,SL/2017/0841-con4,local-authority-eng:SLA,2020-12-17,2019-07-18,,/developer-agreement-transaction/local-authority-eng/SLA/SL-2017-0841-tran4
SL/2017/0992-tran1,10229.54,,secured,SL/2017/0992-con,local-authority-eng:SLA,2020-12-14,2019-11-22,,/developer-agreement-transaction/local-authority-eng/SLA/SL-2017-0992-tran1
SL/2017/0992-tran2,10229.54,,received,SL/2017/0992-con,local-authority-eng:SLA,2020-12-14,2019-12-31,,/developer-agreement-transaction/local-authority-eng/SLA/SL-2017-0992-tran2
SL/2017/0992-tran3,10229.54,,allocated,SL/2017/0992-con,local-authority-eng:SLA,2020-12-14,2020-01-01,,/developer-agreement-transaction/local-authority-eng/SLA/SL-2017-0992-tran3
SL/2017/0992-tran4,10229.54,,spent,SL/2017/0992-con,local-authority-eng:SLA,2020-12-14,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SLA/SL-2017-0992-tran4
SL/2013/1120-tran1,170000,,secured,SL/2013/1120-con1,local-authority-eng:SLA,2020-12-14,2015-01-22,,/developer-agreement-transaction/local-authority-eng/SLA/SL-2013-1120-tran1
SL/2013/1120-tran2,186303,,received,SL/2013/1120-con1,local-authority-eng:SLA,2020-12-14,2018-01-25,,/developer-agreement-transaction/local-authority-eng/SLA/SL-2013-1120-tran2
SL/2013/1120-tran3,4900,,allocated,SL/2013/1120-con1,local-authority-eng:SLA,2020-12-14,2018-02-01,,/developer-agreement-transaction/local-authority-eng/SLA/SL-2013-1120-tran3
SL/2013/1120-tran4,4900,,spent,SL/2013/1120-con1,local-authority-eng:SLA,2020-12-14,2020-03-31,,/developer-agreement-transaction/local-authority-eng/SLA/SL-2013-1120-tran4
SL/2013/1120-tran5,102939.5,,secured,SL/2013/1120-con2,local-authority-eng:SLA,2020-12-14,2015-01-22,,/developer-agreement-transaction/local-authority-eng/SLA/SL-2013-1120-tran5
SL/2013/1120-tran6,102939.5,,received,SL/2013/1120-con2,local-authority-eng:SLA,2020-12-14,2018-01-25,,/developer-agreement-transaction/local-authority-eng/SLA/SL-2013-1120-tran6
SL/2013/1120-tran7,102939.5,,allocated,SL/2013/1120-con2,local-authority-eng:SLA,2020-12-14,2018-02-01,,/developer-agreement-transaction/local-authority-eng/SLA/SL-2013-1120-tran7
SL/2013/1120-tran8,102939.5,,spent,SL/2013/1120-con2,local-authority-eng:SLA,2020-12-14,2020-03-05,,/developer-agreement-transaction/local-authority-eng/SLA/SL-2013-1120-tran8
SL/2013/1120-tran9,5925.35,,secured,SL/2013/1120-con3,local-authority-eng:SLA,2020-12-14,2015-01-22,,/developer-agreement-transaction/local-authority-eng/SLA/SL-2013-1120-tran9
SL/2013/1120-tran10,5925.35,,received,SL/2013/1120-con3,local-authority-eng:SLA,2020-12-14,2019-11-27,,/developer-agreement-transaction/local-authority-eng/SLA/SL-2013-1120-tran10
SL/2013/1120-tran11,104832,,secured,SL/2013/1120-con4,local-authority-eng:SLA,2020-12-14,2015-01-22,,/developer-agreement-transaction/local-authority-eng/SLA/SL-2013-1120-tran11
