developer-agreement-transaction,amount,units,contribution-funding-status,developer-agreement-contribution,organisation,entry-date,start-date,end-date,slug
CIL00136-LP00322_59A,46375.04,,secured,18/01395/FUL_CIL_59,local-authority-eng:GLO,2020-04-06,2019-08-08,,/developer-agreement-transaction/local-authority-eng/GLO/CIL00136-LP00322-59A
CIL00136-LP00322_59A,8695.32,,secured,18/01395/FUL_CIL_59A,local-authority-eng:GLO,2020-04-06,2019-08-08,,/developer-agreement-transaction/local-authority-eng/GLO/CIL00136-LP00322-59A
CIL00136-LP00322_61,2898.44,,secured,18/01395/FUL_CIL_61,local-authority-eng:GLO,2020-04-06,2019-08-08,,/developer-agreement-transaction/local-authority-eng/GLO/CIL00136-LP00322-61
CIL00135-LP00457_59,38066.4,,received,18/00306/FUL_CIL_59,local-authority-eng:GLO,2020-04-06,2019-12-20,,/developer-agreement-transaction/local-authority-eng/GLO/CIL00135-LP00457-59
CIL00135-LP00457_59A,7137.45,,received,18/00306/FUL_CIL_59A,local-authority-eng:GLO,2020-04-06,2019-12-20,,/developer-agreement-transaction/local-authority-eng/GLO/CIL00135-LP00457-59A
CIL00135-LP00457_61,2379.15,,received,18/00306/FUL_CIL_61,local-authority-eng:GLO,2020-04-06,2019-12-20,,/developer-agreement-transaction/local-authority-eng/GLO/CIL00135-LP00457-61
CIL00135-LP00457_59,342597.6,,secured,18/00306/FUL_CIL_59,local-authority-eng:GLO,2020-04-06,2020-04-27,,/developer-agreement-transaction/local-authority-eng/GLO/CIL00135-LP00457-59
CIL00135-LP00457_59A,64237.05,,secured,18/00306/FUL_CIL_59A,local-authority-eng:GLO,2020-04-06,2020-04-27,,/developer-agreement-transaction/local-authority-eng/GLO/CIL00135-LP00457-59A
CIL00135-LP00457_61,21412.35,,secured,18/00306/FUL_CIL_61,local-authority-eng:GLO,2020-04-06,2020-04-27,,/developer-agreement-transaction/local-authority-eng/GLO/CIL00135-LP00457-61
LP00457_DN72,406562.56,,received,18/00306/FUL_S106_OSL,local-authority-eng:GLO,2020-04-06,2019-11-08,,/developer-agreement-transaction/local-authority-eng/GLO/LP00457-DN72
LP00457_DN73,37196.1,,received,18/00306/FUL_S106_OSL,local-authority-eng:GLO,2020-04-06,2019-11-08,,/developer-agreement-transaction/local-authority-eng/GLO/LP00457-DN73
LP00457_DN74,104607.1,,received,18/00306/FUL_S106_OSL,local-authority-eng:GLO,2020-04-06,2019-11-08,,/developer-agreement-transaction/local-authority-eng/GLO/LP00457-DN74
