developer-agreement-transaction,amount,units,contribution-funding-status,developer-agreement-contribution,organisation,entry-date,start-date,end-date,slug
B/15/0196-da-OSP-Tr3,73000,,Spent,B/15/0196-da-OSP,local-authority-eng:BOT,2020-12-16,2020-10-11,,/developer-agreement-transaction/local-authority-eng/BOT/B-15-0196-da-OSP-Tr3
B/13/0037-da1-OSP-Tr3,4000,,Spent,B/13/0037-da1-OSP,local-authority-eng:BOT,2020-12-16,2019-04-01,,/developer-agreement-transaction/local-authority-eng/BOT/B-13-0037-da1-OSP-Tr3
B/12/0171-da-AFH-Tr3,,3,Spent,B/12/0171-da-AFH,local-authority-eng:BOT,2020-12-16,2019-12-31,,/developer-agreement-transaction/local-authority-eng/BOT/B-12-0171-da-AFH-Tr3
B/14/0165-da-AFH-Tr5,,2,Spent,B/14/0165-da-AFH,local-authority-eng:BOT,2020-12-16,2019-08-31,,/developer-agreement-transaction/local-authority-eng/BOT/B-14-0165-da-AFH-Tr5
B/14/0165-da-AFH-Tr6,,2,Spent,B/14/0165-da-AFH,local-authority-eng:BOT,2020-12-16,2019-10-30,,/developer-agreement-transaction/local-authority-eng/BOT/B-14-0165-da-AFH-Tr6
B/15/0391-da-AFH-Tr1,,4,Spent,B/15/0391-da-AFH,local-authority-eng:BOT,2020-12-16,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOT/B-15-0391-da-AFH-Tr1
B/16/0106-da-AFH-Tr1,,8,Spent,B/16/0106-da-AFH,local-authority-eng:BOT,2020-12-16,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOT/B-16-0106-da-AFH-Tr1
B/17/0315-da-AFH-Tr1,,7,Spent,B/17/0315-da-AFH,local-authority-eng:BOT,2020-12-16,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOT/B-17-0315-da-AFH-Tr1
B/17/0316-da-AFH-Tr1,,7,Spent,B/17/0316-da-AFH,local-authority-eng:BOT,2020-12-16,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOT/B-17-0316-da-AFH-Tr1
B/18/0395-da-AFH-Tr1,,30,Spent,B/18/0395-da-AFH,local-authority-eng:BOT,2020-12-16,2020-03-31,,/developer-agreement-transaction/local-authority-eng/BOT/B-18-0395-da-AFH-Tr1
B/16/0298-da-EDU-Tr1,28877.71,,Received,B/16/0298-da-EDU,local-authority-eng:BOT,2020-12-16,2020-03-15,,/developer-agreement-transaction/local-authority-eng/BOT/B-16-0298-da-EDU-Tr1
